Gelöscht,Punktnummer,AC,Kl,Y,X,Erstellt,X [LV95],Y [LV95]
20003,WOK2300,52,4,682390.251,243672.696,WO2538,2682391.130,1243672.533
20003,WOH2300,53,4,682389.953,243666.951,WO2538,2682390.832,1243666.788
20003,WOL2300,52,4,682390.951,243667.065,WO2538,2682391.830,1243666.902
20003,WOD1380,52,4,682393.777,243667.405,WO2538,2682394.656,1243667.242
20003,WOE1379,52,4,682401.514,243668.365,WO2538,2682402.393,1243668.202
20003,WOE1381,51,4,682408.283,243669.201,WO2538,2682409.162,1243669.038
20004,AAN3046,53,4,682563.569,247128.861,AA3124,2682564.459,1247128.696
20004,AAO3046,53,4,682562.426,247130.098,AA3124,2682563.316,1247129.933
20004,AAC3045,52,4,682566.502,247133.917,AA3124,2682567.392,1247133.752
20004,AAD3045,52,4,682569.063,247136.443,AA3124,2682569.953,1247136.278
20004,AAA3045,52,4,682562.348,247143.422,AA3124,2682563.238,1247143.257
20004,AAU3044,52,4,682560.120,247125.425,AA3124,2682561.010,1247125.260
20067,SEE2791,51,4,683150.171,253217.553,SE2600,2683151.110,1253217.397
20067,SED2791,51,4,683123.944,253183.486,SE2600,2683124.883,1253183.331
20102,20057,53,7,687677.806,245555.623,20102,2687678.692,1245555.422
20102,SEE2561,52,4,683485.182,252690.241,SE2600,2683486.115,1252690.084
20102,SEF2559,52,4,683493.125,252652.074,SE2600,2683494.058,1252651.917
20102,SED0102,51,4,683530.753,252697.261,SE2600,2683531.686,1252697.103
20102,SEB0102,52,4,683544.440,252623.696,SE2600,2683545.372,1252623.539
20102,SEG0101,53,4,683544.720,252622.156,SE2600,2683545.652,1252621.999
20128,AUC2909,53,4,680629.234,248565.873,AU3509,2680630.142,1248565.728
20128,AUD2909,51,4,680628.697,248564.965,AU3509,2680629.605,1248564.820
20128,AUL0212,52,4,680619.564,248549.634,AU3509,2680620.472,1248549.489
20128,AUG3302,51,4,680642.150,248557.115,AU3509,2680643.058,1248556.970
20128,AUK0213,51,4,680590.530,248565.224,AU3509,2680591.438,1248565.079
20172,RIW6063,52,4,686014.611,245040.044,RI2464,2686015.496,1245039.849
20172,RIX6063,52,4,686016.909,245033.166,RI2464,2686017.794,1245032.971
20172,RIC2303,51,4,686022.882,245008.967,RI2464,2686023.766,1245008.772
20172,RIB2685,51,4,686002.291,245001.155,RI2464,2686003.175,1245000.960
20172,RIA2685,51,4,685992.024,245031.903,RI2464,2685992.909,1245031.708
20172,RIA2303,52,4,685965.148,245022.221,RI2464,2685966.033,1245022.026
20177,ALE2087,52,4,680262.292,248292.119,AL3431,2680263.198,1248291.975
20177,ALD2087,52,4,680255.423,248284.359,AL3431,2680256.329,1248284.215
20177,ALC2087,51,4,680247.823,248275.769,AL3431,2680248.729,1248275.625
20177,ALE2052,53,4,680247.163,248275.019,AL3431,2680248.069,1248274.875
20177,ALB2087,51,4,680225.573,248290.610,AL3431,2680226.479,1248290.466
20193,SWA3257,52,4,686340.643,251268.508,PVSW1,2686341.572,1251268.337
20193,SWW6006,52,4,686351.425,251272.268,PVSW1,2686352.354,1251272.097
20193,SWX6006,52,4,686353.612,251271.236,PVSW1,2686354.541,1251271.065
20193,SWB3257,52,4,686338.529,251274.559,PVSW1,2686339.458,1251274.388
20193,SWC3257,52,4,686339.233,251274.806,PVSW1,2686340.162,1251274.635
20193,SWD3257,52,4,686342.983,251287.550,PVSW1,2686343.912,1251287.379
20193,SWE3257,52,4,686342.447,251292.660,PVSW1,2686343.376,1251292.489
20196,ENC0869,53,4,682243.217,246858.014,EN1575,2682244.107,1246857.853
20197,END0943,51,4,681975.315,246451.111,EN1575,2681976.204,1246450.953
20197,END2238,51,4,682007.641,246452.797,EN1575,2682008.530,1246452.639
20197,ENC0288,53,4,682152.060,246554.729,EN1575,2682152.949,1246554.569
20197,ENF0288,53,4,682152.242,246568.013,EN1575,2682153.131,1246567.853
20197,ENH0288,53,4,682154.184,246580.561,EN1575,2682155.073,1246580.401
20197,ENI0288,53,4,682157.702,246593.412,EN1575,2682158.591,1246593.252
20197,ENO0288,53,4,682162.581,246605.483,EN1575,2682163.470,1246605.323
20197,ENR0288,53,4,682178.978,246638.148,EN1575,2682179.867,1246637.988
20197,ENO6528,53,4,682182.978,246646.098,EN1619,2682183.867,1246645.938
20197,ENE0237,51,4,682198.713,246677.372,EN1575,2682199.602,1246677.211
20197,ENB0237,53,4,682219.119,246717.855,EN1575,2682220.008,1246717.694
20197,ENO6393,53,4,682241.791,246762.669,EN1619,2682242.680,1246762.508
20197,ENA0238,53,4,682246.133,246771.252,EN1575,2682247.022,1246771.091
20197,ENO6526,53,4,682100.134,246705.570,EN1619,2682101.023,1246705.410
20197,ENC0940,53,4,682313.827,246845.449,EN1575,2682314.717,1246845.287
20197,ENF1305,53,4,682312.507,246844.740,EN1575,2682313.397,1246844.578
20197,ENI0234,53,4,682305.977,246841.187,EN1575,2682306.867,1246841.025
20197,ENG0237,53,4,682293.409,246831.768,EN1575,2682294.299,1246831.606
20197,ENI0237,53,4,682282.131,246821.657,EN1575,2682283.020,1246821.495
20197,ENL0237,53,4,682271.542,246810.205,EN1575,2682272.431,1246810.043
20197,ENO5964,53,4,682268.303,246806.093,EN1613,2682269.192,1246805.931
20197,ENV0237,53,4,682262.013,246798.109,EN1575,2682262.902,1246797.948
20197,ENO6381,53,4,682268.007,246807.905,EN1619,2682268.896,1246807.743
20197,ENX0237,53,4,682253.540,246784.898,EN1575,2682254.429,1246784.737
20197,ENO6527,53,4,682170.473,246717.832,EN1619,2682171.362,1246717.672
20197,ENO6396,53,4,682220.683,246720.947,EN1619,2682221.572,1246720.786
20221,AFO1882,52,4,680606.262,252731.522,AF1704,2680607.200,1252731.389
20221,AFO1883,52,4,680621.555,252766.808,AF1704,2680622.493,1252766.675
20221,AFV3076,52,4,680620.765,252811.887,AF1704,2680621.703,1252811.754
20221,AFA1250,51,4,680610.012,252771.491,AF1704,2680610.950,1252771.358
20221,AFY3123,51,4,680604.754,252819.057,AF1704,2680605.692,1252818.925
20221,AFA3124,51,4,680579.173,252828.216,AF1704,2680580.111,1252828.084
20221,AFB3124,51,4,680572.362,252829.376,AF1704,2680573.300,1252829.244
20221,AFZ3123,51,4,680566.672,252828.946,AF1704,2680567.610,1252828.814
20221,AFB0548,53,4,680563.782,252827.996,AF1704,2680564.720,1252827.864
20221,AFE0548,51,4,680563.422,252827.066,AF1704,2680564.360,1252826.934
20221,AFD0548,51,4,680551.049,252795.000,AF1704,2680551.987,1252794.868
20221,AFD1777,51,4,680531.869,252802.189,AF1704,2680532.807,1252802.057
20221,AFB1004,51,4,680519.356,252766.693,AF1704,2680520.294,1252766.561
20221,AFE0190,53,4,680491.123,252719.617,AF1704,2680492.061,1252719.486
20221,AFG3125,51,4,680491.483,252720.567,AF1704,2680492.421,1252720.436
20221,AFB2075,51,4,680506.069,252759.417,AF1704,2680507.007,1252759.286
20221,AFD2075,51,4,680449.848,252781.024,AF1704,2680450.786,1252780.893
20221,AFC2075,51,4,680426.785,252745.312,AF1704,2680427.723,1252745.181
20221,AFD3124,51,4,680548.251,252822.907,AF1704,2680549.189,1252822.775
20221,AFE3124,51,4,680535.880,252826.497,AF1704,2680536.818,1252826.365
20221,AFA0190,51,4,680537.050,252830.576,AF1704,2680537.988,1252830.444
20221,AFE1821,51,4,680517.430,252837.496,AF1704,2680518.368,1252837.365
20221,AFH3124,51,4,680499.139,252844.976,AF1704,2680500.077,1252844.845
20221,AFD1607,51,4,680486.689,252850.395,AF1704,2680487.628,1252850.264
20221,AFD1141,51,4,680461.285,252801.491,AF1704,2680462.223,1252801.360
20221,AFE1141,51,4,680514.267,252781.242,AF1704,2680515.205,1252781.111
20221,AFC0190,51,4,680519.718,252795.760,AF1704,2680520.656,1252795.629
20221,AFF1001,51,4,680527.109,252803.969,AF1704,2680528.047,1252803.837
20221,AFZ3212,51,4,680523.288,252794.160,AF1704,2680524.226,1252794.028
20221,AFK3124,52,4,680447.469,252868.224,AF1704,2680448.408,1252868.094
20221,AFE0189,51,4,680488.489,252853.855,AF1704,2680489.428,1252853.724
20221,AFW3126,51,4,680415.194,252806.101,AF1704,2680416.133,1252805.971
20221,AFB1574,52,4,680380.904,252815.001,AF1704,2680381.843,1252814.871
20221,AFA1574,52,4,680392.655,252835.988,AF1704,2680393.594,1252835.858
20222,SEK0353,52,4,683720.261,251935.729,SE2600,2683721.185,1251935.573
20222,OEA5125,51,4,683688.961,251960.621,OE3394,2683689.885,1251960.465
20222,SEC0354,52,4,683699.449,252024.182,SE2600,2683700.374,1252024.026
20222,SEM0353,52,4,683717.221,251948.739,SE2600,2683718.145,1251948.583
20222,20134,53,5,683709.867,251979.906,20222,2683710.792,1251979.750
20225,ALL0878,52,4,679588.229,249289.077,AL3431,2679589.151,1249288.935
20225,ALM0878,52,4,679607.998,249279.217,AL3431,2679608.920,1249279.075
20225,ALA1574,52,4,679608.468,249280.587,AL3431,2679609.390,1249280.445
20225,ALI0284,51,4,679631.567,249270.906,AL3431,2679632.489,1249270.764
20225,ALO0284,51,4,679684.795,249248.604,AL3431,2679685.716,1249248.462
20225,ALE0283,51,4,679702.824,249239.424,AL3431,2679703.745,1249239.282
20225,ALH0283,52,4,679693.753,249206.705,AL3431,2679694.674,1249206.563
20225,ALK1601,51,4,679622.525,249174.649,AL3431,2679623.446,1249174.507
20225,ALB1574,52,4,679590.617,249228.609,AL3431,2679591.539,1249228.467
20288,AFY3064,52,4,680931.545,252220.606,AF1704,2680932.480,1252220.467
20288,AFI0205,51,4,680945.056,252206.486,AF1704,2680945.991,1252206.347
20288,AFD0208,52,4,680956.886,252224.227,AF1704,2680957.821,1252224.088
20315,SWA0264,53,0,685455.080,250558.955,20315,2685456.000,1250558.787
20315,20535,51,4,685489.131,250532.888,20315,2685490.051,1250532.720
20315,20527,53,4,685460.586,250564.458,20315,2685461.506,1250564.290
20315,20528,53,4,685459.003,250565.879,20315,2685459.923,1250565.711
20315,SWO0264,53,4,685457.730,250550.336,SW2326,2685458.650,1250550.168
20315,SWG0264,53,4,685456.840,250552.805,SW2326,2685457.760,1250552.637
20315,SWA0266,53,4,685456.860,250554.045,SW2326,2685457.780,1250553.877
20315,SWB0264,53,4,685458.260,250560.485,SW2326,2685459.180,1250560.317
20315,SWA0264,53,4,685455.080,250558.955,SW2326,2685456.000,1250558.787
20315,SWB0266,53,4,685455.860,250554.015,SW2326,2685456.780,1250553.847
20315,SWB2680,53,4,685459.970,250544.146,SW2326,2685460.890,1250543.978
20315,SWD0258,51,4,685518.344,250626.373,SW2326,2685519.264,1250626.205
20315,SWC0268,51,4,685578.662,250551.030,SW2326,2685579.582,1250550.861
20315,20170,51,4,685516.969,250506.492,20315,2685517.888,1250506.324
20315,SWB0268,51,4,685513.817,250504.216,SW2326,2685514.736,1250504.048
20315,SWU2681,53,4,685523.106,250487.236,SW2326,2685524.025,1250487.067
20315,SWS2681,53,4,685521.716,250491.596,SW2326,2685522.635,1250491.427
20315,SWQ2681,53,4,685508.098,250503.206,SW2326,2685509.017,1250503.038
20315,SWF2800,53,4,685504.908,250505.706,SW2326,2685505.827,1250505.538
20315,SWI2800,53,4,685501.018,250509.576,SW2326,2685501.937,1250509.408
20315,SWM2681,53,4,685499.418,250511.726,SW2326,2685500.337,1250511.558
20315,SWK2681,53,4,685494.009,250515.226,SW2326,2685494.928,1250515.058
20315,SWF2681,53,4,685487.369,250519.736,SW2326,2685488.288,1250519.568
20315,SWC2681,53,4,685485.459,250521.676,SW2326,2685486.378,1250521.508
20315,SWH2681,53,4,685487.499,250518.466,SW2326,2685488.418,1250518.298
20315,SWA2681,53,4,685476.859,250529.326,SW2326,2685477.778,1250529.158
20315,SWD2680,53,4,685471.869,250533.656,SW2326,2685472.788,1250533.488
20315,SWI0264,53,4,685465.650,250538.206,SW2326,2685466.570,1250538.038
20315,SWN0264,53,4,685460.410,250542.946,SW2326,2685461.330,1250542.778
20317,SWT6037,51,4,684710.416,252145.904,SW2326,2684711.343,1252145.740
20317,SWU0431,51,4,684708.327,252137.574,SW2326,2684709.254,1252137.410
20317,SWX0431,51,4,684719.488,252091.872,SW2326,2684720.415,1252091.708
20317,SWV5011,51,4,684728.689,252053.209,SW2326,2684729.616,1252053.045
20317,SWG2851,51,4,684726.642,252027.592,SW2326,2684727.569,1252027.429
20317,SWC0433,51,4,684725.770,252016.686,SW2326,2684726.697,1252016.523
20317,SWA2632,51,4,684724.460,251999.625,SW2326,2684725.387,1251999.462
20317,SWE2622,51,4,684728.500,251999.785,SW2326,2684729.427,1251999.622
20317,SWA2634,51,4,684789.688,252002.166,SW2326,2684790.615,1252002.002
20317,SWD0433,51,4,684727.601,251988.134,SW2326,2684728.528,1251987.971
20317,SWE2851,51,4,684685.792,252022.984,SW2326,2684686.719,1252022.821
20317,SWE0434,51,4,684691.402,251973.161,SW2326,2684692.329,1251972.998
20317,SEB1361,51,4,684533.616,252043.255,SE2600,2684534.542,1252043.093
20317,SWB0435,53,4,684691.632,251971.111,SW2326,2684692.559,1251970.948
20317,SWD2621,51,4,684854.414,252094.523,SW2326,2684855.342,1252094.358
20317,SEX6046,51,4,684707.516,252171.356,SE2600,2684708.443,1252171.192
20318,AUB1793,51,4,680895.614,248579.703,AU3509,2680896.522,1248579.556
20318,AUD1793,52,4,680896.279,248582.873,AU3509,2680897.187,1248582.726
20318,AUC1793,51,4,680902.768,248575.944,AU3509,2680903.676,1248575.797
20318,AUI1793,52,4,680894.401,248585.526,AU3509,2680895.309,1248585.379
20318,AUF2254,52,4,680883.074,248561.963,AU3509,2680883.981,1248561.816
20318,AUB2253,52,4,680889.934,248557.800,AU3509,2680890.841,1248557.653
20318,AUE1793,52,4,680905.294,248577.590,AU3509,2680906.202,1248577.443
20318,AUE1792,51,4,680878.801,248593.866,AU3509,2680879.709,1248593.719
20318,AUD1575,52,4,680876.680,248590.406,AU3509,2680877.588,1248590.259
20318,AUE1575,52,4,680869.877,248579.258,AU3509,2680870.785,1248579.111
20318,AUE1544,51,4,680920.133,248568.659,AU3509,2680921.040,1248568.512
20318,AUF1544,52,4,680918.031,248565.229,AU3509,2680918.938,1248565.082
20318,AUG1544,52,4,680910.564,248553.012,AU3509,2680911.471,1248552.865
20342,AFQ3119,51,4,680873.633,253329.315,AF1704,2680874.572,1253329.182
20342,AFW5004,51,4,680888.623,253324.208,AF1704,2680889.562,1253324.075
20342,AFR5004,51,4,680887.787,253316.616,AF1704,2680888.726,1253316.483
20342,AFP5004,52,4,680857.870,253286.107,AF1704,2680858.809,1253285.974
20342,AFQ5004,51,4,680864.428,253287.735,AF1704,2680865.367,1253287.602
20342,AFO5004,51,4,680867.872,253286.595,AF1704,2680868.811,1253286.462
20342,AFN5004,52,4,680869.504,253279.520,AF1704,2680870.443,1253279.387
20342,AFV5004,51,4,680899.347,253320.554,AF1704,2680900.286,1253320.420
20342,AFW3213,51,4,680915.484,253315.056,AF1704,2680916.423,1253314.922
20342,AFW3119,51,4,680936.704,253306.467,AF1704,2680937.643,1253306.333
20342,AFD3120,51,4,680915.873,253271.897,AF1704,2680916.812,1253271.763
20342,AFD0216,51,4,680889.202,253275.986,AF1704,2680890.141,1253275.852
20342,AFM3115,52,4,680991.884,253281.069,AF1704,2680992.823,1253280.934
20342,AFC2052,52,4,681023.751,253265.093,AF1704,2681024.689,1253264.958
20342,AFP3115,52,4,681027.644,253263.141,AF1704,2681028.582,1253263.006
20342,AFD2052,51,4,681006.506,253228.819,AF1704,2681007.444,1253228.684
20342,AFT3115,52,4,681084.923,253232.405,AF1704,2681085.861,1253232.269
20342,AFV3115,52,4,681112.253,253220.096,AF1704,2681113.191,1253219.959
20342,AFU3214,52,4,681140.093,253208.988,AF1704,2681141.031,1253208.851
20342,AFY3115,52,4,681168.283,253198.759,AF1704,2681169.221,1253198.622
20342,AFC3116,52,4,681202.013,253189.361,AF1704,2681202.950,1253189.223
20342,AFE3118,52,4,681230.433,253179.782,AF1704,2681231.370,1253179.644
20342,AFZ3117,51,4,681267.193,253164.324,AF1704,2681268.130,1253164.186
20342,AFI1967,52,4,681199.063,253112.435,AF1704,2681200.000,1253112.297
20342,AFH1967,52,4,681198.213,253107.975,AF1704,2681199.150,1253107.837
20342,AFF1967,52,4,681195.463,253104.375,AF1704,2681196.400,1253104.237
20342,AFF2067,52,4,681208.406,253108.198,AF1704,2681209.343,1253108.060
20342,AFE2067,51,4,681208.929,253109.683,AF1704,2681209.866,1253109.545
20342,AFV3117,51,4,681306.883,253143.886,AF1704,2681307.820,1253143.747
20342,AFW3117,51,4,681337.223,253128.967,AF1704,2681338.160,1253128.828
20342,AFC2068,52,4,681357.786,253115.796,AF1704,2681358.723,1253115.657
20343,FLF0812,51,4,684938.010,247891.835,FL2092,2684938.912,1247891.655
20343,FLC2226,52,4,684980.612,247928.747,FL2092,2684981.514,1247928.567
20343,FLB1012,51,4,685016.144,247907.138,FL2092,2685017.046,1247906.957
20343,FLA2227,52,4,684995.050,247896.646,FL2092,2684995.952,1247896.465
20343,FLI0934,51,4,685003.220,247900.283,FL2092,2685004.122,1247900.102
20345,AUC1418,51,4,681988.078,248853.833,AU3509,2681988.986,1248853.679
20396,WPA3104,52,4,681894.789,250135.295,WP2225,2681895.708,1250135.148
20396,WPC1579,52,4,681894.722,250132.964,WP2225,2681895.641,1250132.817
20397,WIO1322,53,4,686794.840,245566.260,WI1212,2686795.727,1245566.063
20397,WIO1323,53,4,686797.029,245566.661,WI1212,2686797.916,1245566.464
20397,WIO1324,53,4,686798.340,245568.460,WI1212,2686799.227,1245568.263
20397,WIO1329,53,4,686800.763,245567.843,WI1212,2686801.650,1245567.646
20397,WIO1330,53,4,686798.360,245564.544,WI1212,2686799.247,1245564.347
20397,WIO1331,53,4,686794.346,245563.809,WI1212,2686795.233,1245563.612
20397,WIO1332,53,4,686771.117,245568.865,WI1212,2686772.004,1245568.668
20397,WIO1333,53,4,686767.183,245554.400,WI1212,2686768.070,1245554.203
20407,RIM1130,52,4,684583.159,245539.477,RI2464,2684584.052,1245539.299
20407,RIC1152,51,4,684568.295,245531.934,RI2464,2684569.188,1245531.757
20407,RIB1152,53,4,684567.392,245531.481,RI2464,2684568.285,1245531.304
20407,RIC1149,51,4,684561.387,245548.689,RI2464,2684562.280,1245548.512
20457,WID0255,51,4,687256.293,246440.945,WI1125,2687257.183,1246440.745
20457,WIC1241,51,4,687217.757,246578.537,WI1125,2687218.648,1246578.337
20457,WIW2009,51,4,687176.354,246563.646,WI1125,2687177.245,1246563.446
20457,WIX2009,51,4,687155.859,246559.514,WI1125,2687156.750,1246559.314
20457,WIV2009,52,4,687216.232,246574.073,WI1125,2687217.123,1246573.873
20481,AUN0321,52,4,682366.975,248206.771,AU3509,2682367.875,1248206.612
20481,AUA0328,52,4,682355.935,248188.393,AU3509,2682356.835,1248188.234
20481,AUB2938,52,4,682357.003,248193.478,AU3509,2682357.903,1248193.319
20518,HIP0563,52,4,684795.821,246573.387,HI2368,2684796.722,1246573.209
20518,HOD0545,51,4,684837.038,246583.751,HO2302,2684837.938,1246583.572
20518,HOG2239,53,4,684788.919,246581.890,HO2302,2684789.820,1246581.712
20522,AUA0623,52,4,681914.980,247486.014,AU3509,2681915.875,1247485.855
20522,AUE0620,52,4,681912.089,247483.263,AU3509,2681912.984,1247483.104
20522,AUN0618,52,4,681904.730,247476.159,AU3509,2681905.625,1247476.000
20522,AUD0619,51,4,681899.136,247470.799,AU3509,2681900.031,1247470.640
20522,AUL0618,53,4,681897.796,247483.391,AU3509,2681898.691,1247483.232
20522,AUC0620,52,4,681905.175,247490.475,AU3509,2681906.070,1247490.316
20551,HGC0528,51,4,680450.476,250489.691,HG3114,2680451.406,1250489.549
20551,HGI0528,51,4,680479.314,250471.181,HG3114,2680480.243,1250471.039
20552,AUA0623,52,4,681914.980,247486.014,AU3509,2681915.875,1247485.855
20552,AUE0620,52,4,681912.089,247483.263,AU3509,2681912.984,1247483.104
20552,AUN0618,52,4,681904.730,247476.159,AU3509,2681905.625,1247476.000
20552,AUD0619,51,4,681899.136,247470.799,AU3509,2681900.031,1247470.640
20552,AUL0618,53,4,681897.796,247483.391,AU3509,2681898.691,1247483.232
20552,AUC0620,52,4,681905.175,247490.475,AU3509,2681906.070,1247490.316
20556,SED0737,52,4,683702.931,252641.919,SE2600,2683703.863,1252641.760
20556,SEB2745,52,4,683713.370,252657.530,SE2600,2683714.302,1252657.371
20556,SEA2745,52,4,683739.118,252695.351,SE2600,2683740.051,1252695.192
20563,SEI6039,52,4,684041.011,252090.327,SE2600,2684041.936,1252090.168
20563,SEG6039,51,4,684050.945,252026.791,SE2600,2684051.870,1252026.632
20563,SEH6039,52,4,683945.862,252028.905,SE2600,2683946.787,1252028.747
20582,RIH1325,51,4,685256.490,245174.632,RI2464,2685257.378,1245174.443
20582,RIE1335,51,4,685287.718,245214.641,RI2464,2685288.606,1245214.451
20582,RIH1325,51,4,685256.490,245174.632,RI2464,2685257.378,1245174.443
20630,ARO3481,53,4,678891.491,247318.673,AR2616,2678892.379,1247318.542
20646,SEH1062,51,4,682672.283,253479.364,SE2600,2682673.224,1253479.213
20646,SEK0005,52,4,682821.997,253533.322,SE2600,2682822.939,1253533.169
20653,HOF0307,51,4,685003.792,246975.098,HO2302,2685004.694,1246974.917
20655,WPA3244,53,4,681888.700,249566.787,WP2225,2681889.614,1249566.638
20655,WPA3459,53,4,681698.407,249632.996,WP2225,2681699.323,1249632.848
20655,WPB3459,53,4,681710.423,249629.606,WP2225,2681711.339,1249629.458
20655,WPC0064,53,4,681720.612,249620.801,WP2225,2681721.527,1249620.653
20655,WPC3459,53,4,681716.745,249628.527,WP2225,2681717.661,1249628.379
20655,WPD0064,53,4,681713.183,249622.836,WP2225,2681714.098,1249622.688
20655,WPD0608,53,4,681809.187,249597.563,WP2225,2681810.102,1249597.414
20655,WPD3459,53,4,681727.280,249628.294,WP2225,2681728.195,1249628.146
20655,WPE0064,53,4,681703.841,249625.794,WP2225,2681704.757,1249625.646
20655,WPE0608,53,4,681736.700,249617.538,WP2225,2681737.615,1249617.390
20655,WPE1297,53,4,681587.143,249677.206,WP2225,2681588.059,1249677.059
20655,WPE3459,53,4,681740.022,249621.391,WP2225,2681740.937,1249621.243
20655,WPF0064,53,4,681680.705,249633.847,WP2225,2681681.621,1249633.699
20655,WPF3458,53,4,681587.337,249677.720,WP2225,2681588.253,1249677.573
20655,WPF3459,53,4,681770.868,249612.654,WP2225,2681771.783,1249612.505
20655,WPG0064,53,4,681648.276,249645.579,WP2225,2681649.192,1249645.431
20655,WPG0609,53,4,681859.326,249583.762,WP2225,2681860.241,1249583.613
20655,WPG3458,53,4,681608.978,249665.389,WP2225,2681609.894,1249665.242
20655,WPG3459,53,4,681771.141,249613.628,WP2225,2681772.056,1249613.479
20655,WPH0497,53,4,681887.257,249567.027,WP2225,2681888.171,1249566.878
20655,WPH3458,53,4,681625.235,249657.572,WP2225,2681626.151,1249657.425
20655,WPH3459,53,4,681778.517,249611.539,WP2225,2681779.432,1249611.390
20655,WPI0064,53,4,681599.728,249662.793,WP2225,2681600.644,1249662.646
20655,WPI0497,53,4,681875.483,249570.690,WP2225,2681876.397,1249570.541
20655,WPI0504,53,4,681856.161,249579.177,WP2225,2681857.076,1249579.028
20655,WPI0676,53,4,681732.730,249618.192,WP2225,2681733.645,1249618.044
20655,WPI3169,53,4,681891.239,249571.083,WP2225,2681892.153,1249570.934
20655,WPI3458,53,4,681646.102,249651.606,WP2225,2681647.018,1249651.458
20655,WPI3459,53,4,681778.243,249610.570,WP2225,2681779.158,1249610.421
20655,WPK0497,53,4,681862.107,249576.011,WP2225,2681863.022,1249575.862
20655,WPK3458,53,4,681666.632,249643.958,WP2225,2681667.548,1249643.810
20655,WPK3459,53,4,681791.728,249607.298,WP2225,2681792.643,1249607.149
20655,WPL3459,53,4,681791.956,249608.271,WP2225,2681792.871,1249608.122
20655,WPM3459,53,4,681799.584,249606.412,WP2225,2681800.499,1249606.263
20655,WPN3459,53,4,681799.344,249605.443,WP2225,2681800.259,1249605.294
20655,WPO3459,53,4,681829.122,249600.215,WP2225,2681830.037,1249600.066
20655,WPP3459,53,4,681848.905,249594.146,WP2225,2681849.820,1249593.997
20655,WPQ3459,53,4,681866.585,249583.413,WP2225,2681867.500,1249583.264
20655,WPR3459,53,4,681874.266,249577.344,WP2225,2681875.180,1249577.195
20655,WPS3459,53,4,681880.384,249575.164,WP2225,2681881.298,1249575.015
20655,WPT3459,53,4,681886.544,249577.220,WP2225,2681887.458,1249577.071
20655,WPU3459,53,4,681895.786,249584.342,WP2225,2681896.700,1249584.193
20655,WPV3459,53,4,681897.697,249585.298,WP2225,2681898.611,1249585.149
20655,WPW3459,53,4,681899.815,249585.575,WP2225,2681900.729,1249585.426
20655,WPA0503,53,4,681895.557,249565.664,WP2225,2681896.471,1249565.514
20655,WPB0503,53,4,681897.675,249565.754,WP2225,2681898.589,1249565.604
20655,WPF0503,53,4,681915.525,249560.307,WP2225,2681916.439,1249560.157
20655,WPE0503,53,4,681914.873,249558.287,WP2225,2681915.787,1249558.137
20655,WPO0516,53,4,681928.321,249554.338,WP2225,2681929.235,1249554.188
20655,WPK0063,53,4,681581.516,249670.596,WP2225,2681582.432,1249670.449
20655,20658,53,5,681584.263,249669.540,20655,2681585.179,1249669.393
20655,20665,53,7,681883.583,249567.841,20655,2681884.497,1249567.692
20655,20671,53,7,681737.314,249625.959,20655,2681738.229,1249625.811
20655,20672,53,7,681735.530,249621.342,20655,2681736.445,1249621.194
20703,SEM3205,51,4,683962.929,252950.670,SE2600,2683963.864,1252950.508
20703,SEN3205,51,4,683996.872,252922.910,SE2600,2683997.807,1252922.748
20703,SEI3205,51,4,684035.622,252902.393,SE2600,2684036.557,1252902.231
20703,SEK3205,51,4,684056.812,252893.741,SE2600,2684057.746,1252893.579
20703,SEE0556,51,4,683985.908,252975.098,SE2600,2683986.844,1252974.936
20727,ALO0208,52,4,680225.118,248557.944,AL3431,2680226.028,1248557.800
20727,ALO0209,53,4,680265.638,248523.680,AL3431,2680266.548,1248523.536
20727,ALO0210,52,4,680249.130,248499.431,AL3431,2680250.039,1248499.287
20746,RIC2708,51,4,684483.091,245932.406,RI2464,2684483.989,1245932.233
20746,RIC2708,51,4,684483.091,245932.406,RI2464,2684483.989,1245932.233
20754,AUG1357,53,4,681889.769,248978.134,AU3509,2681890.678,1248977.982
20763,SWD6031,53,4,685010.521,251168.354,SW2326,2685011.444,1251168.190
20763,SWC6031,52,4,685005.337,251174.292,SW2326,2685006.260,1251174.128
20763,SWB6031,52,4,684982.355,251154.225,SW2326,2684983.278,1251154.062
20787,WPH1526,52,4,682089.168,249688.032,WP2225,2682090.083,1249687.882
20787,WPB1785,52,4,682096.999,249683.823,WP2225,2682097.914,1249683.673
20787,WPA1527,52,4,682079.191,249693.381,WP2225,2682080.106,1249693.231
20787,WPA0899,51,4,682077.427,249694.326,WP2225,2682078.342,1249694.176
20787,WPK0630,51,4,682085.097,249708.586,WP2225,2682086.012,1249708.436
20787,WPD0899,52,4,682086.891,249707.621,WP2225,2682087.806,1249707.471
20787,WPE0899,52,4,682096.214,249702.583,WP2225,2682097.129,1249702.433
20818,ALD1862,51,4,679618.622,248737.775,AL3431,2679619.537,1248737.633
20818,ALC1888,51,4,679593.653,248795.052,AL3431,2679594.569,1248794.910
20818,ALC1879,53,4,679592.313,248795.392,AL3431,2679593.229,1248795.250
20818,ALF1878,51,4,679638.922,248783.423,AL3431,2679639.838,1248783.281
20818,SEC3137,51,4,683503.339,253377.755,SE2600,2683504.280,1253377.595
20818,SEB3137,51,4,683531.438,253381.700,SE2600,2683532.379,1253381.540
20818,SED0982,51,4,683531.245,253326.121,SE2600,2683532.186,1253325.961
