Gelöscht,Punktnummer,AC,Kl,Y,X,Erstellt,X [LV95],Y [LV95]
21336,SEC0991,52,4,683536.354,253318.750,PVSE,2683537.295,1253318.590
21336,SEC2574,53,4,683531.975,253326.241,PVSE,2683532.916,1253326.081
21336,SEC2575,53,4,683535.143,253297.639,PVSE,2683536.083,1253297.479
21336,SEE0991,52,4,683532.894,253318.580,PVSE,2683533.835,1253318.420
21336,SEF0991,52,4,683533.884,253308.530,PVSE,2683534.825,1253308.370
21336,SEG0991,51,4,683534.873,253299.959,PVSE,2683535.813,1253299.799
21336,SEL3135,52,4,683545.368,253319.336,PVSE,2683546.309,1253319.176
21363,SEA0768,53,4,682994.178,252685.476,PVSE,2682995.110,1252685.324
21363,SEB0566,53,4,682988.418,252381.069,PVSE,2682989.347,1252380.918
21363,SEB0768,53,4,682998.567,252705.015,PVSE,2682999.500,1252704.863
21363,SEB1650,53,4,682986.627,252570.079,PVSE,2682987.558,1252569.928
21363,SEC0794,53,4,682988.695,252544.090,PVSE,2682989.626,1252543.939
21363,SEC0797,53,4,682988.765,252545.250,PVSE,2682989.696,1252545.099
21363,SED0566,53,4,682993.268,252379.470,PVSE,2682994.197,1252379.319
21363,SED0767,53,4,682991.589,252667.626,PVSE,2682992.521,1252667.474
21363,SED0794,53,4,682985.095,252544.330,PVSE,2682986.026,1252544.179
21363,SEE0767,53,4,682990.499,252648.737,PVSE,2682991.431,1252648.585
21363,SEE0774,53,4,682995.149,252662.086,PVSE,2682996.081,1252661.934
21363,SEE0794,53,4,682988.479,252601.258,PVSE,2682989.410,1252601.106
21363,SEF0511,53,4,682996.114,252453.165,PVSE,2682997.044,1252453.014
21363,SEF0565,53,4,682986.558,252385.839,PVSE,2682987.487,1252385.688
21363,SEF0794,53,4,682992.129,252601.178,PVSE,2682993.060,1252601.026
21363,SEG0794,53,4,682993.449,252636.617,PVSE,2682994.381,1252636.465
21363,SEG1642,53,4,682989.199,252620.567,PVSE,2682990.131,1252620.415
21363,SEG1643,53,4,682988.078,252594.448,PVSE,2682989.009,1252594.296
21363,SEH0565,53,4,682990.052,252437.526,PVSE,2682990.981,1252437.375
21363,SEH0764,53,4,683010.376,252728.665,PVSE,2683011.309,1252728.513
21363,SEH0794,53,4,682989.819,252637.007,PVSE,2682990.751,1252636.855
21363,SEI0033,53,4,683014.216,252729.315,PVSE,2683015.149,1252729.163
21363,SEK0033,53,4,683016.087,252728.525,PVSE,2683017.020,1252728.373
21363,SEK0764,53,4,683000.188,252698.006,PVSE,2683001.120,1252697.854
21363,SEL0033,53,4,683017.497,252726.916,PVSE,2683018.430,1252726.764
21363,SEL0764,53,4,682996.477,252698.645,PVSE,2682997.409,1252698.493
21363,SEO0764,53,4,682995.809,252671.756,PVSE,2682996.741,1252671.604
21363,SEO0794,53,4,682988.504,252530.851,PVSE,2682989.434,1252530.700
21363,SEP0764,53,4,682991.848,252672.136,PVSE,2682992.780,1252671.984
21363,SEP1019,53,4,683017.733,252770.335,PVSE,2683018.666,1252770.182
21363,SEU1019,53,4,683014.085,252753.265,PVSE,2683015.018,1252753.113
21363,SEX1019,53,4,683011.005,252742.825,PVSE,2683011.938,1252742.673
21363,SEI1019,51,4,683017.163,252780.115,PVSE,2683018.096,1252779.962
21396,HOA2774,52,4,685035.773,246898.325,HO2302,2685036.674,1246898.143
21396,HOF2279,53,4,685037.618,246876.779,HO2302,2685038.519,1246876.597
21396,HOF2773,52,4,685052.921,246859.734,HO2302,2685053.822,1246859.552
21396,HOG2279,53,4,685037.856,246876.232,HO2302,2685038.757,1246876.050
21396,HOG2773,52,4,685044.484,246879.216,HO2302,2685045.385,1246879.034
21396,HOH2279,52,4,685032.699,246874.569,HO2302,2685033.600,1246874.387
21396,HOH2771,53,4,685045.309,246879.588,HO2302,2685046.210,1246879.406
21396,HOH2773,52,4,685043.004,246878.545,HO2302,2685043.905,1246878.363
21396,HOE2279,51,4,685024.789,246871.007,HO2302,2685025.690,1246870.826
21397,HIF2765,52,4,685020.067,246429.587,HI2368,2685020.965,1246429.405
21397,HIG0737,51,4,684993.368,246392.015,HI2368,2684994.266,1246391.833
21397,HIG2765,52,4,685026.758,246417.641,HI2368,2685027.656,1246417.459
21397,HIH2765,51,4,685031.088,246409.901,HI2368,2685031.986,1246409.718
21399,WDA3130,51,4,680819.240,246636.385,WD3723,2680820.133,1246636.239
21399,WDA3179,51,4,680828.655,246696.632,WD3723,2680829.549,1246696.486
21399,WDA3181,52,4,680841.854,246659.381,WD3723,2680842.747,1246659.234
21399,WDA3182,51,4,680771.231,246687.525,WD3723,2680772.125,1246687.379
21399,WDB3122,52,4,680785.386,246725.068,WD3723,2680786.280,1246724.922
21399,WDB3123,51,4,680797.623,246704.441,WD3723,2680798.517,1246704.295
21399,WDB3124,51,4,680780.507,246693.473,WD3723,2680781.401,1246693.327
21399,WDB3179,51,4,680818.434,246712.553,WD3723,2680819.328,1246712.407
21399,WDB3180,52,4,680774.972,246702.832,WD3723,2680775.866,1246702.686
21399,WDB3181,52,4,680848.983,246666.460,WD3723,2680849.876,1246666.313
21399,WDC3121,51,4,680832.755,246727.384,WD3723,2680833.649,1246727.237
21399,WDC3122,51,4,680767.925,246714.755,WD3723,2680768.819,1246714.609
21399,WDC3126,51,4,680871.694,246690.752,WD3723,2680872.588,1246690.605
21399,WDC3129,51,4,680817.849,246637.825,WD3723,2680818.742,1246637.679
21399,WDC3179,51,4,680811.983,246682.028,WD3723,2680812.877,1246681.882
21399,WDC3180,52,4,680769.544,246712.009,WD3723,2680770.438,1246711.863
21399,WDC3181,52,4,680862.043,246680.980,WD3723,2680862.936,1246680.833
21399,WDC3183,51,4,680852.523,246669.984,WD3723,2680853.416,1246669.837
21399,WDD3123,51,4,680782.161,246690.978,WD3723,2680783.055,1246690.832
21399,WDD3127,51,4,680851.103,246668.571,WD3723,2680851.996,1246668.424
21399,WDD3179,52,4,680808.310,246687.762,WD3723,2680809.204,1246687.616
21399,WDD3180,52,4,680787.005,246722.331,WD3723,2680787.899,1246722.185
21399,WDD3181,52,4,680869.101,246688.116,WD3723,2680869.995,1246687.969
21399,WDD3183,51,4,680851.863,246670.631,WD3723,2680852.756,1246670.484
21399,WDE3179,52,4,680802.581,246696.690,WD3723,2680803.475,1246696.544
21399,WDE3180,52,4,680823.917,246718.231,WD3723,2680824.811,1246718.085
21399,WDF3178,51,4,680854.680,246707.210,WD3723,2680855.574,1246707.063
21399,WDF3179,51,4,680799.240,246701.914,WD3723,2680800.134,1246701.768
21399,WDF3180,52,4,680830.816,246725.367,WD3723,2680831.710,1246725.220
21399,WDF3183,52,4,680804.765,246623.852,WD3723,2680805.658,1246623.706
21399,WDG3178,51,4,680852.945,246705.415,WD3723,2680853.839,1246705.268
21399,WDG3179,51,4,680795.720,246669.631,WD3723,2680796.614,1246669.485
21399,WDG3180,52,4,680831.450,246623.767,WD3723,2680832.343,1246623.621
21399,WDG3181,51,4,680808.336,246725.941,WD3723,2680809.230,1246725.795
21399,WDG3183,52,4,680806.268,246621.518,WD3723,2680807.161,1246621.372
21399,WDH3179,52,4,680791.168,246676.786,WD3723,2680792.062,1246676.640
21399,WDH3180,52,4,680824.244,246631.208,WD3723,2680825.137,1246631.062
21399,WDH3181,51,4,680816.067,246716.261,WD3723,2680816.961,1246716.115
21399,WDI3179,52,4,680785.482,246685.740,WD3723,2680786.376,1246685.594
21399,WDI3181,52,4,680792.417,246713.197,WD3723,2680793.311,1246713.051
21399,WDL3182,51,4,680835.918,246653.469,WD3723,2680836.811,1246653.323
21399,WDN3178,51,4,680833.578,246686.192,WD3723,2680834.472,1246686.045
21399,WDP3178,51,4,680831.731,246684.506,WD3723,2680832.625,1246684.360
21399,WDS3178,51,4,680842.693,246717.817,WD3723,2680843.587,1246717.670
21399,WDT3177,51,4,680819.361,246675.134,WD3723,2680820.255,1246674.988
21399,WDD3111,51,4,680762.711,246567.011,WD3723,2680763.604,1246566.865
21399,WDA3190,51,4,680808.082,246596.182,WD3723,2680808.975,1246596.036
21399,WDF2978,51,4,680794.438,246619.265,WD3723,2680795.331,1246619.119
21399,WDA3125,51,4,680836.707,246618.349,WD3723,2680837.600,1246618.203
21399,WDB3183,51,4,680818.949,246599.878,WD3723,2680819.842,1246599.732
21399,WDD3130,52,4,680804.584,246620.444,WD3723,2680805.477,1246620.298
21399,WDE2978,52,4,680802.149,246624.225,WD3723,2680803.042,1246624.079
21399,WDA3128,52,4,680872.506,246649.894,WD3723,2680873.399,1246649.747
21399,WDD3125,51,4,680873.095,246692.172,WD3723,2680873.989,1246692.025
21399,WDA3180,52,4,680851.505,246706.805,WD3723,2680852.399,1246706.658
21399,WDQ3178,51,4,680845.605,246712.220,WD3723,2680846.499,1246712.073
21399,WDB3121,51,4,680834.844,246729.544,WD3723,2680835.738,1246729.397
21399,WDD3537,51,4,680802.935,246735.106,WD3723,2680803.829,1246734.960
21399,WDI3177,53,4,680818.749,246675.926,WD3723,2680819.643,1246675.780
21399,WDO3178,52,4,680830.321,246685.926,WD3723,2680831.215,1246685.780
21399,WDM3177,53,4,680812.527,246681.186,WD3723,2680813.421,1246681.040
21399,WDQ3177,53,4,680796.245,246668.792,WD3723,2680797.139,1246668.646
21399,WDK3178,53,4,680829.197,246695.790,WD3723,2680830.091,1246695.644
21399,WDG3182,51,4,680740.678,246705.136,WD3723,2680741.572,1246704.990
21399,WDS2978,52,4,680744.944,246697.891,WD3723,2680745.838,1246697.745
21399,WDI3182,52,4,680751.394,246704.973,WD3723,2680752.288,1246704.827
21399,WDR2978,52,4,680752.828,246702.554,WD3723,2680753.722,1246702.408
21399,WDD3177,51,4,680757.768,246676.645,WD3723,2680758.662,1246676.499
21399,WDE3177,51,4,680766.079,246680.682,WD3723,2680766.973,1246680.536
21400,ALA3206,52,4,678433.271,249415.596,AL3431,2678434.198,1249415.465
21400,ALB3206,51,4,678476.450,249390.248,AL3431,2678477.378,1249390.113
21400,ALB3282,52,4,678488.671,249412.748,AL3431,2678489.599,1249412.613
21400,ALD0497,52,4,678488.431,249414.058,AL3431,2678489.359,1249413.924
21400,ALE3205,53,4,678477.310,249389.738,AL3431,2678478.238,1249389.603
21400,ALA2709,51,4,678412.889,249311.177,AL3431,2678413.815,1249311.042
21400,ALG2709,52,4,678416.530,249308.580,AL3431,2678417.456,1249308.445
21400,ALK0460,51,4,678448.169,249316.288,AL3431,2678449.096,1249316.151
21400,ALO2708,52,4,678412.719,249315.607,AL3431,2678413.645,1249315.472
21400,ALC2709,51,4,678439.359,249359.647,AL3431,2678440.286,1249359.513
21400,ALD2708,51,4,678431.960,249372.947,AL3431,2678432.887,1249372.814
21400,ALD2709,51,4,678445.340,249363.697,AL3431,2678446.267,1249363.563
21400,ALE2708,51,4,678428.589,249367.587,AL3431,2678429.516,1249367.454
21400,ALE2709,51,4,678442.149,249358.267,AL3431,2678443.076,1249358.133
21400,ALE5107,52,4,678419.667,249347.631,AL3431,2678420.593,1249347.498
21400,ALF2708,52,4,678430.389,249364.527,AL3431,2678431.316,1249364.394
21400,ALF5107,52,4,678421.360,249346.870,AL3431,2678422.286,1249346.736
21400,ALG2708,51,4,678436.069,249360.007,AL3431,2678436.996,1249359.873
21400,ALH2708,52,4,678429.589,249361.077,AL3431,2678430.516,1249360.944
21400,ALI2708,51,4,678433.389,249358.147,AL3431,2678434.316,1249358.013
21400,ALK2708,52,4,678425.059,249353.867,AL3431,2678425.986,1249353.734
21400,ALL2708,51,4,678429.189,249351.407,AL3431,2678430.116,1249351.273
21400,ALM2708,51,4,678425.509,249344.357,AL3431,2678426.436,1249344.223
21400,ALA5107,52,4,678394.203,249345.135,AL3431,2678395.129,1249345.003
21400,ALK5106,52,4,678407.838,249339.022,AL3431,2678408.764,1249338.889
21402,OEB1986,53,4,683877.589,251734.217,PVOE,2683878.512,1251734.061
21402,OEC1986,51,4,683876.599,251734.366,PVOE,2683877.522,1251734.210
21402,OED1824,51,4,683884.498,251782.128,PVOE,2683885.422,1251781.972
21402,OEE1824,52,4,683907.266,251778.841,PVOE,2683908.190,1251778.684
21402,OEA1824,52,4,683898.188,251715.922,PVOE,2683899.111,1251715.766
21402,OEC1824,51,4,683872.220,251696.981,PVOE,2683873.143,1251696.825
21402,OEC2242,52,4,683855.580,251681.981,PVOE,2683856.503,1251681.825
21402,OEG1823,51,4,683857.660,251683.041,PVOE,2683858.583,1251682.885
21402,OEN1822,52,4,683906.518,251690.086,PVOE,2683907.441,1251689.930
21402,OEP1822,52,4,683897.308,251696.934,PVOE,2683898.231,1251696.778
21402,OEB1824,52,4,683897.288,251706.463,PVOE,2683898.211,1251706.307
21402,OEB2244,52,4,683895.056,251868.479,PVOE,2683895.980,1251868.322
21402,OEB0560,53,4,683943.056,251691.679,PVOE,2683943.980,1251691.523
21402,OEC0560,53,4,683939.885,251772.525,PVOE,2683940.809,1251772.368
21420,AUC1454,52,4,681612.724,248277.560,AU3509,2681613.627,1248277.406
21420,AUC1628,52,4,681605.377,248296.408,AU3509,2681606.280,1248296.255
21420,AUD0442,52,4,681616.223,248287.550,AU3509,2681617.126,1248287.396
21420,AUD1454,51,4,681609.546,248268.234,AU3509,2681610.449,1248268.080
21420,AUG0442,52,4,681617.481,248291.198,AU3509,2681618.384,1248291.044
21420,AUG1457,51,4,681614.010,248265.897,AU3509,2681614.913,1248265.743
21420,AUH0440,52,4,681611.829,248294.159,AU3509,2681612.732,1248294.005
21438,ALB3237,51,4,679008.880,249085.210,PVAL1,2679009.802,1249085.070
21438,ALD3235,51,4,679002.240,249074.921,PVAL1,2679003.162,1249074.781
21438,ALD3928,51,4,678999.799,249089.191,PVAL1,2679000.721,1249089.051
21438,ALF3235,52,4,678992.310,249063.621,PVAL1,2678993.232,1249063.481
21441,WPB0557,53,4,682127.232,249532.948,PVWP,2682128.145,1249532.797
21444,HGC0552,51,4,680741.421,250116.158,HG3114,2680742.346,1250116.015
21444,HGC4051,53,4,680755.621,250144.326,HG3114,2680756.546,1250144.183
21444,HGY0551,51,4,680754.461,250142.026,HG3114,2680755.386,1250141.883
21462,AUC0173,52,4,682254.229,248919.465,AU3509,2682255.136,1248919.310
21462,AUB0173,51,4,682244.602,248905.746,AU3509,2682245.509,1248905.591
21462,AUA0172,51,4,682245.252,248918.457,AU3509,2682246.159,1248918.302
21462,AUA2920,52,4,682239.239,248897.419,AU3509,2682240.146,1248897.264
21462,AUD0173,52,4,682252.202,248936.908,AU3509,2682253.109,1248936.753
21462,AUM0171,52,4,682244.617,248930.130,AU3509,2682245.524,1248929.975
21462,AUL0171,52,4,682237.793,248923.242,AU3509,2682238.700,1248923.087
21462,AUK0171,52,4,682229.214,248908.999,AU3509,2682230.121,1248908.844
21462,AUG0172,52,4,682229.269,248928.412,AU3509,2682230.176,1248928.257
21462,AUE0172,52,4,682220.679,248914.208,AU3509,2682221.586,1248914.053
21474,AUB1095,52,4,682306.652,248578.146,PVAU,2682307.556,1248577.989
21474,AUE1094,51,4,682310.082,248588.766,PVAU,2682310.986,1248588.609
21474,AUE1932,52,4,682289.277,248601.732,PVAU,2682290.181,1248601.575
21474,AUF1942,52,4,682284.362,248593.522,PVAU,2682285.266,1248593.365
21474,AUH2759,52,4,682282.555,248590.506,PVAU,2682283.459,1248590.349
21474,AUI2759,53,4,682283.062,248591.363,PVAU,2682283.966,1248591.206
21474,AUK1095,53,4,682271.238,248602.207,PVAU,2682272.142,1248602.050
21513,SWA1390,52,4,686047.112,251450.404,SW2326,2686048.041,1251450.235
21513,SWB1390,52,4,686057.411,251444.514,SW2326,2686058.340,1251444.344
21518,OEO0004,53,6,682531.081,252078.686,PVOE,2682532.008,1252078.538
21519,22395,52,3,682530.366,252074.921,21519,2682531.293,1252074.773
21519,22398,52,3,682513.094,251987.486,21519,2682514.021,1251987.338
21519,22400,52,3,682513.528,251979.471,21519,2682514.455,1251979.323
21519,22404,52,3,682518.175,251969.191,21519,2682519.102,1251969.043
21519,OEC2284,51,4,682565.602,252006.284,PVOE,2682566.529,1252006.136
21519,OEF0427,53,4,682518.545,252042.601,PVOE,2682519.472,1252042.453
21520,OEB2584,53,4,683339.774,252043.895,PVOE,2683340.700,1252043.742
21520,OEC2584,53,4,683346.358,252043.314,PVOE,2683347.284,1252043.161
21520,OED2584,53,4,683352.916,252042.487,PVOE,2683353.842,1252042.333
21520,OEE2583,53,4,683079.878,251985.903,PVOE,2683080.803,1251985.752
21520,OEE2584,52,4,683360.008,252041.594,PVOE,2683360.934,1252041.440
21520,OEK2584,53,4,683103.478,251999.687,PVOE,2683104.403,1251999.536
21520,OEL2583,53,4,683198.105,252045.398,PVOE,2683199.030,1252045.246
21520,OEM2583,53,4,683168.392,252036.879,PVOE,2683169.317,1252036.728
21520,OEM2584,53,4,683306.161,252046.237,PVOE,2683307.087,1252046.084
21520,OEN2583,53,4,683162.952,252034.242,PVOE,2683163.877,1252034.091
21520,OEN2584,52,4,683372.727,252040.577,PVOE,2683373.653,1252040.423
21520,OEO2583,53,4,683157.656,252031.329,PVOE,2683158.581,1252031.178
21520,OET2583,53,4,683221.809,252050.007,PVOE,2683222.734,1252049.855
21520,OEU2583,53,4,683245.954,252050.432,PVOE,2683246.880,1252050.280
21521,OEO3382,52,4,683156.221,252251.007,PVOE,2683157.149,1252250.855
21521,OEO3383,53,4,683227.883,252246.090,PVOE,2683228.811,1252245.937
21521,OEO3384,53,4,683236.411,252253.523,PVOE,2683237.339,1252253.370
21521,OEO3385,52,4,683155.438,252241.438,PVOE,2683156.366,1252241.286
21521,OEO3386,53,4,683227.225,252236.512,PVOE,2683228.153,1252236.359
21521,OEO3387,53,4,683234.659,252227.983,PVOE,2683235.587,1252227.830
21521,OEO3388,53,4,683230.009,252160.212,PVOE,2683230.936,1252160.059
21521,OEO3389,53,4,683223.644,252154.635,PVOE,2683224.571,1252154.483
21521,OEO3390,53,4,683148.951,252159.760,PVOE,2683149.878,1252159.608
21521,OEO3401,52,4,683066.379,252165.426,PVOE,2683067.305,1252165.275
21521,OEO3403,53,4,683152.225,252251.281,PVOE,2683153.153,1252251.129
21521,OEO3651,52,4,683151.463,252241.711,PVOE,2683152.391,1252241.559
21521,OEO3652,53,4,683144.960,252160.034,PVOE,2683145.887,1252159.882
21521,OEO3655,53,4,683144.405,252153.055,PVOE,2683145.331,1252152.903
21521,OEA0497,53,4,683159.906,252346.590,PVOE,2683160.835,1252346.437
21521,OEV0487,53,4,683154.357,252278.091,PVOE,2683155.285,1252277.939
21526,OED0570,51,4,682660.875,252009.419,PVOE,2682661.801,1252009.270
21530,WIF2146,53,4,686924.510,245832.156,PVWI,2686925.398,1245831.958
21530,WIM2146,53,4,686925.115,245828.984,PVWI,2686926.003,1245828.786
21530,WIB0292,53,4,686936.556,245838.147,PVWI,2686937.444,1245837.949
21530,WIK2146,51,4,686937.374,245836.878,PVWI,2686938.262,1245836.680
21530,WIL2146,53,4,686935.748,245839.416,PVWI,2686936.636,1245839.218
21530,WIF0264,53,4,686907.122,245845.964,PVWI,2686908.010,1245845.766
21530,WIH2146,53,4,686908.685,245835.224,PVWI,2686909.573,1245835.026
21530,WIG2146,53,4,686909.359,245832.113,PVWI,2686910.247,1245831.915
21530,WIC0292,53,4,686916.680,245830.656,PVWI,2686917.568,1245830.458
21530,WII0264,53,4,686929.923,245809.488,PVWI,2686930.811,1245809.290
21530,WIC0297,53,4,686867.560,245844.367,PVWI,2686868.449,1245844.169
21530,WIC0293,53,4,686882.000,245818.495,PVWI,2686882.888,1245818.297
21530,WIH0293,53,4,686882.852,245819.027,PVWI,2686883.740,1245818.829
21530,WIG0293,53,4,686884.438,245816.479,PVWI,2686885.326,1245816.281
21530,WID0293,53,4,686883.596,245815.947,PVWI,2686884.484,1245815.749
21530,WIE0293,53,4,686899.529,245790.516,PVWI,2686900.417,1245790.318
21530,WIF0293,53,4,686900.382,245791.048,PVWI,2686901.270,1245790.850
21532,ALF1871,51,4,679536.759,248587.794,PVAL2,2679537.671,1248587.653
21532,ALH1871,51,4,679554.487,248548.686,PVAL2,2679555.398,1248548.545
21532,ALK1871,53,4,679558.246,248539.556,PVAL2,2679559.157,1248539.415
21532,ALB1872,52,4,679565.045,248516.017,PVAL2,2679565.956,1248515.876
21532,ALD1872,53,4,679567.404,248503.578,PVAL2,2679568.315,1248503.437
21532,ALM1871,51,4,679561.266,248530.317,PVAL2,2679562.177,1248530.176
21532,ALG1872,51,4,679568.903,248489.698,PVAL2,2679569.813,1248489.557
21532,ALI1872,51,4,679569.453,248480.298,PVAL2,2679570.363,1248480.157
21532,ALK1869,51,4,679572.393,248485.108,PVAL2,2679573.303,1248484.967
21532,ARC6013,52,4,679567.941,248448.009,PVAL2,2679568.850,1248447.869
21533,HIN3614,51,4,685934.480,246060.202,PVHI,2685935.372,1246060.008
21533,HIC1864,51,4,685944.825,246038.746,PVHI,2685945.717,1246038.552
21533,HIC2806,51,4,685940.867,246037.910,PVHI,2685941.759,1246037.716
21533,HIB0415,51,4,685937.666,246037.225,PVHI,2685938.558,1246037.031
21533,HIB1864,51,4,685949.641,246039.764,PVHI,2685950.533,1246039.570
21533,HIE0879,51,4,685925.947,246035.029,PVHI,2685926.839,1246034.835
21533,HID2806,51,4,685953.355,246012.004,PVHI,2685954.247,1246011.810
21533,HIH0420,51,4,685946.436,246011.226,PVHI,2685947.328,1246011.032
21533,HIG0418,51,4,685948.386,246007.693,PVHI,2685949.278,1246007.499
21533,HID0418,51,4,685954.212,245982.593,PVHI,2685955.104,1245982.399
21533,HIH0418,51,4,685951.119,245992.710,PVHI,2685952.011,1245992.516
21533,HIB0579,53,4,685957.576,245976.730,PVHI,2685958.468,1245976.536
21533,HIG0579,51,4,685957.083,245977.593,PVHI,2685957.975,1245977.399
21533,HIC0417,52,4,685929.735,245945.623,PVHI,2685930.626,1245945.429
21533,HIA2785,52,4,685923.498,245948.235,PVHI,2685924.389,1245948.041
21533,HIB2785,52,4,685922.554,245949.222,PVHI,2685923.445,1245949.028
21533,HIB0417,52,4,685926.037,245949.741,PVHI,2685926.928,1245949.547
21533,HIH0878,51,4,685914.835,245947.012,PVHI,2685915.726,1245946.818
21533,HII0878,51,4,685916.028,245945.399,PVHI,2685916.919,1245945.205
21533,HIK0878,51,4,685918.133,245945.029,PVHI,2685919.024,1245944.835
21533,HIG0580,51,4,685916.012,245942.298,PVHI,2685916.903,1245942.104
21533,HIG3182,52,4,685912.275,245941.321,PVHI,2685913.166,1245941.127
21533,HIF2784,52,4,685919.548,245958.070,PVHI,2685920.439,1245957.876
21533,HIG2784,51,4,685917.266,245961.018,PVHI,2685918.158,1245960.824
21533,HIE0417,51,4,685912.723,245961.234,PVHI,2685913.615,1245961.040
21533,HIH2784,51,4,685912.977,245959.537,PVHI,2685913.868,1245959.343
21533,HIL0878,51,4,685910.547,245960.203,PVHI,2685911.439,1245960.009
21533,HID1698,51,4,685912.005,245963.914,PVHI,2685912.897,1245963.720
21533,HIC0415,51,4,685906.368,245996.778,PVHI,2685907.260,1245996.584
21533,HIF0417,51,4,685907.540,245980.453,PVHI,2685908.432,1245980.259
21533,HIE0420,51,4,685909.879,246013.619,PVHI,2685910.771,1246013.425
21533,HIF0415,51,4,685907.649,246007.327,PVHI,2685908.541,1246007.133
21533,HIG0413,51,4,685911.185,246020.978,PVHI,2685912.077,1246020.784
21533,HIF0413,51,4,685909.002,246017.637,PVHI,2685909.894,1246017.443
21533,HIH0413,51,4,685921.089,246030.609,PVHI,2685921.981,1246030.415
21533,HI1922,31,2,685934.478,246060.206,HI2368,2685935.370,1246060.012
21546,AFL3146,51,4,680338.626,253221.531,PVAF,2680339.566,1253221.404
21573,WOE1642,53,4,682337.616,243985.082,PVWO,2682338.497,1243984.920
21573,WOD1271,53,4,682335.042,243983.225,PVWO,2682335.923,1243983.063
21573,WOD1642,53,4,682339.866,243985.124,PVWO,2682340.747,1243984.962
21573,WOP1270,53,4,682341.816,243985.782,PVWO,2682342.697,1243985.620
21573,WON1270,53,4,682348.852,243987.542,PVWO,2682349.733,1243987.380
21573,WOK1643,53,4,682349.351,243987.599,PVWO,2682350.232,1243987.437
21573,WOF1646,53,4,682349.207,243988.587,PVWO,2682350.088,1243988.425
21573,WOK1270,53,4,682356.040,243988.433,PVWO,2682356.921,1243988.271
21573,WOI1643,53,4,682358.068,243988.572,PVWO,2682358.949,1243988.410
21573,WOG1646,53,4,682357.994,243989.571,PVWO,2682358.875,1243989.409
21573,WOA1647,53,4,682366.277,243990.139,PVWO,2682367.157,1243989.977
21573,WOH1643,53,4,682366.341,243989.139,PVWO,2682367.221,1243988.977
21573,WOB1647,53,4,682376.248,243990.820,PVWO,2682377.128,1243990.658
21573,WOG1643,53,4,682376.313,243989.821,PVWO,2682377.193,1243989.659
21573,WOB1625,53,4,682391.100,243990.830,PVWO,2682391.980,1243990.668
21573,WOC2441,53,4,682399.053,243991.373,PVWO,2682399.933,1243991.211
21573,WOD1625,53,4,682391.035,243991.829,PVWO,2682391.915,1243991.667
21604,FLH0957,51,4,684385.046,247643.741,PVFL,2684385.948,1247643.571
21604,FLG0853,51,4,684358.430,247629.263,PVFL,2684359.332,1247629.094
21637,AU0988,31,2,680852.195,249576.321,AU3509,2680853.113,1249576.177
21639,RIG1743,51,4,686456.867,245137.686,PVRI,2686457.751,1245137.489
21639,RIF1743,51,4,686457.917,245163.793,PVRI,2686458.801,1245163.596
21639,RID1743,53,4,686457.953,245164.793,PVRI,2686458.837,1245164.596
21645,OEG2571,52,4,683347.210,251308.096,PVOE,2683348.130,1251307.942
21645,OEH2571,52,4,683316.812,251321.804,PVOE,2683317.732,1251321.651
21651,SEB0868,51,4,683324.378,252130.665,PVSE,2683325.305,1252130.511
21651,SEC0868,52,4,683328.028,252131.885,PVSE,2683328.955,1252131.731
21651,SEH0811,51,4,683353.008,252129.138,PVSE,2683353.935,1252128.984
21651,SEM0045,51,4,683322.738,252127.244,PVSE,2683323.665,1252127.091
21654,ENC0217,53,4,682577.582,246566.921,PVEN,2682578.470,1246566.757
21654,END0626,52,4,682567.716,246567.211,PVEN,2682568.604,1246567.047
21654,END2010,53,4,682575.781,246566.265,PVEN,2682576.669,1246566.101
21654,ENF0246,53,4,682571.543,246566.735,PVEN,2682572.431,1246566.571
21654,ENF0626,52,4,682567.856,246567.203,PVEN,2682568.744,1246567.039
21654,ENG0246,53,4,682571.562,246566.805,PVEN,2682572.450,1246566.641
21654,ENH0246,53,4,682575.590,246566.292,PVEN,2682576.478,1246566.128
21659,OBA1383,51,4,683907.004,249224.088,PVOB,2683907.907,1249223.925
21659,OBC1923,51,4,683908.014,249221.262,PVOB,2683908.917,1249221.099
21659,OBD1923,51,4,683913.866,249201.453,PVOB,2683914.769,1249201.290
21659,OBE1746,51,4,683914.607,249198.553,PVOB,2683915.510,1249198.390
21659,OBB1922,51,4,683960.146,249226.389,PVOB,2683961.049,1249226.226
21659,OBE1922,52,4,683945.013,249222.525,PVOB,2683945.916,1249222.362
21659,OBC1922,52,4,683953.744,249225.159,PVOB,2683954.647,1249224.996
21659,OBD1922,51,4,683959.987,249227.017,PVOB,2683960.890,1249226.854
21670,22613,53,4,679595.813,248808.751,21670,2679596.730,1248808.609
21670,ALE2540,52,4,679595.813,248808.751,PVAL2,2679596.730,1248808.609
21670,ALB1879,53,4,679618.012,248736.405,PVAL2,2679618.927,1248736.263
21675,OBC0542,51,4,684154.364,248757.583,PVOB,2684155.265,1248757.417
21675,OBE1790,51,4,684156.457,248755.273,PVOB,2684157.358,1248755.107
21678,AUL0848,51,4,682004.659,247805.981,PVAU,2682005.557,1247805.822
21678,AUN0848,52,4,682003.814,247806.339,PVAU,2682004.712,1247806.180
21679,HGP0717,52,4,681126.153,250063.669,PVHG,2681127.075,1250063.525
