parcel,min_x,max_x,min_y,max_y,created_by,created
AA2173,2683594,2683607,1247158,1247174,PVAA3,1999-01-01
AA2175,2683589,2683603,1247155,1247172,PVAA3,1999-01-01
AA2176,2683583,2683598,1247152,1247168,PVAA3,1999-01-01
AA2178,2683566,2683583,1247160,1247185,PVAA3,1999-01-01
AA2179,2683577,2683593,1247147,1247165,PVAA3,1999-01-01
AA2182,2683561,2683589,1247124,1247153,PVAA3,1999-01-01
AA2184,2683535,2683565,1247118,1247149,PVAA3,1999-01-01
AA2188,2683572,2683594,1247117,1247137,PVAA3,1999-01-01
AA2189,2683587,2683601,1247133,1247149,PVAA3,1999-01-01
AA2190,2683593,2683606,1247137,1247152,PVAA3,1999-01-01
AA2191,2683599,2683612,1247140,1247156,PVAA3,1999-01-01
AA2192,2683604,2683616,1247143,1247158,PVAA3,1999-01-01
AA2193,2683609,2683623,1247146,1247162,PVAA3,1999-01-01
AA2194,2683616,2683628,1247150,1247165,PVAA3,1999-01-01
AA2195,2683650,2683662,1247152,1247167,PVAA3,1999-01-01
AA2196,2683645,2683658,1247148,1247164,PVAA3,1999-01-01
AA2197,2683640,2683653,1247145,1247160,PVAA3,1999-01-01
AA2198,2683635,2683648,1247142,1247158,PVAA3,1999-01-01
AA2199,2683630,2683643,1247139,1247155,PVAA3,1999-01-01
AA2200,2683625,2683638,1247136,1247152,PVAA3,1999-01-01
AA2201,2683627,2683649,1247121,1247142,PVAA3,1999-01-01
AA2202,2683620,2683632,1247133,1247148,PVAA3,1999-01-01
AA2204,2683621,2683634,1247118,1247133,PVAA3,1999-01-01
AA2205,2683616,2683630,1247114,1247130,PVAA3,1999-01-01
AA2208,2683610,2683625,1247110,1247127,PVAA3,1999-01-01
AA2209,2683597,2683612,1247115,1247134,PVAA3,1999-01-01
AA2210,2683594,2683610,1247099,1247118,PVAA3,1999-01-01
AA2213,2683578,2683594,1247086,1247103,PVAA3,1999-01-01
AA2214,2683562,2683593,1247095,1247122,PVAA3,1999-01-01
AA2215,2683541,2683569,1247082,1247105,PVAA3,1999-01-01
AA2218,2683597,2683612,1247032,1247048,PVAA3,1999-01-01
AA2220,2683604,2683616,1247023,1247033,PVAA3,1999-01-01
AA2221,2683583,2683601,1247066,1247084,PVAA3,1999-01-01
AA2222,2683589,2683609,1247070,1247090,PVAA3,1999-01-01
AA2223,2683598,2683644,1247053,1247096,PVAA3,1999-01-01
AA2226,2683624,2683661,1247067,1247114,PVAA3,1999-01-01
AA2227,2683631,2683671,1247072,1247121,PVAA3,1999-01-01
AA2228,2683640,2683675,1247078,1247125,PVAA3,1999-01-01
AA2229,2683646,2683682,1247080,1247131,PVAA3,1999-01-01
AA2230,2683654,2683691,1247085,1247134,PVAA3,1999-01-01
AA2231,2683660,2683672,1247121,1247137,PVAA3,1999-01-01
AA2232,2683663,2683701,1247090,1247143,PVAA3,1999-01-01
AA2233,2683680,2683727,1247093,1247145,PVAA3,1999-01-01
AA2234,2683708,2683720,1247128,1247153,PVAA3,1999-01-01
AA2238,2683710,2683731,1247091,1247111,PVAA3,1999-01-01
AA2246,2683609,2683624,1247011,1247025,PVAA3,1999-01-01
AA2247,2683604,2683619,1247017,1247032,PVAA3,1999-01-01
AA2250,2683457,2683462,1247351,1247357,PVAA3,1999-01-01
AA2252,2683447,2683458,1247349,1247364,PVAA3,1999-01-01
AA2253,2683437,2683450,1247347,1247362,PVAA3,1999-01-01
AA2257,2683410,2683426,1247334,1247347,PVAA3,1999-01-01
AA2267,2683458,2683477,1247327,1247346,PVAA3,1999-01-01
AA2268,2683463,2683480,1247318,1247334,PVAA3,1999-01-01
AA2269,2683445,2683468,1247312,1247333,PVAA3,1999-01-01
AA2270,2683442,2683456,1247307,1247320,PVAA3,1999-01-01
AA2279,2683479,2683494,1247302,1247316,PVAA3,1999-01-01
AA2280,2683473,2683486,1247298,1247310,PVAA3,1999-01-01
AA2281,2683464,2683479,1247292,1247307,PVAA3,1999-01-01
AA2292,2683414,2683430,1247244,1247269,PVAA3,1999-01-01
AA2298,2683463,2683476,1247273,1247288,PVAA3,1999-01-01
AA2300,2683471,2683482,1247277,1247292,PVAA3,1999-01-01
AA2301,2683477,2683489,1247282,1247296,PVAA3,1999-01-01
AA2302,2683483,2683502,1247286,1247304,PVAA3,1999-01-01
AA2303,2683490,2683504,1247284,1247294,PVAA3,1999-01-01
AA2306,2683476,2683491,1247268,1247278,PVAA3,1999-01-01
AA2310,2683492,2683516,1247220,1247255,PVAA3,1999-01-01
AA2311,2683490,2683504,1247220,1247242,PVAA3,1999-01-01
AA2314,2683468,2683475,1247225,1247242,PVAA3,1999-01-01
AA2315,2683442,2683466,1247235,1247246,PVAA3,1999-01-01
AA2318,2683458,2683467,1247226,1247236,PVAA3,1999-01-01
AA2330,2683471,2683479,1247206,1247212,PVAA3,1999-01-01
AA2331,2683459,2683514,1247147,1247197,PVAA3,1999-01-01
AA2333,2683497,2683545,1247150,1247200,PVAA3,1999-01-01
AA2334,2683451,2683478,1247141,1247159,PVAA3,1999-01-01
AA2339,2683499,2683520,1247106,1247130,PVAA3,1999-01-01
AA2342,2683470,2683487,1247083,1247100,PVAA3,1999-01-01
AA2343,2683471,2683489,1247099,1247121,PVAA3,1999-01-01
AA2344,2683464,2683477,1247101,1247112,PVAA3,1999-01-01
AA2346,2683388,2683397,1247310,1247347,PVAA3,1999-01-01
AA2349,2683461,2683481,1247055,1247074,PVAA3,1999-01-01
AA2350,2683467,2683493,1247042,1247067,PVAA3,1999-01-01
AA2352,2683490,2683505,1247078,1247094,PVAA3,1999-01-01
AA2353,2683498,2683514,1247084,1247101,PVAA3,1999-01-01
AA2354,2683507,2683524,1247089,1247109,PVAA3,1999-01-01
AA2355,2683514,2683532,1247094,1247117,PVAA3,1999-01-01
AA2356,2683523,2683538,1247083,1247099,PVAA3,1999-01-01
AA2357,2683516,2683531,1247078,1247094,PVAA3,1999-01-01
AA2358,2683507,2683524,1247072,1247089,PVAA3,1999-01-01
AA2359,2683499,2683514,1247068,1247084,PVAA3,1999-01-01
AA2360,2683488,2683508,1247060,1247079,PVAA3,1999-01-01
AA2364,2683541,2683557,1247061,1247076,PVAA3,1999-01-01
AA2369,2683522,2683558,1247024,1247050,PVAA3,1999-01-01
AA2376,2683544,2683552,1247040,1247049,PVAA3,1999-01-01
AA2377,2683545,2683567,1247046,1247064,PVAA3,1999-01-01
AA2378,2683557,2683574,1247040,1247056,PVAA3,1999-01-01
AA2379,2683578,2683591,1247024,1247037,PVAA3,1999-01-01
AA2384,2683564,2683577,1247012,1247024,PVAA3,1999-01-01
AA2389,2683551,2683561,1247003,1247014,PVAA3,1999-01-01
AA2391,2683548,2683564,1246985,1247002,PVAA3,1999-01-01
AA2392,2683555,2683568,1246990,1247005,PVAA3,1999-01-01
AA2393,2683559,2683573,1246992,1247008,PVAA3,1999-01-01
AA2394,2683563,2683579,1246995,1247012,PVAA3,1999-01-01
AA2395,2683571,2683584,1246998,1247015,PVAA3,1999-01-01
AA2398,2683602,2683615,1246994,1247007,PVAA3,1999-01-01
AA2399,2683596,2683606,1246990,1247003,PVAA3,1999-01-01
AA2401,2683571,2683583,1246978,1246992,PVAA3,1999-01-01
AA2402,2683560,2683577,1246972,1246989,PVAA3,1999-01-01
AA2403,2683533,2683564,1246952,1246983,PVAA3,1999-01-01
AA2406,2683583,2683595,1246974,1246985,PVAA3,1999-01-01
AA2409,2683600,2683619,1246983,1246999,PVAA3,1999-01-01
AA2410,2683612,2683626,1246970,1246987,PVAA3,1999-01-01
AA2411,2683603,2683618,1246967,1246983,PVAA3,1999-01-01
AA2412,2683598,2683610,1246964,1246978,PVAA3,1999-01-01
AA2413,2683595,2683606,1246961,1246975,PVAA3,1999-01-01
AA2414,2683587,2683602,1246956,1246973,PVAA3,1999-01-01
AA2415,2683581,2683595,1246951,1246968,PVAA3,1999-01-01
AA2416,2683575,2683590,1246948,1246965,PVAA3,1999-01-01
AA2417,2683551,2683584,1246927,1246959,PVAA3,1999-01-01
AA2418,2683584,2683603,1246942,1246957,PVAA3,1999-01-01
AA2419,2683597,2683613,1246948,1246965,PVAA3,1999-01-01
AA2420,2683607,2683618,1246955,1246968,PVAA3,1999-01-01
AA2421,2683612,2683623,1246958,1246970,PVAA3,1999-01-01
AA2422,2683617,2683631,1246961,1246975,PVAA3,1999-01-01
AA2437,2683498,2683530,1246997,1247030,PVAA3,1999-01-01
AA2439,2683830,2683867,1247091,1247135,PVAA3,1999-01-01
AA2444,2683913,2683939,1247018,1247045,PVAA3,1999-01-01
AA2451,2683819,2683846,1247065,1247096,PVAA3,1999-01-01
AA2455,2683941,2683947,1246837,1246843,PVAA3,1999-01-01
AA2456,2683943,2683948,1246839,1246844,PVAA3,1999-01-01
AA2457,2683945,2683950,1246840,1246846,PVAA3,1999-01-01
AA2458,2683947,2683951,1246842,1246847,PVAA3,1999-01-01
AA2459,2683948,2683952,1246843,1246848,PVAA3,1999-01-01
AA2460,2683948,2683954,1246844,1246850,PVAA3,1999-01-01
AA2461,2683950,2683956,1246845,1246851,PVAA3,1999-01-01
AA2462,2683952,2683962,1246847,1246853,PVAA3,1999-01-01
AA2463,2683935,2683941,1246844,1246848,PVAA3,1999-01-01
AA2464,2683937,2683943,1246844,1246850,PVAA3,1999-01-01
AA2465,2683939,2683945,1246845,1246851,PVAA3,1999-01-01
AA2466,2683941,2683947,1246846,1246853,PVAA3,1999-01-01
AA2467,2683943,2683948,1246848,1246854,PVAA3,1999-01-01
AA2468,2683945,2683950,1246850,1246856,PVAA3,1999-01-01
AA2469,2683947,2683952,1246852,1246858,PVAA3,1999-01-01
AA2470,2683949,2683954,1246854,1246859,PVAA3,1999-01-01
AA2471,2683950,2683956,1246855,1246862,PVAA3,1999-01-01
AA2472,2683932,2683938,1246846,1246852,PVAA3,1999-01-01
AA2473,2683934,2683940,1246848,1246853,PVAA3,1999-01-01
AA2474,2683936,2683942,1246849,1246855,PVAA3,1999-01-01
AA2475,2683938,2683946,1246851,1246858,PVAA3,1999-01-01
AA2476,2683942,2683948,1246854,1246861,PVAA3,1999-01-01
AA2479,2683951,2683955,1246860,1246865,PVAA3,1999-01-01
AA2480,2683949,2683955,1246862,1246868,PVAA3,1999-01-01
AA2482,2683928,2683933,1246852,1246857,PVAA3,1999-01-01
AA2484,2683933,2683939,1246854,1246860,PVAA3,1999-01-01
AA2485,2683936,2683942,1246856,1246863,PVAA3,1999-01-01
AA2486,2683939,2683945,1246859,1246865,PVAA3,1999-01-01
AA2487,2683941,2683948,1246861,1246867,PVAA3,1999-01-01
AA2488,2683944,2683949,1246863,1246869,PVAA3,1999-01-01
AA2489,2683948,2683953,1246865,1246870,PVAA3,1999-01-01
AA2491,2683926,2683932,1246854,1246860,PVAA3,1999-01-01
AA2493,2683930,2683936,1246858,1246864,PVAA3,1999-01-01
AA2494,2683933,2683939,1246860,1246866,PVAA3,1999-01-01
AA2497,2683941,2683949,1246867,1246872,PVAA3,1999-01-01
AA2498,2683958,2683967,1246851,1246861,PVAA3,1999-01-01
AA2499,2683956,2683963,1246856,1246869,PVAA3,1999-01-01
AA2500,2683946,2683954,1246871,1246881,PVAA3,1999-01-01
AA2501,2683927,2683932,1246845,1246850,PVAA3,1999-01-01
AA2502,2683926,2683930,1246847,1246851,PVAA3,1999-01-01
AA2503,2683924,2683928,1246849,1246853,PVAA3,1999-01-01
AA2504,2683923,2683927,1246851,1246855,PVAA3,1999-01-01
AA2505,2683921,2683925,1246853,1246857,PVAA3,1999-01-01
AA2506,2683919,2683924,1246854,1246859,PVAA3,1999-01-01
AA2507,2683918,2683922,1246856,1246861,PVAA3,1999-01-01
AA2508,2683916,2683921,1246858,1246863,PVAA3,1999-01-01
AA2509,2683915,2683919,1246860,1246864,PVAA3,1999-01-01
AA2510,2683913,2683918,1246861,1246866,PVAA3,1999-01-01
AA2512,2683910,2683914,1246865,1246869,PVAA3,1999-01-01
AA2513,2683908,2683913,1246867,1246871,PVAA3,1999-01-01
AA2520,2683897,2683901,1246879,1246884,PVAA3,1999-01-01
AA2523,2683892,2683896,1246885,1246889,PVAA3,1999-01-01
AA2524,2683895,2683901,1246886,1246892,PVAA3,1999-01-01
AA2525,2683897,2683902,1246888,1246893,PVAA3,1999-01-01
AA2528,2683901,2683908,1246892,1246899,PVAA3,1999-01-01
AA2531,2683913,2683918,1246868,1246873,PVAA3,1999-01-01
AA2532,2683912,2683917,1246870,1246875,PVAA3,1999-01-01
AA2533,2683910,2683915,1246872,1246877,PVAA3,1999-01-01
AA2534,2683908,2683911,1246873,1246876,PVAA3,1999-01-01
AA2535,2683909,2683912,1246874,1246877,PVAA3,1999-01-01
AA2536,2683910,2683913,1246875,1246878,PVAA3,1999-01-01
AA2537,2683911,2683914,1246875,1246878,PVAA3,1999-01-01
AA2538,2683915,2683920,1246871,1246876,PVAA3,1999-01-01
AA2540,2683917,2683922,1246872,1246878,PVAA3,1999-01-01
AA2541,2683915,2683919,1246876,1246879,PVAA3,1999-01-01
AA2542,2683914,2683917,1246878,1246881,PVAA3,1999-01-01
AA2543,2683915,2683918,1246878,1246881,PVAA3,1999-01-01
AA2544,2683920,2683924,1246874,1246878,PVAA3,1999-01-01
AA2545,2683919,2683923,1246875,1246880,PVAA3,1999-01-01
AA2546,2683917,2683922,1246877,1246882,PVAA3,1999-01-01
AA2547,2683916,2683919,1246879,1246882,PVAA3,1999-01-01
AA2548,2683917,2683920,1246880,1246883,PVAA3,1999-01-01
AA2549,2683918,2683920,1246881,1246883,PVAA3,1999-01-01
AA2550,2683918,2683921,1246881,1246884,PVAA3,1999-01-01
AA2551,2683906,2683909,1246876,1246879,PVAA3,1999-01-01
AA2552,2683907,2683910,1246876,1246879,PVAA3,1999-01-01
AA2553,2683908,2683911,1246877,1246880,PVAA3,1999-01-01
AA2554,2683909,2683911,1246878,1246880,PVAA3,1999-01-01
AA2555,2683910,2683913,1246878,1246881,PVAA3,1999-01-01
AA2556,2683909,2683913,1246879,1246882,PVAA3,1999-01-01
AA2557,2683909,2683912,1246880,1246883,PVAA3,1999-01-01
AA2558,2683908,2683911,1246881,1246884,PVAA3,1999-01-01
AA2559,2683904,2683910,1246877,1246882,PVAA3,1999-01-01
AA2560,2683903,2683908,1246879,1246884,PVAA3,1999-01-01
AA2561,2683907,2683910,1246882,1246885,PVAA3,1999-01-01
AA2562,2683906,2683909,1246883,1246886,PVAA3,1999-01-01
AA2563,2683906,2683909,1246884,1246887,PVAA3,1999-01-01
AA2564,2683905,2683908,1246885,1246888,PVAA3,1999-01-01
AA2565,2683901,2683904,1246881,1246884,PVAA3,1999-01-01
AA2566,2683902,2683905,1246882,1246885,PVAA3,1999-01-01
AA2567,2683903,2683906,1246882,1246886,PVAA3,1999-01-01
AA2568,2683904,2683907,1246883,1246886,PVAA3,1999-01-01
AA2569,2683913,2683916,1246880,1246883,PVAA3,1999-01-01
AA2570,2683912,2683915,1246881,1246884,PVAA3,1999-01-01
AA2571,2683911,2683914,1246882,1246885,PVAA3,1999-01-01
AA2572,2683910,2683913,1246883,1246886,PVAA3,1999-01-01
AA2573,2683909,2683913,1246884,1246887,PVAA3,1999-01-01
AA2574,2683909,2683912,1246885,1246888,PVAA3,1999-01-01
AA2575,2683908,2683911,1246886,1246889,PVAA3,1999-01-01
AA2576,2683907,2683910,1246887,1246890,PVAA3,1999-01-01
AA2578,2683913,2683916,1246884,1246886,PVAA3,1999-01-01
AA2579,2683912,2683915,1246884,1246887,PVAA3,1999-01-01
AA2580,2683911,2683914,1246885,1246888,PVAA3,1999-01-01
AA2581,2683911,2683914,1246886,1246889,PVAA3,1999-01-01
AA2582,2683910,2683913,1246887,1246890,PVAA3,1999-01-01
AA2583,2683909,2683912,1246888,1246891,PVAA3,1999-01-01
AA2584,2683916,2683919,1246883,1246886,PVAA3,1999-01-01
AA2585,2683915,2683919,1246884,1246887,PVAA3,1999-01-01
AA2586,2683915,2683918,1246885,1246888,PVAA3,1999-01-01
AA2587,2683914,2683918,1246886,1246889,PVAA3,1999-01-01
AA2588,2683913,2683917,1246887,1246890,PVAA3,1999-01-01
AA2589,2683912,2683916,1246888,1246891,PVAA3,1999-01-01
AA2590,2683912,2683915,1246889,1246892,PVAA3,1999-01-01
AA2591,2683911,2683914,1246890,1246893,PVAA3,1999-01-01
AA2592,2683900,2683903,1246884,1246888,PVAA3,1999-01-01
AA2593,2683901,2683904,1246885,1246889,PVAA3,1999-01-01
AA2594,2683902,2683905,1246886,1246889,PVAA3,1999-01-01
AA2595,2683903,2683906,1246887,1246890,PVAA3,1999-01-01
AA2596,2683904,2683907,1246888,1246891,PVAA3,1999-01-01
AA2597,2683905,2683908,1246888,1246891,PVAA3,1999-01-01
AA2598,2683906,2683909,1246889,1246892,PVAA3,1999-01-01
AA2599,2683907,2683910,1246890,1246893,PVAA3,1999-01-01
AA2600,2683908,2683911,1246890,1246894,PVAA3,1999-01-01
AA2601,2683909,2683913,1246891,1246895,PVAA3,1999-01-01
AA2602,2683928,2683936,1246874,1246879,PVAA3,1999-01-01
AA2603,2683929,2683932,1246877,1246880,PVAA3,1999-01-01
AA2604,2683927,2683930,1246875,1246878,PVAA3,1999-01-01
AA2605,2683926,2683932,1246876,1246882,PVAA3,1999-01-01
AA2608,2683923,2683928,1246881,1246886,PVAA3,1999-01-01
AA2609,2683921,2683926,1246883,1246888,PVAA3,1999-01-01
AA2610,2683920,2683925,1246885,1246890,PVAA3,1999-01-01
AA2611,2683918,2683923,1246887,1246892,PVAA3,1999-01-01
AA2612,2683917,2683922,1246889,1246894,PVAA3,1999-01-01
AA2613,2683915,2683920,1246891,1246896,PVAA3,1999-01-01
AA2616,2683933,2683938,1246876,1246880,PVAA3,1999-01-01
AA2617,2683932,2683938,1246877,1246882,PVAA3,1999-01-01
AA2618,2683931,2683936,1246878,1246884,PVAA3,1999-01-01
AA2620,2683927,2683933,1246882,1246887,PVAA3,1999-01-01
AA2621,2683926,2683932,1246884,1246889,PVAA3,1999-01-01
AA2622,2683924,2683930,1246886,1246891,PVAA3,1999-01-01
AA2623,2683923,2683929,1246888,1246893,PVAA3,1999-01-01
AA2624,2683921,2683927,1246889,1246895,PVAA3,1999-01-01
AA2625,2683920,2683926,1246891,1246897,PVAA3,1999-01-01
AA2628,2683941,2683945,1246874,1246880,PVAA3,1999-01-01
AA2629,2683939,2683945,1246876,1246882,PVAA3,1999-01-01
AA2630,2683938,2683944,1246878,1246884,PVAA3,1999-01-01
AA2632,2683938,2683942,1246882,1246885,PVAA3,1999-01-01
AA2633,2683935,2683939,1246882,1246886,PVAA3,1999-01-01
AA2634,2683937,2683941,1246883,1246887,PVAA3,1999-01-01
AA2635,2683933,2683937,1246884,1246887,PVAA3,1999-01-01
AA2636,2683935,2683939,1246885,1246889,PVAA3,1999-01-01
AA2637,2683932,2683936,1246886,1246889,PVAA3,1999-01-01
AA2638,2683934,2683938,1246887,1246891,PVAA3,1999-01-01
AA2639,2683930,2683934,1246887,1246891,PVAA3,1999-01-01
AA2640,2683932,2683936,1246889,1246893,PVAA3,1999-01-01
AA2641,2683929,2683933,1246889,1246893,PVAA3,1999-01-01
AA2642,2683931,2683935,1246891,1246895,PVAA3,1999-01-01
AA2643,2683927,2683931,1246891,1246895,PVAA3,1999-01-01
AA2644,2683929,2683933,1246893,1246896,PVAA3,1999-01-01
AA2645,2683926,2683930,1246893,1246897,PVAA3,1999-01-01
AA2646,2683928,2683932,1246894,1246898,PVAA3,1999-01-01
AA2647,2683924,2683928,1246895,1246899,PVAA3,1999-01-01
AA2648,2683923,2683927,1246897,1246901,PVAA3,1999-01-01
AA2649,2683921,2683927,1246899,1246903,PVAA3,1999-01-01
AA2650,2683926,2683930,1246896,1246900,PVAA3,1999-01-01
AA2651,2683925,2683929,1246898,1246902,PVAA3,1999-01-01
AA2652,2683912,2683918,1246896,1246901,PVAA3,1999-01-01
AA2653,2683909,2683915,1246897,1246903,PVAA3,1999-01-01
AA2654,2683906,2683913,1246899,1246906,PVAA3,1999-01-01
AA2655,2683915,2683920,1246898,1246904,PVAA3,1999-01-01
AA2656,2683912,2683918,1246901,1246907,PVAA3,1999-01-01
AA2657,2683909,2683916,1246903,1246909,PVAA3,1999-01-01
AA2658,2683917,2683927,1246903,1246911,PVAA3,1999-01-01
AA2659,2683913,2683922,1246906,1246915,PVAA3,1999-01-01
AA2664,2683703,2683718,1246870,1246884,PVAA3,1999-01-01
AA2672,2683602,2683618,1246862,1246886,PVAA3,1999-01-01
AA2689,2683788,2683829,1246684,1246723,PVAA3,1999-01-01
AA2690,2683813,2683838,1246697,1246720,PVAA3,1999-01-01
AA2692,2683828,2683852,1246720,1246742,PVAA3,1999-01-01
AA2702,2683824,2683844,1246710,1246727,PVAA3,1999-01-01
AA2708,2683654,2683677,1247452,1247477,PVAA3,1999-01-01
AA2709,2683668,2683686,1247433,1247454,PVAA3,1999-01-01
AA2713,2683912,2683915,1246864,1246868,PVAA3,1999-01-01
AA2714,2683912,2683916,1246863,1246867,PVAA3,1999-01-01
AA2718,2683819,2683839,1246727,1246747,PVAA3,1999-01-01
AA2721,2683900,2683904,1246890,1246893,PVAA3,1999-01-01
AA2722,2683898,2683902,1246891,1246895,PVAA3,1999-01-01
AA2728,2683810,2683831,1246717,1246740,PVAA3,1999-01-01
AA2729,2683800,2683822,1246707,1246731,PVAA3,1999-01-01
AA2731,2683660,2683678,1247425,1247448,PVAA3,1999-01-01
AA2732,2683901,2683904,1246876,1246879,PVAA3,1999-01-01
AA2733,2683900,2683904,1246877,1246880,PVAA3,1999-01-01
AA2734,2683903,2683906,1246874,1246877,PVAA3,1999-01-01
AA2735,2683902,2683905,1246875,1246878,PVAA3,1999-01-01
AA2736,2683553,2683585,1247303,1247331,PVAA3,1999-01-01
AA2737,2683900,2683903,1246878,1246881,PVAA3,1999-01-01
AA2738,2683899,2683902,1246879,1246882,PVAA3,1999-01-01
AA2742,2683546,2683572,1247134,1247165,PVAA3,1999-01-01
AA2743,2683540,2683569,1247121,1247156,PVAA3,1999-01-01
AA2744,2683896,2683900,1246881,1246885,PVAA3,1999-01-01
AA2745,2683895,2683899,1246882,1246885,PVAA3,1999-01-01
AA2746,2683552,2683580,1247154,1247182,PVAA3,1999-01-01
AA2752,2683704,2683717,1247072,1247096,PVAA3,1999-01-01
AA2754,2683927,2683933,1246838,1246845,PVAA3,1999-01-01
AA2760,2683608,2683638,1247352,1247388,PVAA3,1999-01-01
AA2763,2683549,2683573,1247067,1247094,PVAA3,1999-01-01
AA2764,2683566,2683587,1247075,1247100,PVAA3,1999-01-01
AA2771,2683767,2683785,1246683,1246702,PVAA3,1999-01-01
AA2772,2683759,2683780,1246672,1246694,PVAA3,1999-01-01
AA2773,2683777,2683788,1246680,1246691,PVAA3,1999-01-01
AA2781,2683603,2683629,1246852,1246879,PVAA3,1999-01-01
AA2785,2683632,2683671,1247234,1247270,PVAA3,1999-01-01
AA2786,2683604,2683643,1247222,1247279,PVAA3,1999-01-01
AA2787,2683698,2683721,1247471,1247492,PVAA3,1999-01-01
AA2789,2683525,2683594,1247184,1247242,PVAA3,1999-01-01
AA2791,2683582,2683609,1247203,1247234,PVAA3,1999-01-01
AA2807,2683529,2683552,1247096,1247121,PVAA3,1999-01-01
AA2820,2683901,2683906,1246892,1246897,PVAA3,1999-01-01
AA2821,2683900,2683905,1246891,1246896,PVAA3,1999-01-01
AA2824,2683587,2683615,1247371,1247407,PVAA3,1999-01-01
AA2825,2683601,2683620,1247360,1247380,PVAA3,1999-01-01
AA2836,2683933,2683937,1246852,1246856,PVAA3,1999-01-01
AA2837,2683930,2683935,1246854,1246860,PVAA3,1999-01-01
AA2839,2683928,2683931,1246859,1246862,PVAA3,1999-01-01
AA2840,2683929,2683932,1246858,1246861,PVAA3,1999-01-01
AA2841,2683680,2683699,1247443,1247468,PVAA3,1999-01-01
AA2850,2683752,2683769,1247043,1247063,PVAA3,1999-01-01
AA2851,2683738,2683762,1247020,1247049,PVAA3,1999-01-01
AA2856,2683692,2683712,1246992,1247010,PVAA3,1999-01-01
AA2857,2683686,2683724,1247000,1247030,PVAA3,1999-01-01
AA2858,2683681,2683719,1247007,1247037,PVAA3,1999-01-01
AA2859,2683676,2683714,1247015,1247045,PVAA3,1999-01-01
AA2860,2683671,2683709,1247023,1247053,PVAA3,1999-01-01
AA2872,2683757,2683777,1247055,1247077,PVAA3,1999-01-01
AA2873,2683760,2683780,1247067,1247090,PVAA3,1999-01-01
AA2875,2683707,2683730,1246990,1247014,PVAA3,1999-01-01
AA2876,2683697,2683723,1246980,1247003,PVAA3,1999-01-01
AA2881,2683702,2683746,1247138,1247222,PVAA3,1999-01-01
AA2884,2683713,2683735,1246997,1247018,PVAA3,1999-01-01
AA2885,2683717,2683740,1247003,1247021,PVAA3,1999-01-01
AA2886,2683723,2683748,1247009,1247026,PVAA3,1999-01-01
AA2894,2683747,2683769,1247097,1247120,PVAA3,1999-01-01
AA2902,2683862,2683883,1247385,1247409,PVAA3,1999-01-01
AA2903,2683857,2683879,1247367,1247393,PVAA3,1999-01-01
AA2904,2683850,2683868,1247390,1247406,PVAA3,1999-01-01
AA2905,2683847,2683872,1247379,1247401,PVAA3,1999-01-01
AA2906,2683811,2683868,1247348,1247399,PVAA3,1999-01-01
AA2911,2683755,2683777,1247080,1247105,PVAA3,1999-01-01
AA2912,2683509,2683564,1246868,1246937,PVAA3,1999-01-01
AA2925,2683575,2683596,1247227,1247248,PVAA3,1999-01-01
