mutation,date,min_x,max_x,min_y,max_y
AR2172,1986-02-13,2679821.534,2679906.017,1247523.550,1247597.095
AR2187,1986-12-29,2679644.288,2679837.209,1246902.801,1247074.850
AR2188,1987-01-27,2679189.965,2679314.474,1247771.761,1247819.232
AR2191,1987-08-11,2679506.424,2679542.715,1246664.881,1246693.730
AR2192,1987-09-08,2679046.278,2679084.274,1247523.368,1247568.704
AR2197,1988-02-01,2679646.503,2679683.356,1248093.130,1248130.249
AR2199,1988-08-17,2678882.774,2678912.309,1247501.433,1247529.446
AR2202,1989-01-27,2678679.391,2678728.482,1247470.200,1247531.002
AR2204,1989-03-03,2679304.450,2679413.470,1247404.146,1247509.851
AR2205,1989-03-07,,,,
AR2215,1989-08-16,2679779.893,2679879.347,1247456.122,1247577.666
AR2221,1990-01-23,2679516.189,2679582.065,1246681.902,1246756.058
AR2308,1991-02-12,2679002.758,2679040.423,1247460.951,1247494.258
AR2310,1991-04-19,2678741.237,2678837.192,1247542.362,1247606.466
AR2312,1991-05-16,2678536.996,2678579.438,1247907.136,1247950.845
AR2315,1991-08-30,2679612.702,2679664.705,1248047.061,1248111.670
AR2323,1992-05-20,2679531.025,2679571.032,1246706.118,1246759.300
AR2327,1992-09-09,2677905.136,2678059.588,1247228.904,1247393.064
AR2328,1992-07-08,,,,
AR2340,1993-05-17,2678727.804,2678779.091,1247508.691,1247557.860
AR2341,1993-05-07,2679714.857,2679744.152,1248223.578,1248250.878
AR2371,1994-10-06,2679176.144,2679222.914,1247638.940,1247721.575
AR2375,1994-11-08,2679438.563,2679511.169,1247699.389,1247785.341
AR2376,1994-09-30,2678891.298,2678959.010,1247731.001,1247795.293
AR2384,1995-04-10,2679429.063,2679468.401,1246694.214,1246745.414
AR2387,1995-06-02,2679395.126,2679525.585,1247217.351,1247396.223
AR2397,1995-11-15,2679133.016,2679358.012,1247337.030,1247600.144
AR2418,1996-08-07,2679410.834,2679473.670,1247320.745,1247364.932
AR2420,1996-09-17,2679556.977,2679906.259,1247716.360,1247882.854
AR2424,1997-02-17,2679654.207,2679676.420,1246626.781,1246657.516
AR2426,1997-04-28,2678736.403,2679025.934,1247004.063,1247443.601
AR2429,1997-06-13,2679121.051,2679263.529,1247511.067,1247625.856
AR2430,1997-06-13,,,,
AR2435,1997-09-18,2678901.410,2678938.103,1247475.284,1247523.575
AR2438,1997-10-09,,,,
AR2443,1997-11-17,2678925.792,2678953.149,1247427.661,1247453.778
AR2445,1998-04-15,2679934.080,2680032.933,1247707.920,1247832.783
AR2449,1998-07-07,2678953.957,2678987.324,1247408.223,1247427.076
AR2461,1998-11-10,2679293.546,2679331.440,1246800.761,1246843.957
AR2466,1998-12-08,2678909.351,2678954.273,1247448.180,1247479.233
AR2471,1998-12-23,2679859.109,2679962.703,1247432.455,1247495.382
AR2476,1999-02-01,2678849.796,2678872.718,1247364.145,1247392.137
AR2479,1999-02-18,2678721.554,2678756.782,1247724.007,1247751.676
AR2486,1999-05-17,2678845.270,2678875.940,1247341.775,1247366.548
AR2487,1999-05-25,2678734.350,2678849.372,1247494.786,1247707.696
AR2488,1999-05-25,2678901.571,2679036.191,1247705.272,1247954.777
AR2489,1999-05-25,2679561.868,2679803.244,1247955.304,1248204.908
AR2490,1999-05-25,2679813.178,2680045.693,1247556.544,1247949.517
AR2492,1999-05-28,2679673.504,2679730.372,1246942.012,1247016.214
AR2498,1999-08-12,2679872.622,2679977.564,1247475.997,1247546.838
AR2503,2000-02-15,2678953.777,2679060.357,1247200.621,1247442.841
AR2505,2000-05-16,2679461.689,2679539.772,1246682.698,1246764.629
AR2509,2000-08-21,2678926.787,2678976.639,1247310.347,1247490.619
AR2521,2000-12-06,2679893.688,2680078.193,1248197.405,1248372.885
AR2529,2001-03-01,2679034.740,2679071.639,1247321.863,1247395.184
AR2531,2001-03-06,2679098.063,2679155.488,1247148.307,1247197.119
AR2536,2001-05-03,2677553.192,2678464.584,1245786.135,1246459.745
AR2537,2001-05-22,2678782.567,2678814.928,1247629.294,1247663.536
AR2599,2004-11-25,2678721.955,2678730.644,1247767.188,1247767.188
AR2602,2002-09-05,2679275.281,2679347.494,1246726.531,1246806.269
AR2611,2003-03-25,2678707.364,2678761.438,1247511.487,1247568.941
AR2612,2003-05-08,2679076.168,2679175.258,1247421.491,1247485.776
AR2613,2003-09-04,2677873.644,2678082.181,1247158.811,1247273.437
AR2616,2003-10-01,2678842.110,2678981.505,1247267.786,1247300.113
AR2619,2003-09-22,2679509.605,2679514.358,1246745.844,1246746.831
AR2623,2003-11-20,2679383.017,2679520.768,1247949.228,1248091.066
AR2626,2004-01-12,,,,
AR2628,2004-02-11,2678701.299,2678753.107,1247756.016,1247794.676
AR2629,2004-02-16,2678774.084,2678800.468,1247642.373,1247668.164
AU1,1922-11-24,2681312.376,2681350.365,1248389.715,1248409.816
AU3,1923-02-08,2681756.103,2682736.891,1248749.149,1248802.361
AU4,1923-02-16,2682703.752,2682766.653,1248721.298,1248780.493
AU15,1923-08-14,2682218.209,2682244.780,1248001.574,1248031.876
AU16,1923-08-17,2681050.835,2681092.802,1247994.182,1248036.703
AU17,1923-09-01,2682056.576,2682077.409,1248954.899,1248971.309
AU20,1923-10-24,2682910.717,2682956.217,1248294.237,1248339.357
AU22,1924-01-19,2681651.409,2681752.630,1247745.233,1247844.767
AU31,1924-03-25,2680844.298,2680847.591,1249773.924,1249825.420
AU40,1924-06-20,2682185.334,2682239.606,1249025.876,1249068.009
AU42,1924-06-28,2681999.160,2682036.695,1247573.760,1247606.294
AU43,1924-07-28,2680786.270,2680809.452,1249773.996,1249804.124
AU44,1924-07-10,2681373.965,2681398.157,1248353.862,1248378.744
AU45,1924-08-30,2681080.473,2681108.064,1247975.881,1248001.029
AU49,1924-09-27,2681231.989,2681308.901,1247853.849,1247958.451
AU52,1924-10-06,2681693.505,2681722.852,1247823.834,1247864.120
AU53,1924-10-14,2681115.614,2681152.391,1248475.027,1248524.108
AU54,1924-12-19,2682201.822,2682219.157,1247232.380,1247248.881
AU59,1925-04-14,2682097.390,2682136.874,1248996.455,1249039.524
AU60,1925-04-29,2682216.626,2682238.867,1247523.052,1247556.666
AU73,1925-08-15,2682204.250,2682218.164,1248799.274,1248815.751
AU91,1926-01-08,2681168.975,2681210.939,1248447.915,1248505.165
AU98,1926-01-23,2682086.248,2682175.533,1249026.006,1249121.033
AU99,1926-01-22,2681250.257,2681284.237,1248019.031,1248049.970
AU113,1926-04-20,2682083.967,2682104.722,1247969.019,1247987.656
AU115,1926-04-23,2682650.018,2682699.396,1248737.865,1248794.245
AU116,1926-04-23,2681996.365,2682019.614,1247792.935,1247817.872
AU118,1926-05-29,2680725.922,2680784.781,1249788.673,1249794.819
AU119,1926-06-03,2682237.840,2682263.453,1247931.539,1247960.934
AU120,1926-06-23,2681794.710,2681870.459,1247794.330,1247912.270
AU121,1926-06-23,2682196.556,2682214.502,1248803.357,1248824.411
AU126,1926-08-20,2681236.882,2681327.658,1247983.379,1248029.548
AU127,1926-08-18,2682050.333,2682201.789,1249288.610,1249427.847
AU139,1926-09-25,2682080.546,2682136.439,1247453.754,1247482.478
AU148,1926-12-01,2681279.017,2681308.784,1247973.139,1248000.518
AU153,1926-12-10,2681089.048,2681118.284,1248034.388,1248061.261
AU154,1926-12-15,2681362.919,2681424.370,1248269.366,1248332.005
AU158,1926-12-29,2682220.101,2682266.295,1247613.846,1247664.146
AU159,1927-02-19,2682396.651,2682539.840,1248378.305,1248531.477
AU164,1927-03-10,2681841.570,2681969.839,1248025.543,1248178.788
AU166,1927-09-30,2681746.016,2681907.892,1247995.745,1248236.916
AU174,1927-05-28,2682230.176,2682253.109,1248905.591,1248945.921
AU184,1927-08-10,,,,
AU185,1927-08-02,2681367.864,2681396.082,1248415.507,1248443.057
AU198,1927-09-30,2681677.340,2681706.633,1248223.406,1248252.769
AU200,1927-10-06,2681200.955,2681364.652,1247919.773,1248029.117
AU204,1927-10-06,2681189.350,2681255.470,1248388.311,1248462.911
AU219,1927-12-16,2682049.658,2682086.679,1248801.258,1248845.540
AU223,1928-01-19,2681546.768,2681760.299,1247703.154,1248254.476
AU224,1927-12-28,2682290.259,2682325.813,1248107.464,1248124.979
AU226,1928-01-23,2681579.290,2681615.900,1247569.728,1247712.462
AU229,1928-02-02,2681435.876,2681494.622,1248308.437,1248384.501
AU230,1928-02-03,2681942.254,2681964.982,1248958.908,1248990.787
AU231,1928-02-10,2682252.468,2682299.413,1247100.241,1247144.053
AU232,1928-04-16,2681900.271,2682160.118,1248803.037,1248992.170
AU233,1928-04-17,2682105.586,2682135.999,1248816.823,1248837.906
AU239,1928-04-11,2681344.241,2681378.308,1248224.547,1248286.927
AU240,1928-03-22,2682279.061,2682458.144,1247037.869,1247260.471
AU242,1928-03-28,2681646.046,2681687.015,1248233.653,1248268.516
AU245,1928-04-29,2680721.337,2680745.320,1248198.619,1248221.756
AU248,1928-04-10,2681983.851,2682049.516,1248967.683,1249057.927
AU250,1928-06-16,2680664.065,2680689.131,1249780.735,1249804.054
AU259,1928-06-15,2681251.079,2681338.714,1248214.458,1248296.889
AU264,1928-08-22,2681817.944,2681848.402,1247735.138,1247795.608
AU270,1928-05-10,2682009.490,2682031.333,1249159.373,1249181.584
AU275,1928-05-18,2681539.181,2681640.019,1248108.043,1248285.270
AU282,1929-08-03,2682186.532,2682213.523,1247142.371,1247170.558
AU291,1928-08-09,2681973.175,2682026.189,1247536.626,1247607.313
AU293,1928-07-02,2682096.343,2682118.402,1248747.705,1248765.645
AU306,1928-08-06,2682307.394,2682342.706,1247219.535,1247255.734
AU323,1928-08-31,2681330.890,2681394.218,1248301.115,1248372.660
AU327,1928-09-21,2681183.408,2681208.959,1248033.115,1248058.504
AU332,1928-10-12,2682104.522,2682131.623,1248757.251,1248779.163
AU336,1928-12-28,2681968.939,2682004.489,1248915.783,1248971.874
AU337,1928-12-21,2681984.507,2682021.904,1249141.040,1249168.028
AU338,1929-03-20,2681911.285,2681947.477,1247801.640,1247853.261
AU341,1929-01-07,2682512.307,2682572.436,1248805.237,1248859.686
AU344,1929-02-20,2681291.523,2681760.034,1248001.033,1248020.577
AU349,1929-02-06,2682096.761,2682107.071,1247536.700,1247547.398
AU350,1929-05-29,2681779.086,2682101.960,1247868.213,1248352.361
AU351,1929-02-26,2681793.314,2681847.665,1247549.410,1247612.167
AU355,1929-04-05,2682831.736,2682881.827,1248263.383,1248310.778
AU359,1929-04-17,2681122.331,2681187.805,1248278.247,1248337.594
AU366,1929-05-10,2680901.989,2680929.626,1248698.530,1248731.099
AU367,1929-06-05,2682336.013,2682392.364,1247149.433,1247206.359
AU370,1929-07-09,2681380.278,2681406.370,1248040.814,1248082.625
AU371,1929-07-11,2681355.882,2681386.179,1248230.350,1248278.294
AU372,1929-08-09,2681593.341,2681714.234,1247893.893,1247974.256
AU387,1929-09-10,,,,
AU391,1929-09-20,2680605.087,2680664.866,1249782.972,1249804.883
AU394,1929-09-30,2681385.375,2681426.316,1247990.797,1248012.062
AU406,1929-12-19,2681075.033,2681103.488,1248409.095,1248468.542
AU429,1929-10-05,2680991.493,2681022.919,1248095.857,1248126.093
AU448,1930-01-13,2681409.214,2681433.112,1248012.062,1248065.735
AU456,1930-03-13,2681642.390,2681740.623,1247954.531,1248019.900
AU457,1930-03-13,,,,
AU460,1930-03-26,2680546.151,2680571.063,1249785.135,1249803.608
AU479,1930-06-12,2681068.733,2681124.898,1248408.684,1248472.442
AU480,1930-05-19,2680934.004,2680975.739,1248672.044,1248707.328
AU485,1930-06-12,2680709.004,2680750.223,1248211.548,1248239.634
AU488,1930-12-30,2682265.163,2682287.034,1248199.905,1248222.995
AU490,1930-08-04,2681425.214,2681554.109,1247878.293,1248027.344
AU493,1930-07-10,2681944.462,2681983.609,1248200.231,1248248.960
AU494,1930-08-12,2680823.425,2680875.375,1248673.215,1248703.036
AU495,1930-08-05,2681395.808,2681428.177,1247929.610,1247959.516
AU497,1930-08-22,2682310.617,2682338.167,1248478.539,1248525.960
AU499,1930-08-28,2681412.310,2681470.265,1247951.390,1248050.357
AU502,1930-09-18,2680887.261,2680929.304,1248660.643,1248706.428
AU509,1931-01-19,2681977.487,2682163.859,1248697.792,1248750.478
AU516,1930-12-10,2682544.326,2682587.690,1248834.163,1248875.243
AU521,1930-12-18,2682351.185,2682373.959,1248569.837,1248593.060
AU522,1931-01-16,2682594.122,2683079.953,1248531.629,1248971.641
AU523,1931-01-03,2682386.230,2682423.038,1247560.728,1247606.636
AU524,1931-01-13,2681391.645,2681418.251,1247957.462,1247993.979
AU527,1931-03-12,2681391.770,2681609.623,1247997.282,1248119.767
AU531,1931-03-25,2681397.445,2681615.799,1248152.588,1248280.905
AU541,1931-05-05,2681068.076,2681130.853,1248362.338,1248426.474
AU542,1931-05-11,2681895.656,2681953.438,1248207.947,1248235.118
AU546,1931-06-02,2681720.300,2681766.569,1248046.694,1248081.941
AU551,1931-06-05,2682363.828,2682392.697,1248560.518,1248600.872
AU552,1931-06-22,2681020.366,2681055.052,1248630.720,1248665.820
AU556,1931-08-31,2681018.359,2681093.167,1248011.694,1248083.542
AU564,1931-10-14,2681104.249,2681128.872,1248351.535,1248374.520
AU569,1931-10-29,2681385.204,2681408.865,1248405.452,1248430.482
AU570,1931-10-30,2681295.995,2681332.744,1247962.517,1247992.808
AU571,1931-11-09,2681744.956,2681820.228,1247739.443,1247775.280
AU572,1931-11-04,2682225.395,2682291.097,1247064.417,1247088.395
AU575,1931-11-26,2681486.170,2681525.287,1248111.438,1248140.625
AU578,1931-12-14,2681000.103,2681112.952,1248021.813,1248079.240
AU581,1931-12-29,2681606.791,2681678.130,1247961.886,1248065.297
AU582,1932-01-11,2681719.806,2681820.811,1248085.943,1248147.244
AU591,1932-02-17,2681013.912,2681153.373,1248047.305,1248151.388
AU592,1932-02-01,2681117.272,2681142.474,1249808.043,1249815.648
AU595,1932-02-18,2680977.577,2681001.419,1248661.734,1248694.182
AU599,1932-02-24,2681175.967,2681206.146,1248271.515,1248306.648
AU600,1932-02-23,2681307.516,2681334.170,1248027.511,1248055.744
AU611,1932-04-08,2681671.828,2681694.803,1247858.524,1247879.278
AU612,1932-04-16,2681312.047,2681351.438,1247950.470,1248005.581
AU614,1932-05-02,2681015.828,2681041.256,1248216.227,1248239.279
AU615,1932-05-09,2682223.552,2682474.184,1247556.899,1247802.716
AU616,1932-05-24,2681452.802,2681492.360,1248048.244,1248089.323
AU618,1932-06-02,2682267.896,2682303.590,1248940.205,1248968.650
AU619,1932-06-09,2682031.094,2682072.502,1247408.793,1247435.758
AU620,1932-06-28,2681900.071,2682321.904,1247894.072,1248109.206
AU623,1932-07-07,2682926.426,2682967.202,1248458.929,1248499.623
AU637,1932-08-23,2681043.427,2681175.887,1248462.341,1248556.761
AU648,1932-09-12,2681787.948,2681856.565,1248159.654,1248186.773
AU653,1932-10-04,2681023.153,2681105.506,1248238.179,1248344.435
AU666,1932-12-12,2680952.527,2680988.177,1248582.375,1248626.916
AU679,1933-02-06,2681475.829,2681512.043,1248076.945,1248122.867
AU681,1933-02-20,2682043.987,2682252.326,1247459.929,1247531.798
AU682,1933-02-16,2682427.987,2682486.442,1247589.137,1247630.837
AU684,1933-02-21,2680934.576,2681004.390,1248564.221,1248594.650
AU686,1933-03-06,2682212.997,2682250.377,1249270.646,1249305.919
AU691,1933-03-22,2681204.128,2681250.148,1247894.243,1247939.846
AU692,1933-04-06,2680925.252,2680952.906,1248592.577,1248616.830
AU696,1933-04-21,2682207.233,2682223.874,1247422.951,1247448.624
AU702,1933-05-17,2682475.637,2682499.324,1248736.406,1248748.806
AU707,1933-05-23,2682219.590,2682265.334,1248638.708,1248668.961
AU713,1933-06-22,2681438.652,2681496.767,1248131.232,1248154.274
AU715,1933-07-07,,,,
AU719,1933-07-21,2680660.201,2680675.143,1249714.777,1249759.025
AU723,1933-08-30,2681042.239,2681086.296,1248323.696,1248348.715
AU724,1933-09-18,2680915.281,2680980.230,1248477.988,1248591.259
AU729,1933-10-26,2680642.751,2680661.614,1249719.622,1249759.718
AU734,1934-01-26,2680613.353,2680660.201,1249688.491,1249722.268
AU739,1934-02-27,2682563.422,2682623.454,1248750.843,1248798.998
AU741,1934-02-28,2682338.027,2682358.620,1247452.615,1247475.007
AU744,1934-03-13,2682220.667,2682243.332,1247426.775,1247444.810
AU748,1934-05-14,2681659.654,2681688.979,1247843.004,1247869.200
AU763,1934-07-04,2680679.791,2680706.037,1248650.960,1248684.802
AU765,1934-07-10,2680667.516,2680703.539,1248636.454,1248671.066
AU770,1934-07-07,2680908.001,2680933.209,1248540.080,1248569.370
AU775,1934-08-18,2680726.225,2680751.667,1248712.458,1248736.082
AU778,1934-09-04,2680919.653,2680968.156,1248518.743,1248548.042
AU784,1934-10-16,2682253.294,2682279.957,1248627.942,1248657.971
AU796,1935-02-06,2680954.629,2680979.808,1248511.637,1248540.927
AU799,1935-03-18,2680528.843,2681114.933,1249768.188,1249857.070
AU800,1935-03-14,2680601.377,2680654.243,1249655.275,1249748.659
AU803,1935-04-10,,,,
AU805,1935-04-18,2680718.691,2680752.572,1248226.862,1248254.075
AU806,1935-06-01,2681341.481,2681369.477,1247998.225,1248034.564
AU813,1935-07-17,2680691.417,2680776.367,1248631.370,1248666.113
AU814,1935-07-30,2681745.361,2681826.344,1248141.022,1248192.656
AU816,1935-10-23,2681216.365,2681261.123,1248450.308,1248500.908
AU817,1935-10-24,2680738.403,2680764.802,1248219.199,1248248.916
AU839,1936-01-09,2682266.844,2682296.818,1248656.427,1248682.898
AU846,1936-03-18,2681036.202,2681077.420,1248452.075,1248484.043
AU853,1936-06-11,2681268.056,2681303.799,1247899.609,1247954.414
AU860,1936-11-06,2681318.245,2681364.991,1248012.548,1248051.119
AU863,1936-12-14,2682143.059,2682214.398,1247141.785,1247204.615
AU866,1937-04-05,2682732.210,2682769.639,1248357.998,1248392.276
AU875,1937-05-12,2682275.232,2682318.201,1249119.209,1249241.162
AU884,1937-07-28,2682098.315,2682167.559,1247102.343,1247146.834
AU895,1937-10-22,2682253.755,2682278.409,1247237.643,1247266.839
AU896,1937-10-22,2682288.636,2682311.646,1247671.700,1247706.115
AU897,1937-11-06,2682165.112,2682189.373,1247076.179,1247111.197
AU898,1937-11-05,2682255.632,2682274.778,1248028.987,1248053.223
AU903,1938-01-12,2681427.656,2681446.033,1248153.454,1248175.594
AU912,1938-05-09,2682125.967,2682150.840,1248129.383,1248153.660
AU913,1938-07-11,,,,
AU914,1938-07-14,2682116.530,2682147.374,1247282.688,1247308.210
AU915,1938-08-01,2682175.470,2682223.553,1248808.395,1248855.816
AU919,1938-10-04,2682112.234,2682161.286,1247131.378,1247174.241
AU921,1938-10-21,2682159.403,2682210.995,1247245.382,1247280.932
AU928,1939-02-07,2681897.518,2681918.031,1247399.338,1247419.482
AU929,1939-02-15,2682347.747,2682388.265,1247675.283,1247716.388
AU935,1939-03-10,2682048.856,2682094.160,1247149.155,1247243.478
AU937,1939-04-11,2680760.172,2680856.821,1248572.382,1248615.972
AU946,1939-06-24,,,,
AU947,1939-06-22,2680563.886,2680621.748,1249715.787,1249762.776
AU954,1939-07-15,2680733.240,2680756.119,1248216.273,1248273.395
AU957,1939-10-16,2682277.869,2682301.319,1247435.033,1247461.585
AU970,1940-08-15,2682376.019,2682423.933,1247453.032,1247479.995
AU993,1940-12-24,2682162.141,2682174.424,1249244.742,1249258.207
AU994,1941-01-17,2682009.698,2682031.337,1247218.774,1247254.374
AU997,1941-02-13,2682388.856,2682521.053,1248880.875,1249010.143
AU1001,1941-06-21,2682342.592,2682361.129,1247442.148,1247456.372
AU1004,1941-07-01,2682173.256,2682198.218,1248094.526,1248122.869
AU1007,1941-08-23,2681888.019,2681933.353,1249465.664,1249501.038
AU1011,1941-09-20,2682203.712,2682231.399,1247596.704,1247641.047
AU1014,1941-10-03,2681135.225,2681165.342,1248509.767,1248538.395
AU1016,1941-10-10,2682149.313,2682179.373,1247119.964,1247152.007
AU1020,1942-01-05,2682408.481,2682431.565,1248126.309,1248176.502
AU1021,1941-12-18,2682128.527,2682169.137,1247192.320,1247231.105
AU1043,1942-03-10,2682101.295,2682117.600,1248046.628,1248070.410
AU1047,1942-06-10,2682202.100,2682238.782,1249080.154,1249141.617
AU1048,1942-06-13,2682240.354,2682285.544,1248642.966,1248717.093
AU1057,1942-11-18,2682350.055,2682370.666,1247966.998,1248000.931
AU1058,1942-12-01,2682270.079,2682310.986,1248576.815,1248601.575
AU1063,1942-12-24,2682207.537,2682252.285,1248230.465,1248271.935
AU1065,1943-01-26,2682281.343,2682308.930,1247190.801,1247220.741
AU1069,1943-02-12,2682344.686,2682381.805,1247446.166,1247519.376
AU1088,1943-09-01,2682264.254,2682283.804,1247434.278,1247454.972
AU1124,1944-01-21,2682161.589,2682169.181,1248151.898,1248167.626
AU1134,1944-08-08,2682255.478,2682287.377,1247452.270,1247473.086
AU1139,1944-10-16,2681389.617,2681459.849,1248320.394,1248409.647
AU1143,1945-02-05,2681982.120,2682016.741,1248170.053,1248239.578
AU1152,1945-05-30,2681878.562,2681909.681,1248244.800,1248271.769
AU1153,1945-06-15,2680764.715,2680793.930,1248666.696,1248695.816
AU1154,1945-06-25,2680856.236,2680908.068,1248099.768,1248141.698
AU1165,1945-09-26,2682412.434,2682444.267,1248658.493,1248691.833
AU1167,1945-11-01,2682042.711,2682058.247,1247829.566,1247846.467
AU1169,1945-11-02,2680965.495,2680997.694,1248057.624,1248083.924
AU1185,1946-02-20,2680913.291,2680943.595,1248647.545,1248693.723
AU1202,1946-11-20,2682107.214,2682124.096,1247987.163,1248005.535
AU1204,1946-12-27,2682321.600,2682356.165,1247991.287,1248033.207
AU1226,1947-07-22,2682288.826,2682354.032,1247111.807,1247145.461
AU1231,1947-07-24,2682232.752,2682269.642,1248811.496,1248854.149
AU1241,1947-11-18,2682219.454,2682241.827,1247442.791,1247458.999
AU1244,1947-12-18,2680698.467,2680898.447,1248084.587,1248108.939
AU1253,1948-02-20,2682894.944,2682942.564,1248278.945,1248327.016
AU1255,1948-03-22,2682213.702,2682263.111,1248821.730,1248895.393
AU1256,1948-03-30,2682681.943,2682725.227,1248322.048,1248348.417
AU1257,1948-04-13,2682282.452,2682320.782,1248215.049,1248249.437
AU1258,1948-05-20,2681291.601,2681392.251,1249504.525,1249628.012
AU1261,1948-05-15,2681788.606,2681804.698,1247603.142,1247620.445
AU1263,1948-06-08,2681975.088,2682008.180,1248188.631,1248227.032
AU1292,1948-12-18,2682018.820,2682035.884,1247838.192,1247865.417
AU1305,1949-03-08,2682307.084,2682335.585,1247639.586,1247683.595
AU1306,1949-03-30,2682290.809,2682316.623,1247521.193,1247541.664
AU1311,1949-04-22,2681870.061,2681976.471,1248245.193,1248304.054
AU1316,1949-05-11,2681340.095,2681416.322,1248365.182,1248428.092
AU1320,1949-06-13,2682427.050,2682458.497,1248538.447,1248559.331
AU1321,1949-06-16,2681124.303,2681154.259,1247967.881,1247998.202
AU1323,1949-09-09,2682370.102,2682389.787,1247735.750,1247777.784
AU1328,1949-12-15,2681848.209,2681873.669,1247487.781,1247508.613
AU1339,1952-06-03,2682316.176,2682339.107,1247721.402,1247746.528
AU1341,1950-08-21,2681699.708,2681904.928,1247384.931,1247583.718
AU1342,1950-08-22,2682336.558,2682364.975,1247369.025,1247401.778
AU1344,1950-09-14,2681961.727,2681985.898,1247475.431,1247501.975
AU1346,1950-11-08,2682102.113,2682177.441,1247221.856,1247284.747
AU1347,1950-11-13,2680822.599,2680841.586,1248119.253,1248137.454
AU1354,1950-12-15,2680392.992,2680561.110,1248705.464,1248881.211
AU1372,1951-02-16,2682318.758,2682344.986,1247439.908,1247471.332
AU1373,1951-05-10,2682377.273,2682421.652,1247748.031,1247814.779
AU1374,1951-05-25,2682066.288,2682084.234,1247843.246,1247859.331
AU1376,1951-06-01,2682871.769,2682916.169,1248403.739,1248448.233
AU1378,1951-07-09,2680567.250,2680617.531,1248507.915,1248565.718
AU1379,1951-08-16,2682543.366,2682625.088,1247527.990,1247668.631
AU1384,1951-08-17,2682715.631,2682739.641,1248315.933,1248338.586
AU1390,1951-09-24,2680547.665,2680656.836,1248282.103,1248395.496
AU1393,1951-11-30,2681634.905,2681676.409,1247828.981,1247874.434
AU1399,1952-04-08,2682271.472,2682414.542,1247547.074,1247703.530
AU1401,1952-05-19,2682054.042,2682168.538,1247708.283,1247807.614
AU1406,1952-06-05,2682044.251,2682071.594,1247463.675,1247490.120
AU1415,1952-08-12,2682483.761,2682967.627,1248206.644,1248323.600
AU1420,1952-11-19,2682204.261,2682366.962,1247954.872,1248079.598
AU1428,1953-03-17,2681162.721,2681223.782,1247956.828,1248018.148
AU1429,1953-02-21,2682083.613,2682115.872,1247296.142,1247325.390
AU1432,1953-03-11,2682607.552,2682653.115,1247948.495,1247994.695
AU1438,1953-07-29,,,,
AU1439,1953-08-10,2682710.670,2682741.674,1248404.756,1248434.073
AU1442,1953-11-04,2682227.519,2682258.515,1247921.816,1247944.789
AU1443,1953-11-27,2680964.058,2681052.560,1247775.098,1248024.814
AU1447,1953-12-16,2682173.114,2682314.565,1247906.581,1247983.578
AU1449,1954-01-08,2681644.056,2681682.340,1247869.793,1247903.019
AU1451,1954-02-02,2681321.319,2681359.657,1247795.915,1247828.868
AU1455,1954-03-13,2680379.854,2680733.663,1247815.728,1248268.531
AU1456,1954-03-02,2682434.219,2682472.299,1248674.221,1248703.597
AU1459,1954-05-17,2682284.798,2682311.566,1247556.330,1247583.173
AU1472,1954-07-15,2682170.924,2682194.283,1248232.841,1248255.539
AU1473,1954-07-19,2681172.978,2681194.051,1248041.001,1248066.614
AU1477,1954-08-16,2682288.512,2682499.385,1248728.204,1248801.158
AU1482,1954-09-15,2682560.715,2682589.603,1247958.500,1247988.815
AU1483,1954-09-18,2682110.578,2682163.147,1247847.564,1247940.051
AU1486,1954-12-10,2682235.375,2682263.864,1247431.061,1247472.084
AU1487,1954-12-20,2682398.916,2682457.386,1248117.007,1248163.474
AU1488,1955-02-04,2682031.761,2682069.187,1247197.915,1247260.841
AU1489,1955-02-17,2682056.477,2682091.462,1248746.748,1248779.938
AU1491,1955-02-28,2682731.821,2682778.550,1248423.251,1248467.657
AU1495,1955-03-17,2681785.818,2682071.085,1248911.171,1249086.021
AU1496,1955-03-24,2681441.543,2681531.009,1248382.460,1248475.906
AU1499,1955-05-26,2681202.435,2681213.853,1249430.630,1249442.111
AU1500,1955-06-27,2682278.595,2682658.615,1247016.328,1247644.861
AU1502,1955-06-24,2682019.534,2682043.340,1247512.934,1247535.308
AU1503,1955-07-27,2682163.952,2682212.404,1248139.095,1248180.957
AU1519,1955-09-08,2682130.000,2683038.597,1248360.513,1248675.788
AU1526,1955-11-14,2681609.774,2682042.354,1247571.955,1247632.214
AU1529,1956-01-06,2682040.391,2682152.845,1247745.688,1247959.360
AU1531,1956-01-19,2681934.183,2681963.177,1247785.758,1247809.896
AU1532,1956-02-29,2681268.674,2681388.692,1249071.685,1249174.144
AU1533,1956-02-24,2682262.208,2682314.419,1248524.474,1248598.710
AU1537,1956-02-25,2682588.894,2682629.284,1248629.744,1248685.704
AU1538,1956-04-06,2681739.075,2681930.881,1247404.853,1247598.599
AU1546,1956-05-07,2682547.868,2682588.710,1248009.028,1248050.444
AU1548,1956-07-16,2682134.549,2682160.250,1247428.904,1247447.416
AU1553,1956-06-16,2682104.452,2682171.191,1247396.449,1247455.036
AU1554,1956-06-18,2681581.007,2681616.847,1247703.484,1247955.318
AU1555,1956-07-07,2681586.801,2681620.988,1247706.414,1247723.144
AU1560,1956-07-31,2680745.805,2680820.783,1248680.364,1248734.086
AU1563,1956-08-20,2682706.904,2682743.460,1248515.524,1248552.067
