mutation,date,min_x,max_x,min_y,max_y
2VAR,1954-01-01,2677462.957,2678999.472,1245766.691,1247639.156
21,2005-03-09,2681782.244,2681782.244,1246759.871,1246759.871
20003,2004-12-20,2682390.142,2682409.901,1243654.927,1243674.703
20004,2005-01-03,2682553.087,2682582.983,1247118.580,1247147.031
20005,2004-12-15,2682883.622,2682917.240,1249389.978,1249424.122
20006,2005-01-31,2684794.283,2687539.914,1245042.874,1246685.605
20009,2005-01-13,2681550.000,2681639.535,1251750.080,1251840.062
20011,2005-05-19,2680023.124,2680197.857,1252400.988,1252585.043
20015,2005-03-29,2680607.728,2680607.728,1245078.110,1245078.110
20017,2005-02-08,,,,
20056,2005-02-10,2682807.776,2683263.484,1252463.672,1252563.145
20062,2005-01-25,2685302.043,2685336.178,1246689.761,1246720.106
20067,2005-01-18,2683124.053,2683190.286,1253157.553,1253218.037
20068,2005-01-19,2683449.727,2683592.083,1252618.209,1252699.253
20079,2005-06-23,,,,
20094,2005-05-03,,,,
20102,2005-02-23,2687592.400,2687683.659,1245539.118,1245560.590
20114,2005-05-10,,,,
20117,2005-03-21,2681558.306,2681626.301,1247165.758,1247279.751
20128,2005-02-02,2680554.739,2680643.566,1248488.790,1248575.229
20150,2005-06-21,,,,
20156,2005-10-06,,,,
20171,2005-03-14,2682289.132,2682328.187,1245195.737,1245224.746
20172,2005-03-14,2685843.632,2685927.307,1244965.126,1245121.759
20173,2005-03-08,2679380.458,2679448.630,1248058.399,1248131.759
20175,2005-06-10,2679790.266,2680646.694,1252832.681,1252875.328
20177,2005-03-14,2680225.109,2680276.848,1248267.105,1248313.786
20193,2007-02-08,2686338.849,2686340.184,1251272.049,1251297.854
20196,2005-05-11,2681932.414,2682363.198,1246446.707,1246965.604
20197,2005-06-06,2681931.363,2682313.162,1246427.121,1246880.830
20221,2005-03-09,2680371.292,2680610.132,1252680.839,1252765.160
20222,2005-03-23,,,,
20223,2005-03-31,,,,
20225,2005-06-14,2679503.089,2679626.257,1249136.914,1249290.476
20226,2005-06-06,2680360.283,2680442.272,1250974.209,1251094.564
20232,2005-06-20,2680086.950,2680482.158,1250754.096,1250986.966
20254,2005-09-06,,,,
20270,2005-03-15,2685577.179,2685669.490,1251683.853,1251754.820
20287,2005-06-13,2679461.665,2679651.077,1250924.360,1251029.893
20288,2005-06-16,2680917.389,2680943.756,1252182.865,1252213.564
20290,2005-07-07,2683720.318,2683744.257,1249136.084,1249171.011
20311,2006-04-25,2680576.823,2680658.204,1249536.823,1249617.218
20315,2005-06-30,2685169.189,2685590.288,1250386.799,1250488.534
20317,2005-05-25,2684525.795,2684868.319,1251966.698,1252261.177
20318,2005-05-11,2680667.103,2680921.557,1248350.980,1248579.955
20319,2005-05-09,2682057.744,2683195.378,1253620.729,1253734.998
20326,2005-06-13,2684495.657,2684504.608,1252576.308,1252576.308
20330,2005-04-05,2681668.314,2681726.825,1247308.928,1247367.080
20338,2005-05-25,2683747.358,2683784.071,1248537.674,1248815.639
20342,2005-05-04,2680821.110,2680938.004,1253087.260,1253406.941
20343,2005-06-02,2684938.151,2685017.459,1247879.543,1247923.559
20345,2005-05-25,,,,
20349,2006-02-17,2683491.883,2683588.652,1248189.732,1248274.676
20364,2005-04-20,2681275.209,2681574.180,1247686.273,1247912.467
20374,2005-06-14,,,,
20396,2005-05-04,2681888.650,2681903.210,1250113.005,1250135.359
20397,2005-05-11,2686533.689,2686816.071,1245489.753,1245626.442
20402,2005-06-10,2678752.628,2678813.754,1251796.307,1251859.086
20407,2005-05-18,,,,
20457,2005-06-15,2687134.725,2687248.603,1246408.293,1246584.181
20481,2005-06-16,2682353.060,2682384.097,1248175.345,1248207.599
20483,2005-06-29,2681329.480,2681356.587,1242073.983,1242096.326
20518,2005-06-16,2684789.080,2684832.648,1246559.309,1246607.186
20522,2005-06-23,,,,
20523,2006-08-15,2686483.865,2686552.849,1245162.919,1245162.919
20524,2005-07-01,2687485.463,2687646.233,1245936.685,1246069.622
20551,2005-07-04,2680430.058,2680460.665,1250450.840,1250491.149
20552,2005-07-05,2679628.769,2679847.609,1253184.345,1253345.117
20553,2005-08-18,2685986.457,2686015.400,1245825.981,1245853.292
20556,2005-08-22,2683716.705,2683736.100,1252652.079,1252689.388
20563,2005-10-14,2683934.779,2684046.780,1251953.110,1252090.634
20582,2006-01-11,2685226.063,2685340.839,1245135.341,1245215.318
20620,2005-08-09,2678854.294,2678923.967,1247459.981,1247526.636
20622,2005-08-12,2683365.926,2683365.926,1248448.589,1248448.589
20630,2005-08-26,2678864.322,2678895.414,1247277.636,1247345.363
20639,2005-08-26,2680509.425,2680544.302,1252324.636,1252378.524
20646,2005-09-16,2682617.304,2682858.922,1253428.666,1253558.702
20647,2005-09-20,2682737.633,2682760.698,1253446.326,1253522.004
20653,2005-09-02,2684976.982,2685012.915,1246947.649,1246973.798
20655,2005-09-29,2681570.116,2681736.445,1249554.328,1249621.194
20680,2005-10-07,2681100.377,2681137.570,1247995.125,1248032.466
20687,2005-09-19,2682642.692,2682695.961,1247152.777,1247206.350
20703,2005-10-25,2683937.625,2684103.607,1252881.004,1252987.408
20715,2005-11-29,2685818.603,2685916.266,1248597.343,1248673.536
20727,2005-10-25,2680207.117,2680263.476,1248501.665,1248526.532
20728,2005-10-04,2682912.277,2682930.720,1247503.209,1247527.048
20746,2005-10-14,2684426.648,2684486.951,1245880.251,1245932.636
20754,2005-11-23,2681798.304,2682014.914,1248801.438,1248978.396
20755,2006-01-23,2682768.109,2682768.109,1247763.258,1247763.258
20763,2005-10-14,2684958.455,2685073.929,1251105.203,1251221.435
20765,2005-10-25,2681975.490,2682000.912,1251489.280,1251529.421
20787,2006-01-18,2682077.465,2682099.494,1249680.341,1249708.914
20791,2005-10-31,2683503.630,2683541.966,1253326.744,1253399.168
20818,2005-11-03,,,,
20825,2005-11-04,2686246.417,2686411.003,1251054.365,1251228.666
20837,2005-11-15,2680410.410,2680485.639,1250335.268,1250447.312
20838,2005-11-18,2683134.230,2683165.203,1243484.684,1243515.278
20842,2005-11-17,2683046.246,2683269.282,1248085.727,1248252.604
20844,2005-12-15,2682202.866,2682257.541,1249158.991,1249175.258
20856,2005-11-28,2681242.383,2681242.383,1253099.004,1253099.004
20899,2006-01-16,2679082.000,2679101.937,1251044.907,1251106.133
20903,2005-12-21,2680342.421,2680523.096,1248235.488,1248342.331
20905,2006-03-17,2685626.126,2685665.388,1245232.080,1245413.531
20916,2006-01-03,2682040.023,2682060.774,1247541.497,1247560.827
20918,2006-03-28,2681313.304,2681960.774,1248234.179,1248919.898
20919,2006-01-12,2680325.840,2680429.964,1252813.821,1252937.518
20922,2006-01-31,2682335.419,2682466.862,1244068.092,1244252.695
20928,2006-01-24,2686558.408,2686868.671,1245482.513,1245627.671
20931,2006-01-31,2680065.332,2680132.251,1250711.707,1250756.395
20949,2006-01-16,2683107.304,2683141.553,1248739.529,1248772.440
20955,2006-01-20,2679745.685,2679893.477,1247655.133,1247787.546
20965,2006-02-06,2682380.866,2682415.674,1244416.938,1244447.499
20966,2006-01-30,,,,
20967,2006-05-02,2681689.629,2681789.746,1245983.607,1246122.632
20970,2006-02-08,2687617.134,2687705.129,1245993.835,1246095.169
20987,2006-04-06,2682196.544,2682227.546,1251832.946,1251867.942
20989,2006-02-20,2685544.361,2685722.415,1246969.791,1247135.215
20997,2006-05-05,2686618.432,2686701.973,1245657.112,1245895.985
20999,2006-02-22,2678873.871,2679251.018,1250569.887,1250977.769
21000,2006-02-23,2680805.730,2680925.125,1253245.748,1253321.861
21007,2006-08-02,2681808.331,2681931.351,1249010.139,1249124.266
21008,2006-03-02,2684033.918,2684270.346,1253742.684,1253939.673
21018,2006-04-26,2681707.965,2681881.030,1248771.781,1248991.323
21020,2006-03-08,2685166.591,2685226.658,1247309.031,1247349.307
21021,2006-03-16,2683492.182,2683537.117,1249970.343,1250015.979
21030,2006-07-10,2684304.134,2684350.634,1247841.109,1247903.913
21059,2006-03-09,2684752.205,2684811.841,1247637.479,1247732.775
21060,2006-03-29,2682932.742,2683034.909,1252872.313,1252955.525
21066,2006-04-12,2679657.613,2679699.804,1252944.332,1252979.991
21078,2006-03-21,2678709.738,2678792.190,1247893.204,1247968.821
21084,2006-08-15,,,,
21087,2006-05-16,2683506.018,2683531.693,1253292.689,1253329.852
21088,2007-04-18,2683698.513,2683838.328,1251930.711,1251949.200
21114,2006-05-03,2681592.960,2681697.153,1245833.069,1246029.180
21115,2006-04-12,2679075.911,2679215.596,1247720.925,1248030.053
21118,2007-04-26,2681825.841,2681982.981,1242674.877,1243489.533
21129,2006-04-20,2680549.562,2680592.076,1250412.610,1250451.329
21138,2006-05-04,,,,
21149,2006-04-28,2680288.757,2680388.801,1252957.391,1253076.503
21153,2006-05-03,2683014.098,2683099.725,1252882.614,1252955.525
21166,2006-05-08,2682964.447,2683027.466,1251778.070,1251834.950
21207,2007-06-19,2680883.006,2680920.855,1250015.403,1250082.998
21210,2006-07-13,2679379.868,2679436.201,1246819.066,1246871.060
21211,2006-05-22,,,,
21213,2006-05-23,2682341.356,2682377.467,1247833.987,1247868.531
21227,2006-06-06,2682257.136,2682289.337,1248069.654,1248102.351
21228,2006-06-01,2682359.178,2682410.931,1244434.590,1244499.392
21230,2006-06-01,2683048.280,2683166.298,1246660.327,1246797.194
21237,2006-06-12,2680733.663,2680776.971,1248169.305,1248213.819
21243,2006-06-19,2684415.863,2684442.310,1247220.494,1247258.121
21288,2006-07-17,2682238.331,2682433.950,1249156.191,1249285.087
21289,2007-10-16,2678784.737,2678805.371,1247551.270,1247585.776
21290,2006-06-29,2682592.050,2682616.622,1247162.026,1247190.138
21308,2007-02-15,2681933.419,2681963.046,1245556.395,1245599.978
21315,2007-09-13,2681894.228,2682639.433,1252353.394,1252673.351
21316,2006-08-09,2680002.483,2680043.624,1250970.313,1251003.634
21317,2006-09-26,,,,
21322,2006-07-17,2683431.377,2683445.683,1247364.783,1247379.311
21327,2006-07-25,2685158.371,2685336.189,1245190.353,1245190.353
21336,2006-11-20,2683528.158,2683541.633,1253296.639,1253330.586
21363,2007-04-27,2682844.083,2682996.830,1252364.247,1252713.252
21396,2006-09-01,2685015.616,2685054.864,1246849.880,1246898.556
21397,2006-08-31,,,,
21399,2006-09-08,2680659.949,2680809.817,1246555.538,1246711.050
21400,2006-08-28,2678389.285,2678490.109,1249303.965,1249438.956
21402,2007-07-24,2683597.505,2684215.263,1251609.711,1251709.433
21420,2006-09-04,2681594.993,2681629.397,1248265.275,1248297.132
21430,2006-12-01,2684212.630,2684249.289,1252689.181,1252724.729
21438,2006-12-14,2678785.265,2679009.541,1248874.986,1249106.522
21441,2006-10-18,2682119.271,2682141.030,1249525.312,1249560.983
21444,2006-12-05,2680740.301,2680740.301,1250108.033,1250118.835
21462,2006-09-29,,,,
21474,2006-10-13,,,,
21480,2006-10-23,2681244.989,2681313.814,1252110.748,1252232.741
21482,2006-10-23,,,,
21484,2006-10-16,2683891.431,2683911.997,1246289.983,1246301.353
21489,2007-04-19,2684665.167,2685228.520,1248113.697,1248342.621
21492,2007-01-11,2680340.925,2680469.288,1250032.565,1250154.217
21500,2006-10-25,2683694.767,2683724.622,1250970.825,1251006.196
21501,2006-11-02,,,,
21502,2006-11-02,2680401.804,2680478.068,1253126.776,1253187.690
21513,2006-10-30,2686033.051,2686080.850,1251423.395,1251477.335
21518,2006-11-28,2682559.518,2682559.518,1252076.649,1252076.649
21519,2006-11-29,2682514.007,2682514.021,1251968.208,1251987.340
21520,2006-12-05,2683309.934,2683357.475,1252041.441,1252041.474
21521,2007-01-19,2683067.442,2683230.662,1252156.068,1252156.068
21526,2006-11-30,,,,
21530,2007-01-04,2686867.180,2686936.839,1245765.537,1245852.880
21532,2006-11-30,2679336.518,2679541.364,1248365.004,1248662.918
21533,2006-11-28,2685784.313,2685961.189,1245881.277,1246010.610
21541,2007-01-09,2679699.865,2679716.686,1246597.644,1246623.959
21546,2006-12-01,2680335.964,2680375.481,1253149.494,1253361.406
21562,2006-12-06,2679835.334,2679884.624,1247815.174,1247855.202
21571,2006-12-20,2684373.873,2684373.873,1247968.672,1247968.672
21573,2007-01-25,2682337.958,2682406.503,1243985.253,1243990.029
21579,2007-01-09,2685614.131,2685645.222,1250696.614,1250804.991
21604,2007-01-19,2684374.674,2684374.674,1247608.451,1247608.451
21605,2007-07-24,2682148.670,2682148.670,1249583.905,1249583.905
21630,2007-06-12,2683388.267,2683395.939,1243308.379,1243314.544
21637,2007-02-01,2680703.847,2680949.228,1249389.435,1249603.729
21639,2007-01-19,2686382.346,2686497.423,1245104.254,1245179.799
21640,2007-01-25,,,,
21644,2007-02-06,2682789.433,2682845.710,1253470.303,1253514.862
21645,2007-01-31,2683313.720,2683349.579,1251299.279,1251322.871
21651,2007-02-01,2683345.241,2683345.241,1252130.595,1252130.595
21654,2007-02-01,2682567.352,2682585.261,1246554.822,1246575.644
21659,2007-02-01,,,,
21670,2007-02-27,2679585.294,2679666.487,1248711.035,1248792.744
21678,2007-02-23,,,,
21679,2007-03-06,2681113.042,2681133.791,1250101.425,1250101.425
21682,2007-03-15,2680452.275,2680531.322,1253113.306,1253189.227
21691,2007-02-23,2677881.932,2678036.674,1249075.214,1249214.014
21696,2007-03-12,2680612.632,2680904.427,1253447.870,1253545.453
21716,2007-04-11,2681500.447,2681574.794,1246310.285,1246319.943
21725,2007-04-25,2682372.428,2682372.428,1250198.439,1250198.439
21726,2007-04-02,2682238.257,2682272.394,1245950.216,1245981.871
21750,2007-04-19,2681067.356,2681196.844,1243040.969,1243155.945
21752,2007-04-13,,,,
21756,2007-09-04,2684493.612,2684522.494,1247950.379,1247977.988
21758,2007-05-21,2682846.674,2682863.700,1253695.159,1253844.431
21759,2007-04-20,2683163.802,2683333.323,1253088.805,1253244.784
21761,2007-04-19,2678980.480,2679048.307,1247477.392,1247552.738
21773,2007-05-24,2682867.357,2683097.933,1253828.631,1253915.257
21782,2007-05-10,2683966.496,2684029.625,1246820.451,1246904.401
21790,2007-05-15,2679488.592,2679497.642,1250159.075,1250159.550
21821,2007-06-26,2682816.375,2682915.744,1253373.140,1253693.891
21822,2007-09-04,2682851.812,2683148.838,1253693.865,1253867.985
21823,2007-05-24,2685074.278,2685103.935,1245833.199,1245857.469
21840,2007-06-12,2682985.461,2682991.473,1248303.947,1248304.955
21847,2007-06-01,,,,
21853,2007-06-18,2678797.509,2678850.579,1251326.921,1251398.580
21887,2007-06-26,2680962.177,2680962.177,1252409.042,1252422.182
21904,2007-10-01,2685198.847,2685263.360,1247588.101,1247654.787
21908,2007-10-16,,,,
21914,2007-07-09,2681943.194,2681968.571,1247437.715,1247457.690
21918,2007-11-27,2682547.448,2682597.876,1245105.268,1245140.846
21920,2007-09-04,2683940.666,2683940.951,1251942.064,1251944.073
21926,2007-07-26,2682273.888,2682273.888,1247991.212,1247991.212
21932,2007-07-18,2685317.500,2685361.607,1246535.990,1246566.427
21948,2007-08-31,,,,
21951,2007-07-31,,,,
21970,2007-08-14,2682699.274,2682724.531,1248508.305,1248534.267
21989,2007-09-04,2683503.175,2683520.290,1247753.387,1247775.964
22003,2007-09-11,2687238.630,2687293.266,1246017.991,1246064.218
22008,2007-09-04,2680964.951,2681028.250,1247281.003,1247327.325
22011,2007-09-06,,,,
22021,2007-10-24,,,,
22025,2007-09-04,,,,
22029,2007-10-10,,,,
22030,2007-10-16,,,,
22038,2007-12-14,,,,
22055,2007-09-26,,,,
22058,2007-10-08,2685200.502,2685340.728,1251075.626,1251153.304
22059,2007-10-15,,,,
22060,2007-09-26,,,,
22071,2007-10-16,,,,
22076,2007-11-05,,,,
22093,2007-10-15,,,,
22094,2007-10-10,,,,
22096,2007-12-12,,,,
22115,2007-10-23,,,,
22116,2007-10-18,,,,
22117,2007-11-15,,,,
22118,2007-10-18,2677922.305,2677940.657,1249190.057,1249213.537
22136,2007-12-12,,,,
22154,2007-11-15,,,,
22158,2008-01-07,,,,
22160,2007-11-09,,,,
22169,2007-11-15,2687267.056,2687386.724,1245898.768,1245996.282
22224,2007-12-21,,,,
40030,2005-05-27,,,,
AA3008,1994-09-15,2683028.224,2683075.673,1247029.736,1247093.546
AA3016,1995-07-20,2685293.782,2685293.782,1247139.721,1247139.721
AA3017,1995-09-27,2681259.094,2681320.303,1247499.564,1247690.624
AA3019,1995-10-27,2682475.242,2682536.481,1246986.370,1247031.017
AA3020,1995-10-25,2682453.000,2682497.117,1247044.693,1247066.704
AA3024,1996-01-12,2682875.011,2682937.577,1247420.914,1247485.038
AA3031,1996-10-08,2682373.144,2682580.419,1247037.848,1247239.896
AA3034,1996-10-09,2682389.493,2682490.634,1246981.075,1247059.892
AA3038,1997-10-05,2682835.193,2682859.730,1247540.944,1247572.760
AA3053,1998-12-22,2683752.155,2683889.035,1246751.224,1246800.412
AA3055,1998-11-26,,,,
AA3069,1999-03-19,2683423.036,2683487.325,1247295.808,1247324.853
AA3070,1999-03-22,2683282.159,2683317.268,1246893.092,1246940.277
AA3085,1999-08-02,2683300.000,2683313.863,1247195.235,1247207.629
AA3086,1999-08-09,2683783.627,2683822.895,1246853.115,1246918.179
AA3087,1999-09-01,,,,
AA3089,1999-09-22,2682542.744,2683118.295,1247804.219,1247828.980
AA3094,1999-12-16,2683527.736,2683811.811,1246907.983,1246949.501
AA3096,2000-01-28,2683711.753,2683815.799,1244980.846,1247423.115
AA3100,2000-05-08,2681667.324,2683069.755,1246408.532,1247344.074
AA3101,2000-05-08,2678950.658,2679055.804,1247276.843,1247426.874
AA3103,2000-06-26,,,,
AA3116,2001-02-20,2683467.901,2683480.647,1247242.254,1247264.026
AA3117,2001-05-02,2682983.585,2683025.671,1246092.284,1248032.869
AA3202,2002-01-28,2683418.097,2683706.645,1247499.325,1247542.757
AA3205,2002-02-22,2681639.747,2683279.402,1243000.590,1247291.458
AA3224,2003-10-13,2678609.531,2683184.495,1247555.629,1247597.507
AA3236,2004-09-02,2682334.506,2683758.707,1247022.815,1247101.944
AA3239,2004-11-09,,,,
AF1,1942-01-26,2681884.329,2681919.290,1251773.406,1251819.275
AF3,1942-07-22,2679680.697,2679773.495,1252804.512,1252855.794
AF4,1942-08-08,2679473.785,2679660.306,1252821.564,1252901.872
AF17,1942-11-17,2679814.775,2679845.635,1252892.334,1252941.179
AF21,1942-12-18,,,,
AF26,1943-04-01,,,,
AF45,1944-04-15,,,,
AF49,1944-05-22,2682270.072,2682299.264,1251843.425,1251878.282
AF52,1944-06-24,2682168.431,2682263.749,1251944.068,1251972.096
AF59,1944-11-02,2681880.059,2681955.976,1251718.599,1251819.275
AF60,1944-11-21,2680786.115,2680812.327,1253177.685,1253218.273
AF62,1944-12-28,2681510.085,2681684.950,1251898.353,1251985.239
AF64,1945-01-31,2682145.671,2682278.744,1251745.702,1251883.041
AF65,1945-02-13,2682215.570,2682246.123,1251871.662,1251921.809
AF68,1945-03-21,2679611.603,2679793.365,1252896.849,1252954.687
AF76,1945-06-16,,,,
AF78,1945-08-22,,,,
AF87,1946-02-05,2680089.620,2680168.115,1252735.330,1252791.625
AF91,1946-03-13,2682244.237,2682293.958,1252106.503,1252174.814
AF92,1946-03-15,2680017.518,2680109.202,1252769.126,1252845.509
AF97,1946-09-03,2681064.828,2681140.561,1252468.787,1252536.416
AF100,1946-10-03,2682128.607,2682158.239,1252061.480,1252081.211
AF107,1947-02-20,2681683.650,2681753.093,1251780.986,1251900.313
AF109,1947-03-24,2681764.032,2681833.875,1251656.185,1251881.921
AF121,1947-06-14,2680385.261,2680507.002,1252717.136,1252780.464
AF122,1947-06-06,2682005.040,2682033.690,1251726.057,1251753.495
AF123,1947-06-07,2682188.509,2682222.704,1251921.809,1251957.338
AF124,1947-06-27,2679934.300,2680110.134,1253537.235,1253698.849
AF151,1948-04-08,2681958.157,2681984.908,1251828.162,1251861.112
AF152,1948-04-23,2679990.919,2680023.796,1252879.964,1252914.920
AF156,1948-05-18,2679607.243,2679655.763,1252921.079,1252950.387
AF158,1948-05-25,2679302.597,2679379.659,1253650.979,1253692.444
AF162,1948-10-25,2681709.359,2681900.224,1251656.570,1251869.275
AF167,1949-01-20,2680515.819,2680524.690,1253146.731,1253162.809
AF170,1949-02-02,,,,
AF173,1949-04-08,2681972.196,2682003.217,1251814.212,1251849.352
AF180,1949-07-16,2681223.681,2681424.369,1251950.768,1252039.124
AF197,1950-01-30,2682169.859,2682523.032,1252067.274,1252143.078
AF203,1950-02-25,2682095.852,2682137.838,1251826.367,1251870.084
AF205,1950-02-25,2681896.356,2681930.339,1251520.306,1251555.270
AF206,1950-04-15,2681890.628,2682051.079,1251824.259,1251855.089
AF220,1950-10-06,2681088.125,2681124.705,1252092.581,1252139.345
AF221,1950-11-13,2680417.183,2680502.147,1252382.336,1252447.174
AF222,1950-12-16,2681888.459,2681988.604,1251870.129,1252129.256
AF225,1950-12-04,2680597.468,2680696.243,1253034.038,1253102.342
AF226,1950-12-27,2681019.722,2681221.031,1251928.773,1252138.045
AF228,1951-01-09,2680939.549,2680981.343,1252469.167,1252511.346
AF243,1951-05-17,2680486.399,2680515.652,1252385.771,1252406.133
AF250,1951-08-30,2682103.481,2682138.112,1251626.948,1251666.219
AF251,1951-09-11,2680730.651,2680779.664,1253147.746,1253197.754
AF252,1951-10-05,2681916.513,2681947.678,1251535.215,1251574.777
AF254,1951-10-26,2681852.241,2682015.342,1251453.633,1251520.646
AF256,1951-10-30,2681906.804,2681944.150,1251675.633,1251717.329
AF261,1952-02-08,2681711.699,2681741.075,1251671.737,1251697.896
AF262,1952-02-04,2682029.910,2682071.381,1251624.685,1251670.236
AF266,1952-03-24,2681788.979,2681927.478,1251328.570,1251675.069
AF268,1952-04-09,2681972.498,2682035.623,1252028.946,1252184.917
AF269,1952-04-09,2681234.060,2681284.847,1252189.090,1252246.725
AF274,1952-07-12,2680765.681,2680848.217,1253893.365,1254021.485
AF276,1952-07-23,2680452.445,2680581.635,1252283.501,1252350.236
AF277,1952-08-05,2679146.742,2679179.106,1253370.077,1253445.552
AF278,1952-09-19,2680528.633,2680581.780,1252391.628,1252450.642
AF279,1952-10-13,2680586.491,2680624.984,1252630.171,1252672.343
AF283,1952-12-09,2682011.285,2682136.919,1251450.896,1251577.798
AF288,1952-12-05,2680360.067,2680411.219,1252690.626,1252754.776
AF292,1953-01-22,2680901.806,2680980.883,1252434.364,1252525.255
AF293,1953-01-27,2680570.960,2680658.422,1252458.789,1252545.605
AF297,1953-02-13,2681207.502,2681317.621,1252294.865,1252346.547
AF300,1953-04-14,2682150.484,2682189.689,1251901.291,1251940.160
AF307,1953-06-04,2681277.967,2681330.832,1252181.651,1252290.035
AF309,1953-07-01,2680926.603,2680963.445,1252507.226,1252544.024
AF311,1953-08-07,2681423.723,2681489.634,1251873.188,1251946.650
AF313,1953-08-24,2680601.453,2680663.071,1252613.161,1252658.750
AF315,1953-10-13,2681942.362,2681988.820,1251709.239,1251772.784
AF316,1953-09-29,2680368.196,2680403.422,1253216.201,1253363.405
AF317,1953-10-22,2680459.678,2680491.791,1252350.471,1252381.623
AF319,1953-10-24,2681974.907,2682012.653,1251561.964,1251595.617
AF323,1953-12-23,,,,
AF333,1954-03-08,2680828.807,2680942.165,1252353.572,1252485.835
AF335,1954-05-08,,,,
AF339,1954-06-23,2681213.768,2681248.226,1252248.514,1252319.709
AF342,1954-07-02,2682120.347,2682157.510,1251840.405,1251874.154
AF347,1954-08-21,2681177.724,2681259.190,1252345.933,1252475.262
AF348,1954-07-31,2680215.528,2680252.567,1252707.062,1252753.299
AF351,1954-08-31,,,,
AF352,1954-09-23,2681986.444,2682023.717,1251529.729,1251571.603
AF353,1954-10-25,2680593.841,2680682.845,1252240.175,1252307.420
AF359,1954-12-16,2680882.362,2680941.877,1252225.169,1252311.150
AF361,1955-01-10,2681883.464,2681941.803,1251423.865,1251497.192
AF362,1955-01-27,2680159.248,2680365.592,1252619.693,1252679.911
AF363,1955-02-15,2680070.870,2680238.880,1252570.088,1252633.026
AF365,1955-03-17,2680234.846,2680323.943,1252649.193,1252730.000
AF367,1955-03-18,2682064.363,2682128.308,1251581.667,1251650.532
AF371,1955-04-06,2680803.731,2680851.028,1252406.342,1252453.053
AF383,1955-05-05,,,,
AF384,1955-05-26,2681157.472,2681261.479,1252153.248,1252228.408
AF385,1955-06-16,2680264.548,2680298.567,1252562.837,1252599.017
AF387,1955-06-23,2682037.752,2682089.704,1251731.567,1251769.533
AF388,1955-07-05,2680903.007,2680958.463,1252368.795,1252440.796
AF391,1955-08-26,2681145.446,2681863.401,1251799.742,1251863.872
AF393,1955-08-11,2682109.529,2682158.776,1251895.304,1251944.173
AF394,1955-09-29,2680635.353,2680876.246,1252065.026,1252210.992
AF400,1955-09-29,2680516.333,2680539.815,1253228.924,1253258.363
AF403,1955-10-21,2682229.576,2682263.907,1252112.844,1252145.534
AF405,1955-11-26,2679835.524,2679917.292,1252759.578,1252958.132
AF406,1955-11-25,,,,
AF409,1955-12-16,,,,
AF410,1956-01-19,2682071.802,2682105.647,1251299.294,1251330.221
AF419,1956-02-16,2680245.549,2680279.038,1252576.298,1252612.167
AF420,1956-02-17,2681335.095,2681380.622,1252202.914,1252232.667
AF425,1956-05-07,2681100.968,2681179.696,1252398.807,1252474.247
AF428,1956-06-14,2682004.757,2682092.869,1251519.025,1251640.742
AF430,1956-05-21,2681441.879,2681493.328,1252020.471,1252050.815
AF432,1956-07-18,2681804.880,2681937.217,1251472.075,1251642.957
AF433,1956-07-06,2681997.300,2682052.595,1251206.261,1251296.093
AF434,1956-08-21,2680480.191,2680587.900,1252275.739,1252303.633
AF435,1956-09-12,2681005.675,2681126.073,1252424.377,1252490.776
AF442,1956-10-04,,,,
AF443,1956-11-08,2680407.156,2680479.464,1252583.209,1252647.302
AF445,1956-11-23,,,,
AF446,1956-11-17,2681011.359,2681059.202,1252023.007,1252068.600
AF448,1957-02-16,2680862.104,2681005.410,1251816.878,1252138.628
AF449,1957-02-05,2682161.977,2682197.670,1252044.058,1252070.909
AF450,1957-01-24,2681992.662,2682099.146,1251285.547,1251336.990
AF453,1957-03-14,2682034.145,2682115.369,1251227.333,1251303.924
AF454,1957-03-14,2681691.171,2681737.835,1251683.567,1251737.296
AF455,1957-03-26,2681822.933,2681856.517,1251591.344,1251645.156
AF456,1957-03-22,2680014.961,2680077.955,1252574.772,1252609.184
AF457,1957-04-08,2680383.014,2680416.694,1253367.155,1253399.904
AF458,1957-04-11,2680251.430,2680338.846,1252571.776,1252649.193
AF459,1957-05-02,2680210.331,2680342.416,1252505.757,1252559.016
AF462,1957-06-06,2680384.577,2680421.760,1252686.160,1252750.396
AF463,1957-06-07,2680391.247,2680468.239,1252651.920,1252686.288
AF464,1957-07-29,2680145.931,2680540.599,1252422.318,1252648.990
AF467,1957-10-18,2681238.291,2681381.131,1251843.116,1251893.453
AF478,1957-09-25,2680906.282,2681086.099,1252242.471,1252413.407
AF480,1957-09-14,2681304.700,2681360.753,1252306.502,1252387.705
AF481,1957-11-13,2681202.172,2681256.219,1252201.473,1252262.018
AF484,1957-12-04,2681438.708,2681811.579,1251497.081,1251511.644
AF490,1958-02-11,2680065.555,2680150.477,1252806.623,1252837.370
AF493,1958-03-31,2682098.219,2682176.620,1251682.596,1251747.086
AF500,1958-05-29,2680102.892,2680153.627,1252562.668,1252603.257
AF506,1958-09-29,2681191.536,2681273.145,1252249.614,1252325.219
AF510,1958-11-01,2681384.485,2681502.023,1253220.073,1253302.917
AF511,1958-12-08,2680829.308,2680856.660,1252614.750,1252675.506
AF515,1959-01-10,2681701.370,2681793.551,1251930.290,1251982.024
AF519,1959-02-17,2680712.740,2680754.348,1252380.085,1252420.427
AF523,1959-03-18,2681774.902,2681848.357,1251898.815,1251962.950
