point,type,protection,x,y,created_by,created
SW1944,Stein,,2684304.140,1250343.984,EN17,1926-04-23
SW1945,Stein,,2684308.994,1250458.516,EN17,1926-04-23
SW1946,Stein,,2685335.041,1249612.120,EN17,1926-04-23
SW1947,Stein,,2684610.077,1250354.988,EN17,1926-04-23
SW1948,Stein,,2684888.672,1250043.471,EN17,1926-04-23
SW1949,Stein,,2684712.857,1250249.701,EN17,1926-04-23
SW1950,Stein,,2684455.414,1250519.206,EN17,1926-04-23
SW1951,Stein,,2684605.917,1250358.351,EN17,1926-04-23
SW1952,Stein,,2684405.975,1250548.563,EN17,1926-04-23
SW1953,Stein,,2685362.231,1249653.371,EN17,1926-04-23
SW1954,Stein,,2685070.644,1249918.155,EN17,1926-04-23
SW1955,Stein,,2684478.087,1250441.974,EN17,1926-04-23
SW1956,Stein,,2684489.935,1250484.865,EN17,1926-04-23
SW1957,Stein,,2684249.191,1250429.443,EN17,1926-04-23
SW1958,Stein,,2684447.857,1250525.844,EN17,1926-04-23
SW1959,Stein,,2684574.453,1250393.027,EN17,1926-04-23
SW1960,Stein,,2685450.497,1249759.566,EN17,1926-04-23
SW1961,Stein,,2684386.892,1250498.073,EN17,1926-04-23
SW1962,Stein,,2684770.472,1250238.999,EN17,1926-04-23
SW1963,Stein,,2684373.846,1250470.391,EN17,1926-04-23
SW1964,Stein,,2684444.358,1251131.844,EN17,1926-04-23
SW1965,Stein,,2684448.023,1250833.304,EN17,1926-04-23
SW1966,Stein,,2684539.954,1251426.763,EN17,1926-04-23
SW1967,Bolzen,,2684410.608,1250925.528,EN17,1926-04-23
SW1968,Stein,,2684443.179,1250877.988,EN17,1926-04-23
SW1969,Stein,,2685634.434,1252555.577,EN17,1926-04-23
SW1970,Stein,,2686951.677,1251368.775,EN17,1926-04-23
SW1971,Stein,,2685672.493,1252117.863,EN17,1926-04-23
SW1972,Stein,,2685449.632,1252576.003,EN17,1926-04-23
SW1973,Bolzen,,2687449.616,1251255.945,EN17,1926-04-23
SW1974,Stein,,2685661.785,1252506.699,EN17,1926-04-23
SW1975,Stein,,2686711.733,1249786.559,EN17,1926-04-23
SW1976,Stein,,2686638.122,1249738.273,EN17,1926-04-23
SW1977,Stein,,2686503.965,1249645.345,EN17,1926-04-23
SW1978,Stein,,2686478.688,1249584.259,EN17,1926-04-23
SW1979,Stein,,2686454.885,1249492.699,EN17,1926-04-23
SW1980,Stein,,2686422.204,1249374.263,EN17,1926-04-23
SW1981,Stein,,2686401.179,1249343.907,EN17,1926-04-23
SW1982,Stein,,2686342.076,1249203.490,EN17,1926-04-23
SW1983,Bolzen,,2685037.835,1252236.908,EN17,1926-04-23
SW1986,Bolzen,,2684933.412,1252152.297,EN17,1926-04-23
SW1987,Bolzen,,2684924.091,1252226.133,EN17,1926-04-23
SW1988,Stein,,2684966.658,1251736.398,EN17,1926-04-23
SW1989,Stein,,2685719.340,1251395.841,EN17,1926-04-23
SW1990,Stein,,2684818.877,1250265.829,EN17,1926-04-23
SW1991,Stein,,2685460.034,1249870.277,EN17,1926-04-23
SW1992,Stein,,2686318.946,1251540.745,EN17,1926-04-23
SW1993,Stein,,2686607.022,1250941.624,EN17,1926-04-23
SW1994,Stein,,2685287.185,1250655.431,EN17,1926-04-23
SW1995,Stein,,2686237.568,1250096.699,EN17,1926-04-23
SW1996,Stein,,2686670.495,1249764.111,EN17,1926-04-23
SW1997,Stein,,2687145.231,1250703.897,EN17,1926-04-23
SW1998,Stein,,2686283.737,1250510.895,EN17,1926-04-23
SW1999,Stein,,2685213.937,1251274.890,EN17,1926-04-23
SW2001,Stein,,2685231.192,1252001.127,EN17,1926-04-23
SW2002,Stein,,2685255.205,1252001.234,EN17,1926-04-23
SW2003,Stein,,2685319.960,1252002.335,EN17,1926-04-23
SW2004,Stein,,2685275.932,1252099.923,EN17,1926-04-23
SW2005,Bolzen,,2685250.467,1252052.207,EN17,1926-04-23
SW2006,Bolzen,,2685218.476,1252074.542,EN17,1926-04-23
SW2007,Stein,,2685173.317,1252148.717,EN17,1926-04-23
SW2008,Bolzen,,2685243.557,1252141.608,EN17,1926-04-23
SW2009,Stein,,2685253.856,1252205.393,EN17,1926-04-23
SW2010,Bolzen,,2685279.981,1252254.839,EN17,1926-04-23
SW2011,Stein,,2685223.950,1252150.367,EN17,1926-04-23
SW2012,Stein,,2685309.540,1252071.018,EN17,1926-04-23
SW2013,Bolzen,,2686172.092,1251481.832,EN22,1926-06-09
SW2014,Bolzen,,2686108.310,1251504.766,EN22,1926-06-09
SW2015,Bolzen,,2686042.806,1251527.901,EN22,1926-06-09
SW2016,Bolzen,,2686230.515,1251461.401,EN22,1926-06-09
SW2017,Bolzen,,2686313.410,1251431.952,EN22,1926-06-09
SW2018,Stein,,2684588.160,1252140.312,EN32,1926-09-10
SW246201,Stein,,2684783.321,1250992.756,EN17,1926-04-23
SW246202,Stein,,2684909.717,1250834.725,EN17,1926-04-23
SW246219,Rohr,,2685718.212,1250930.175,EN17,1926-04-23
SW246250,Stein,,2685743.669,1250365.213,EN17,1926-04-23
SW247191,Stein,,2686521.608,1251356.681,EN17,1926-04-23
SW247193,Stein,,2686581.205,1251020.803,EN17,1926-04-23
SW247212,Stein,,2686218.943,1250624.797,EN17,1926-04-23
SW247216,Rohr,,2686287.151,1250670.665,EN17,1926-04-23
UN0002,Stein,,2683349.914,1248299.507,EN36,1926-11-19
UN0003,Stein,,2683398.202,1248296.708,EN36,1926-11-19
UN0005,Stein,,2683447.598,1248342.369,EN36,1926-11-19
UN0012,Stein,,2683362.496,1248378.022,EN36,1926-11-19
UN0013,Stein,,2683433.452,1248144.745,EN36,1926-11-19
UN0014,Stein,,2683412.795,1248218.202,EN36,1926-11-19
UN0025,Stein,,2683459.265,1248207.342,EN36,1926-11-19
UN0026,Stein,,2683443.549,1248247.627,EN36,1926-11-19
UN0029,Stein,,2683467.327,1248231.645,EN36,1926-11-19
UN0033,Stein,,2683070.920,1248614.596,EN36,1926-11-19
UN0039,Stein,,2683274.197,1248516.032,EN36,1926-11-19
UN0044,Stein,,2683325.043,1248348.598,EN36,1926-11-19
UN0045,Stein,,2683300.059,1248397.865,EN36,1926-11-19
UN0046,Stein,,2683277.716,1248441.857,EN36,1926-11-19
UN0063,Stein,,2683100.011,1248755.647,EN36,1926-11-19
UN0064,Stein,,2683069.922,1248818.562,EN36,1926-11-19
UN0065,Stein,,2683031.603,1248882.494,EN36,1926-11-19
UN0067,Stein,,2682979.118,1248993.665,EN36,1926-11-19
UN0078,Stein,,2682907.362,1249135.230,EN36,1926-11-19
UN0091,Stein,,2683106.267,1249072.139,EN36,1926-11-19
UN0093,Stein,,2683029.832,1249047.915,EN36,1926-11-19
UN0094,Stein,,2683042.440,1249075.127,EN36,1926-11-19
UN0095,Stein,,2683058.231,1249071.097,EN36,1926-11-19
UN0096,Stein,,2683005.572,1249003.349,EN36,1926-11-19
UN0097,Stein,,2682994.252,1249027.431,EN36,1926-11-19
UN0103,Stein,,2683062.801,1248919.996,EN36,1926-11-19
UN0106,Stein,,2683096.732,1248870.407,EN36,1926-11-19
UN0109,Stein,,2683137.180,1248824.584,EN36,1926-11-19
UN0110,Stein,,2682943.880,1248721.004,EN36,1926-11-19
UN0112,Stein,,2683066.245,1248701.886,EN36,1926-11-19
UN0136,Stein,,2683052.235,1248801.864,EN36,1926-11-19
UN0141,Stein,,2683009.518,1248822.659,EN36,1926-11-19
UN0142,Stein,,2682830.475,1248975.177,EN36,1926-11-19
UN0143,Stein,,2682852.452,1248966.083,EN36,1926-11-19
UN0166,Stein,,2683270.944,1249522.653,EN36,1926-11-19
UN0175,Stein,,2683438.975,1249365.437,EN36,1926-11-19
UN0176,Stein,,2683378.473,1249303.241,EN36,1926-11-19
UN0179,Stein,,2683391.695,1249202.683,EN36,1926-11-19
UN0181,Stein,,2683185.957,1249399.959,EN36,1926-11-19
UN0182,Stein,,2683231.883,1249349.216,EN36,1926-11-19
UN0188,Stein,,2683384.429,1248774.937,EN36,1926-11-19
UN0192,Stein,,2683443.655,1248490.684,EN36,1926-11-19
UN0193,Stein,,2683431.975,1248558.790,EN36,1926-11-19
UN0195,Stein,,2683296.301,1248606.551,EN36,1926-11-19
UN0198,Stein,,2683456.101,1248663.485,EN36,1926-11-19
UN0202,Stein,,2683522.071,1248579.663,EN36,1926-11-19
UN0203,Stein,,2683508.751,1248607.536,EN36,1926-11-19
UN0212,Stein,,2683528.033,1248362.567,EN36,1926-11-19
UN0213,Stein,,2683495.568,1248353.762,EN36,1926-11-19
UN0226,Stein,,2683424.548,1248440.085,EN36,1926-11-19
UN0240,Stein,,2683240.581,1248653.340,EN36,1926-11-19
UN0242,Stein,,2683237.824,1248895.858,EN36,1926-11-19
UN0243,Stein,,2683267.002,1248889.203,EN36,1926-11-19
UN0244,Stein,,2683291.208,1248857.983,EN36,1926-11-19
UN0245,Stein,,2683336.770,1248781.990,EN36,1926-11-19
UN0246,Stein,,2683364.443,1248723.357,EN36,1926-11-19
UN0247,Stein,,2683272.077,1248683.107,EN36,1926-11-19
UN0251,Stein,,2683316.187,1248634.610,EN36,1926-11-19
UN0252,Stein,,2683266.853,1248636.807,EN36,1926-11-19
UN0255,Stein,,2683294.688,1248674.941,EN36,1926-11-19
UN0257,Stein,,2683266.148,1248847.909,EN36,1926-11-19
UN0258,Stein,,2683225.050,1248828.746,EN36,1926-11-19
UN0265,Stein,,2683337.575,1248731.877,EN36,1926-11-19
UN0267,Stein,,2683340.651,1248725.607,EN36,1926-11-19
UN0270,Stein,,2683306.519,1248776.299,EN36,1926-11-19
UN0271,Stein,,2683298.483,1248799.577,EN36,1926-11-19
UN0272,Stein,,2683372.969,1248747.215,EN36,1926-11-19
UN0273,Stein,,2683355.982,1248785.304,EN36,1926-11-19
UN0274,Stein,,2683321.386,1248839.321,EN36,1926-11-19
UN0276,Stein,,2683298.042,1248881.891,EN36,1926-11-19
UN0278,Stein,,2683291.547,1248888.112,EN36,1926-11-19
UN0280,Stein,,2683256.541,1248972.081,EN36,1926-11-19
UN0283,Stein,,2683390.039,1248982.298,EN36,1926-11-19
UN0284,Stein,,2683498.814,1248675.883,EN36,1926-11-19
UN0285,Stein,,2683486.722,1248721.709,EN36,1926-11-19
UN0286,Stein,,2683475.558,1248782.462,EN36,1926-11-19
UN0287,Stein,,2683532.701,1248671.721,EN36,1926-11-19
UN0289,Stein,,2683521.714,1248701.930,EN36,1926-11-19
UN0290,Stein,,2683507.030,1248805.100,EN36,1926-11-19
UN0291,Stein,,2683505.683,1248762.472,EN36,1926-11-19
UN0292,Stein,,2683454.308,1248694.238,EN36,1926-11-19
UN0293,Stein,,2683454.541,1248744.668,EN36,1926-11-19
UN0294,Stein,,2683430.940,1248818.486,EN36,1926-11-19
UN0295,Stein,,2683446.810,1248811.386,EN36,1926-11-19
UN0297,Stein,,2683384.446,1248864.823,EN36,1926-11-19
UN0298,Stein,,2683412.196,1248850.855,EN36,1926-11-19
UN0299,Stein,,2683400.096,1248824.415,EN36,1926-11-19
UN0301,Bolzen,,2683346.012,1248955.147,EN36,1926-11-19
UN0302,Stein,,2683394.957,1248938.222,EN36,1926-11-19
UN0303,Stein,,2683313.909,1248988.504,EN36,1926-11-19
UN0306,Stein,,2683413.148,1249009.673,EN36,1926-11-19
UN0307,Stein,,2683442.127,1248941.674,EN36,1926-11-19
UN0308,Stein,,2683442.512,1248961.497,EN36,1926-11-19
UN0309,Stein,,2683388.500,1249047.208,EN36,1926-11-19
UN0311,Stein,,2683292.564,1249074.092,EN36,1926-11-19
UN0314,Stein,,2683470.483,1249210.007,EN36,1926-11-19
UN0315,Stein,,2683453.921,1249292.054,EN36,1926-11-19
UN0316,Stein,,2683411.557,1249284.115,EN36,1926-11-19
UN0317,Stein,,2683493.517,1249333.085,EN36,1926-11-19
UN0318,Stein,,2683492.037,1249213.947,EN36,1926-11-19
UN0319,Stein,,2683509.559,1249257.350,EN36,1926-11-19
UN0320,Stein,,2683523.445,1249271.630,EN36,1926-11-19
UN0323,Stein,,2683465.148,1249342.928,EN36,1926-11-19
UN0330,Stein,,2683481.617,1249478.018,EN36,1926-11-19
UN0337,Stein,,2683384.594,1249386.962,EN36,1926-11-19
UN0338,Stein,,2683313.143,1249475.922,EN36,1926-11-19
UN0339,Stein,,2683321.827,1249439.098,EN36,1926-11-19
UN0340,Stein,,2683266.320,1249500.123,EN36,1926-11-19
UN0343,Stein,,2683126.079,1249512.447,EN36,1926-11-19
UN0344,Stein,,2683205.942,1249447.520,EN36,1926-11-19
UN0345,Stein,,2683185.545,1249465.227,EN36,1926-11-19
UN0346,Stein,,2683222.812,1249408.390,EN36,1926-11-19
UN0347,Stein,,2683244.075,1249375.290,EN36,1926-11-19
UN0353,Stein,,2683196.529,1249330.000,EN36,1926-11-19
UN0354,Stein,,2683205.984,1249305.704,EN36,1926-11-19
UN0358,Stein,,2683100.968,1249321.900,EN36,1926-11-19
UN0364,Stein,,2683020.839,1249275.767,EN36,1926-11-19
UN0367,Stein,,2683079.517,1249277.597,EN36,1926-11-19
UN0368,Stein,,2683117.515,1249384.877,EN36,1926-11-19
UN0369,Stein,,2683120.717,1249345.876,EN36,1926-11-19
UN0370,Stein,,2683118.866,1249244.358,EN36,1926-11-19
UN0374,Stein,,2683166.080,1249144.791,EN36,1926-11-19
UN0375,Stein,,2683137.039,1249189.853,EN36,1926-11-19
UN0376,Stein,,2683176.280,1249190.020,EN36,1926-11-19
UN0377,Stein,,2683156.617,1249067.377,EN36,1926-11-19
UN0378,Stein,,2683182.268,1249013.569,EN36,1926-11-19
UN0379,Stein,,2683206.862,1249084.653,EN36,1926-11-19
UN0381,Stein,,2683194.370,1249023.034,EN36,1926-11-19
UN0382,Stein,,2683200.564,1249011.589,EN36,1926-11-19
UN0385,Stein,,2683014.621,1249188.192,EN36,1926-11-19
UN0386,Stein,,2683056.633,1249215.386,EN36,1926-11-19
UN0388,Stein,,2683059.784,1249190.691,EN36,1926-11-19
UN0389,Stein,,2683034.069,1249181.060,EN36,1926-11-19
UN0390,Stein,,2682989.155,1249164.527,EN36,1926-11-19
UN0392,Stein,,2682956.370,1249155.444,EN36,1926-11-19
UN0393,Stein,,2682916.036,1249175.861,EN36,1926-11-19
UN0394,Stein,,2682929.055,1249314.619,EN36,1926-11-19
UN0395,Stein,,2682908.683,1249235.861,EN36,1926-11-19
UN0398,Stein,,2682940.871,1249382.250,EN36,1926-11-19
UN0399,Stein,,2682950.949,1249362.530,EN36,1926-11-19
UN0400,Stein,,2682983.915,1249316.842,EN36,1926-11-19
UN0401,Stein,,2682925.297,1249354.157,EN36,1926-11-19
UN0402,Stein,,2682986.471,1249279.283,EN36,1926-11-19
UN0403,Stein,,2682978.708,1249366.266,EN36,1926-11-19
UN0404,Stein,,2683010.712,1249329.030,EN36,1926-11-19
UN0405,Stein,,2682910.301,1249414.125,EN36,1926-11-19
UN0406,Stein,,2682950.925,1249407.664,EN36,1926-11-19
UN0408,Stein,,2682990.328,1249439.409,EN36,1926-11-19
UN0409,Stein,,2683027.525,1249482.091,EN36,1926-11-19
UN0411,Stein,,2682999.768,1249490.436,EN36,1926-11-19
UN0412,Stein,,2682931.736,1249501.778,EN36,1926-11-19
UN0419,Stein,,2682947.458,1249746.201,EN36,1926-11-19
UN0421,Stein,,2683047.773,1249711.601,EN36,1926-11-19
UN0422,Stein,,2683059.307,1249754.920,EN36,1926-11-19
UN0426,Stein,,2683123.340,1249675.233,EN36,1926-11-19
UN0427,Bolzen,,2683228.217,1249570.110,EN36,1926-11-19
UN0429,Stein,,2683161.098,1249576.026,EN36,1926-11-19
UN0434,Stein,,2683399.812,1249886.012,EN36,1926-11-19
UN0449,Stein,,2683244.841,1250238.133,EN36,1926-11-19
UN0450,Stein,,2683275.824,1250312.217,EN36,1926-11-19
UN0454,Stein,,2683284.029,1250519.869,EN36,1926-11-19
UN0468,Stein,,2683578.573,1249999.272,EN36,1926-11-19
UN0476,Stein,,2683235.845,1249995.159,EN36,1926-11-19
UN0479,Stein,,2683136.470,1249829.672,EN36,1926-11-19
UN0481,Stein,,2682881.890,1249814.225,EN36,1926-11-19
UN0487,Stein,,2683053.430,1249914.853,EN36,1926-11-19
UN0488,Stein,,2683030.829,1249880.715,EN36,1926-11-19
UN0489,Stein,,2682958.538,1249882.712,EN36,1926-11-19
UN0490,Stein,,2683039.189,1249819.858,EN36,1926-11-19
UN0491,Stein,,2682999.019,1249813.587,EN36,1926-11-19
UN0492,Stein,,2682977.622,1249855.292,EN36,1926-11-19
UN0493,Stein,,2682970.341,1249869.446,EN36,1926-11-19
UN0495,Stein,,2682900.010,1250372.618,EN36,1926-11-19
UN0499,Stein,,2683039.651,1250496.159,EN36,1926-11-19
UN0505,Stein,,2682802.748,1250692.692,EN36,1926-11-19
UN0521,Stein,,2682944.850,1250866.841,EN36,1926-11-19
UN0530,Stein,,2683071.854,1250798.464,EN36,1926-11-19
UN0543,Stein,,2683143.405,1250765.317,EN36,1926-11-19
UN0544,Stein,,2682953.724,1250786.599,EN36,1926-11-19
UN0545,Stein,,2682994.525,1250743.612,EN36,1926-11-19
UN0546,Stein,,2683038.119,1250777.242,EN36,1926-11-19
UN0549,Stein,,2683100.632,1250647.211,EN36,1926-11-19
UN0551,Stein,,2682966.749,1250564.057,EN36,1926-11-19
UN0552,Stein,,2682998.166,1250515.710,EN36,1926-11-19
UN0555,Stein,,2683254.149,1250335.654,EN36,1926-11-19
UN0558,Stein,,2683012.729,1250089.724,EN36,1926-11-19
UN0563,Stein,,2683196.220,1250135.053,EN36,1926-11-19
UN0564,Stein,,2683161.694,1250129.697,EN36,1926-11-19
UN0565,Stein,,2683130.008,1250208.474,EN36,1926-11-19
UN0577,Stein,,2682870.300,1250435.938,EN36,1926-11-19
UN0579,Stein,,2682738.074,1250474.825,EN36,1926-11-19
UN0584,Stein,,2682183.057,1251468.992,EN36,1926-11-19
UN0598,Stein,,2682413.865,1251041.600,EN36,1926-11-19
UN0608,Stein,,2682336.965,1251152.645,EN36,1926-11-19
UN0610,Stein,,2682452.199,1250959.490,EN36,1926-11-19
UN0619,Stein,,2682634.364,1250728.180,EN36,1926-11-19
UN0621,Stein,,2682568.961,1250780.439,EN36,1926-11-19
UN0623,Stein,,2682706.065,1250754.068,EN36,1926-11-19
UN0624,Stein,,2682644.065,1250874.588,EN36,1926-11-19
UN0625,Stein,,2682621.436,1250827.185,EN36,1926-11-19
UN0626,Stein,,2682683.332,1250812.320,EN36,1926-11-19
UN0627,Stein,,2682576.677,1250945.951,EN36,1926-11-19
UN0628,Stein,,2682504.751,1250906.538,EN36,1926-11-19
UN0643,Stein,,2682781.521,1251091.586,EN36,1926-11-19
UN0644,Stein,,2682756.003,1251024.479,EN36,1926-11-19
UN0645,Stein,,2682730.846,1250958.461,EN36,1926-11-19
UN0646,Stein,,2682670.095,1251161.610,EN36,1926-11-19
UN0650,Stein,,2682763.049,1250938.754,EN36,1926-11-19
UN0652,Stein,,2682863.131,1251058.068,EN36,1926-11-19
UN0653,Stein,,2682835.828,1250956.225,EN36,1926-11-19
UN0654,Stein,,2682906.877,1251186.634,EN36,1926-11-19
UN0655,Stein,,2682882.125,1251115.188,EN36,1926-11-19
UN0664,Stein,,2683172.281,1248975.627,EN36,1926-11-19
UN0666,Stein,,2683423.129,1248235.025,EN36,1926-11-19
UN0668,Stein,,2682368.141,1251350.568,EN36,1926-11-19
UN0669,Stein,,2682346.595,1251043.489,EN36,1926-11-19
UN0671,Stein,,2683059.115,1249827.957,EN36,1926-11-19
UN0675,Stein,,2682885.423,1249593.044,EN36,1926-11-19
UN0676,Stein,,2682916.182,1249635.604,EN36,1926-11-19
UN0677,Stein,,2682898.784,1249570.379,EN36,1926-11-19
UN0678,Stein,,2682964.115,1249577.327,EN36,1926-11-19
UN0680,Stein,,2682920.749,1249501.823,EN36,1926-11-19
UN0682,Stein,,2682778.257,1251169.291,EN36,1926-11-19
UN0683,Stein,,2683364.664,1248663.061,EN36,1926-11-19
UN0684,Stein,,2683340.329,1248657.510,EN36,1926-11-19
UN0685,Stein,,2683373.653,1248705.772,EN36,1926-11-19
UN0686,Stein,,2683520.323,1249576.857,EN36,1926-11-19
UN0687,Stein,,2683512.981,1249662.539,EN36,1926-11-19
UN0688,Stein,,2683506.386,1249741.811,EN36,1926-11-19
UN0690,Stein,,2682894.700,1249471.881,EN36,1926-11-19
UN0691,Stein,,2683279.005,1249636.105,EN36,1926-11-19
UN0692,Stein,,2683308.151,1249674.063,EN36,1926-11-19
UN0695,Bolzen,,2683316.081,1249583.276,EN36,1926-11-19
UN0696,Stein,,2683350.593,1249553.875,EN36,1926-11-19
UN0697,Stein,,2683387.276,1249620.277,EN36,1926-11-19
UN0698,Stein,,2683415.077,1249666.667,EN36,1926-11-19
UN0699,Stein,,2683383.202,1249657.090,EN36,1926-11-19
UN0700,Stein,,2683344.049,1249683.419,EN36,1926-11-19
UN0701,Stein,,2683342.366,1249609.302,EN36,1926-11-19
UN0702,Stein,,2683506.432,1248365.583,EN36,1926-11-19
UN0705,Stein,,2683484.270,1248390.867,EN36,1926-11-19
UN0706,Stein,,2683459.225,1249740.067,EN36,1926-11-19
UN0707,Stein,,2683401.923,1249507.964,EN36,1926-11-19
UN0708,Stein,,2683423.408,1249441.495,EN36,1926-11-19
UN0711,Stein,,2682717.622,1251051.666,EN36,1926-11-19
UN0712,Stein,,2682730.070,1251062.395,EN36,1926-11-19
UN0713,Stein,,2683021.267,1249313.117,EN36,1926-11-19
UN0714,Stein,,2683453.072,1249644.935,EN36,1926-11-19
UN0715,Stein,,2683459.883,1249598.617,EN36,1926-11-19
UN0716,Stein,,2683464.932,1249539.967,EN36,1926-11-19
UN0717,Stein,,2683471.683,1249501.844,EN36,1926-11-19
UN0718,Stein,,2683437.858,1249499.383,EN36,1926-11-19
UN0719,Stein,,2683516.828,1249506.650,EN36,1926-11-19
UN0720,Stein,,2683468.756,1249683.105,EN36,1926-11-19
UN0721,Stein,,2683415.534,1249594.964,EN36,1926-11-19
UN0722,Stein,,2683418.838,1249536.414,EN36,1926-11-19
UN0723,Stein,,2683374.604,1249479.444,EN36,1926-11-19
UN0724,Stein,,2683366.080,1249514.390,EN36,1926-11-19
UN0725,Stein,,2683376.153,1249463.699,EN36,1926-11-19
UN0726,Stein,,2683490.803,1249636.729,EN36,1926-11-19
UN0727,Stein,,2682993.720,1249949.951,EN36,1926-11-19
UN0728,Stein,,2683021.659,1249994.574,EN36,1926-11-19
UN0729,Stein,,2683085.316,1249949.947,EN36,1926-11-19
UN0731,Stein,,2683427.500,1249772.027,EN36,1926-11-19
UN0732,Stein,,2683381.600,1249563.037,EN36,1926-11-19
UN0733,Stein,,2682991.898,1249384.416,EN36,1926-11-19
UN0734,Stein,,2683041.105,1249329.620,EN36,1926-11-19
UN0737,Stein,,2682962.814,1249416.779,EN36,1926-11-19
UN0739,Stein,,2683440.363,1250662.483,EN36,1926-11-19
UN0740,Stein,,2683235.596,1250276.468,EN36,1926-11-19
UN0741,Stein,,2683199.166,1250309.858,EN36,1926-11-19
UN0745,Stein,,2683262.769,1249708.655,EN36,1926-11-19
UN0746,Stein,,2683263.782,1249750.772,EN36,1926-11-19
UN0747,Stein,,2683478.519,1249421.498,EN36,1926-11-19
UN0748,Stein,,2683512.168,1249457.507,EN36,1926-11-19
UN0749,Stein,,2683279.089,1249297.159,EN36,1926-11-19
UN0750,Stein,,2683323.889,1249363.470,EN36,1926-11-19
UN0751,Stein,,2683360.475,1249425.736,EN36,1926-11-19
UN0752,Stein,,2683362.818,1249478.731,EN36,1926-11-19
UN0753,Stein,,2683191.509,1249643.179,EN36,1926-11-19
UN0757,Stein,,2682864.700,1250334.881,EN36,1926-11-19
UN0759,Stein,,2682865.449,1250495.887,EN36,1926-11-19
UN0762,Stein,,2682809.292,1250463.634,EN36,1926-11-19
UN0763,Stein,,2682792.305,1250424.848,EN36,1926-11-19
UN0764,Stein,,2682805.969,1250369.088,EN36,1926-11-19
UN0765,Stein,,2682902.809,1250451.125,EN36,1926-11-19
UN0766,Stein,,2682931.033,1250408.716,EN36,1926-11-19
UN0767,Stein,,2682957.216,1250363.448,EN36,1926-11-19
UN0770,Stein,,2683360.474,1249744.491,EN36,1926-11-19
UN0772,Stein,,2683280.773,1248558.239,EN36,1926-11-19
UN0776,Stein,,2683079.783,1249226.535,EN36,1926-11-19
UN0780,Stein,,2683283.834,1249836.493,EN36,1926-11-19
UN0781,Stein,,2683318.530,1249921.218,EN36,1926-11-19
UN0782,Stein,,2683355.816,1250011.752,EN36,1926-11-19
UN0783,Stein,,2683061.612,1249350.860,EN36,1926-11-19
UN0784,Stein,,2683243.839,1250107.055,EN36,1926-11-19
UN0785,Stein,,2683197.108,1250022.416,EN36,1926-11-19
UN0786,Stein,,2682731.129,1250902.399,EN36,1926-11-19
UN0807,Stein,,2682929.920,1251045.950,EN36,1926-11-19
UN0808,Stein,,2682907.640,1250973.449,EN36,1926-11-19
UN0809,Stein,,2682891.602,1250921.105,EN36,1926-11-19
UN0810,Stein,,2682870.915,1250866.490,EN36,1926-11-19
UN0812,Stein,,2683128.392,1249619.441,EN36,1926-11-19
UN0813,Stein,,2683121.823,1249654.472,EN36,1926-11-19
UN0815,Stein,,2683230.913,1249629.606,EN36,1926-11-19
UN0817,Stein,,2683218.594,1249739.295,EN36,1926-11-19
UN0818,Stein,,2683220.286,1249805.738,EN36,1926-11-19
UN0827,Stein,,2683063.806,1250133.293,EN36,1926-11-19
UN0828,Stein,,2682705.133,1248970.250,EN36,1926-11-19
UN0829,Stein,,2682853.938,1249139.917,EN36,1926-11-19
UN0830,Stein,,2682807.048,1249083.095,EN36,1926-11-19
UN0832,Stein,,2682815.138,1249031.607,EN36,1926-11-19
UN0837,Stein,,2683506.179,1249388.309,EN36,1926-11-19
UN0841,Stein,,2682992.311,1249591.064,EN36,1926-11-19
UN0842,Stein,,2683135.677,1250095.060,EN36,1926-11-19
UN0843,Stein,,2683099.389,1250137.508,EN36,1926-11-19
UN0844,Stein,,2683067.077,1250184.312,EN36,1926-11-19
UN0845,Stein,,2683032.595,1250235.632,EN36,1926-11-19
UN0846,Stein,,2683007.031,1250272.344,EN36,1926-11-19
UN0847,Stein,,2682986.557,1250206.304,EN36,1926-11-19
UN0848,Stein,,2682943.792,1250161.597,EN36,1926-11-19
UN0849,Stein,,2683055.817,1250077.424,EN36,1926-11-19
UN0850,Stein,,2683027.131,1250186.897,EN36,1926-11-19
UN0852,Stein,,2683185.672,1249946.858,EN36,1926-11-19
UN0853,Stein,,2683227.785,1249895.759,EN36,1926-11-19
UN0854,Stein,,2683260.007,1249855.891,EN36,1926-11-19
UN0859,Stein,,2682809.707,1250583.637,EN36,1926-11-19
UN0861,Stein,,2682740.059,1250543.474,EN36,1926-11-19
UN0862,Stein,,2683009.367,1249553.725,EN36,1926-11-19
UN0863,Stein,,2683334.784,1249824.451,EN36,1926-11-19
UN0864,Stein,,2683403.385,1249821.955,EN36,1926-11-19
UN0865,Stein,,2683462.947,1249818.869,EN36,1926-11-19
UN0869,Stein,,2683299.541,1249792.989,EN36,1926-11-19
UN0872,Stein,,2683417.559,1249958.889,EN36,1926-11-19
UN0874,Stein,,2682909.753,1250264.636,EN36,1926-11-19
UN0880,Stein,,2682800.237,1248925.198,EN36,1926-11-19
UN0881,Stein,,2682746.938,1248979.338,EN36,1926-11-19
UN0885,Stein,,2683365.432,1249858.136,EN36,1926-11-19
UN0886,Stein,,2682405.344,1251447.421,EN36,1926-11-19
UN0887,Stein,,2682367.196,1251465.097,EN36,1926-11-19
UN0889,Stein,,2683194.291,1249987.414,EN36,1926-11-19
UN0890,Stein,,2682919.657,1251147.185,EN36,1926-11-19
