point,type,protection,x,y,created_by,created
5001,Bolzen,,2681723.145,1246668.678,AA3100,2000-05-08
5002,Bolzen,,2681816.861,1246637.020,AA3100,2000-05-08
5003,Bolzen,,2681821.190,1246501.509,AA3100,2000-05-08
5004,Bolzen,,2681832.716,1246444.219,AA3100,2000-05-08
5005,Bolzen,,2681854.093,1246415.405,AA3100,2000-05-08
5006,Bolzen,,2681772.638,1246408.532,AA3100,2000-05-08
5007,Bolzen,,2681690.520,1246422.602,AA3100,2000-05-08
5008,Bolzen,,2681898.152,1246562.239,AA3100,2000-05-08
5009,Bolzen,,2681934.045,1246674.246,AA3100,2000-05-08
5010,Bolzen,,2681907.831,1246717.819,AA3100,2000-05-08
5013,Bolzen,,2682072.554,1248302.685,LE32,1914-08-05
5014,Bolzen,,2682037.456,1248254.633,LE32,1914-08-05
5015,Bolzen,,2682011.057,1248217.210,LE32,1914-08-05
5016,Bolzen,,2682121.095,1248265.902,LE32,1914-08-05
5017,Bolzen,,2682084.875,1248218.420,LE32,1914-08-05
5018,Bolzen,,2682157.765,1248239.352,LE32,1914-08-05
5019,Bolzen,,2682118.262,1248192.994,LE32,1914-08-05
5020,Bolzen,,2683167.428,1247947.880,LE33,1914-12-31
5021,Bolzen,,2681631.144,1247326.948,EN184,1931-01-07
5022,Stein,,2681672.065,1247296.163,EN184,1931-01-07
5023,Bolzen,,2681298.107,1247499.564,AA3017,1995-09-27
5024,Bolzen,,2681349.472,1247543.117,AA3017,1995-09-27
5025,Bolzen,,2681400.858,1247595.934,AA3017,1995-09-27
5026,Bolzen,,2681320.303,1247690.624,AA3017,1995-09-27
5027,Bolzen,,2681259.094,1247782.648,AA3017,1995-09-27
5028,Bolzen,,2687751.539,1245607.092,LE79,1923-05-15
5029,Bolzen,,2687704.916,1245597.810,LE79,1923-05-15
5030,Bolzen,,2684233.131,1246441.878,LE85,1926-05-25
5031,Bolzen,,2680148.321,1248710.474,EN257,1933-02-24
5032,Stein,,2680212.313,1248792.891,EN257,1933-02-24
5033,Bolzen,,2680266.978,1248881.184,EN257,1933-02-24
5034,Bolzen,,2680331.777,1248992.395,EN257,1933-02-24
5035,Bolzen,,2680522.842,1248899.041,EN257,1933-02-24
5036,Stein,,2685593.549,1250392.917,LE425,1974-06-13
5037,Bolzen,,2685606.793,1250453.012,LE425,1974-06-13
5038,Bolzen,,2685626.433,1250460.607,LE425,1974-06-13
5039,Bolzen,,2682353.334,1248477.310,EN338,1938-01-15
5040,Bolzen,,2682389.920,1248540.592,EN338,1938-01-15
5041,Bolzen,,2682462.596,1248652.573,EN338,1938-01-15
5042,Bolzen,,2682481.845,1248686.271,EN338,1938-01-15
5043,Bolzen,,2682500.887,1248739.391,EN338,1938-01-15
5044,Bolzen,,2682495.862,1248796.759,EN338,1938-01-15
5045,Bolzen,,2682577.564,1248738.569,EN338,1938-01-15
5046,Bolzen,,2682847.687,1246914.436,EN199,1931-04-11
5047,Bolzen,,2683058.038,1253543.069,LE426,1973-11-23
5048,Bolzen,,2684344.715,1248233.411,EN334,1937-11-29
5049,Bolzen,,2684737.294,1251431.357,LE429,1974-10-08
5050,Bolzen,,2684665.838,1251431.323,LE429,1974-10-08
5052,Bolzen,,2683246.541,1249448.762,EN254,1933-01-06
5053,Bolzen,,2683499.511,1252948.971,EN225,1932-05-25
5054,Bolzen,,2683583.016,1252873.146,EN225,1932-05-25
5055,Bolzen,,2685293.782,1247139.721,AA3016,1995-07-20
5056,Bolzen,,2682542.744,1251962.811,AA3089,1999-09-22
5057,Bolzen,,2683527.736,1249681.881,AA3094,1999-12-16
5058,Bolzen,,2683156.902,1249334.152,EN353,1939-02-18
5059,Bolzen,,2683178.456,1249266.716,EN353,1939-02-18
5060,Bolzen,,2685458.552,1244980.846,AA3096,2000-01-28
5061,Bolzen,,2681695.858,1247654.351,LE175,1939-01-10
5062,Bolzen,,2683506.072,1248562.421,AA3202,2002-01-28
5063,Bolzen,,2683533.509,1248517.614,AA3202,2002-01-28
5064,Bolzen,,2683560.051,1248463.210,AA3202,2002-01-28
5065,Bolzen,,2683609.273,1248362.620,AA3202,2002-01-28
5066,Bolzen,,2683642.574,1248294.538,AA3202,2002-01-28
5067,Bolzen,,2683664.006,1248248.452,AA3202,2002-01-28
5068,Bolzen,,2683708.508,1248171.915,AA3202,2002-01-28
5069,Bolzen,,2683737.109,1248121.523,AA3202,2002-01-28
5070,Bolzen,,2681667.324,1246615.216,AA3100,2000-05-08
5071,Bolzen,,2682971.532,1252254.607,EN282,1933-11-06
5072,Bolzen,,2682966.784,1252185.920,EN282,1933-11-06
5073,Bolzen,,2682959.773,1252085.616,EN282,1933-11-06
5074,Bolzen,,2681941.068,1250114.138,LE460,1977-08-17
5075,Bolzen,,2681986.284,1250094.739,LE460,1977-08-17
5076,Bolzen,,2682155.745,1250047.005,LE460,1977-08-17
5077,Bolzen,,2678952.722,1247351.857,AA3101,2000-05-08
5078,Bolzen,,2678950.658,1247321.480,AA3101,2000-05-08
5079,Stein,,2679081.292,1247276.843,AA3101,2000-05-08
5080,Bolzen,,2679081.376,1247347.765,AA3101,2000-05-08
5081,Bolzen,,2679067.099,1247391.026,AA3101,2000-05-08
5082,Stein,,2679055.804,1247426.874,AA3101,2000-05-08
5083,Bolzen,,2679335.508,1247133.030,EN262,1933-04-26
5084,Bolzen,,2679307.538,1247171.002,EN262,1933-04-26
5085,Bolzen,,2679268.783,1247216.304,EN262,1933-04-26
5086,Bolzen,,2684693.589,1252297.255,LE175,1939-01-10
5087,Bolzen,,2684605.335,1247606.367,AA3116,2001-02-20
5088,Stein,,2684574.857,1247604.091,AA3116,2001-02-20
5089,Bolzen,,2684572.645,1247577.182,AA3116,2001-02-20
5090,Bolzen,,2684584.828,1247503.088,AA3116,2001-02-20
5091,Bolzen,,2684649.639,1248647.961,EN408,1942-10-19
5092,Bolzen,,2684162.490,1247797.738,LE458,1977-06-13
5093,Stein,,2684195.648,1247844.228,LE458,1977-06-13
5094,Bolzen,,2684298.230,1247774.635,LE458,1977-06-13
5095,Bolzen,,2684329.673,1247775.292,LE458,1977-06-13
5096,Bolzen,,2684345.087,1247761.457,LE458,1977-06-13
5097,Bolzen,,2684373.226,1247781.941,LE458,1977-06-13
5098,Bolzen,,2684403.888,1247808.418,LE458,1977-06-13
5099,Bolzen,,2682245.330,1244673.846,LE474,1978-11-28
5100,Bolzen,,2682225.842,1244573.276,LE474,1978-11-28
5101,Stein,,2682280.929,1244478.131,LE474,1978-11-28
5102,Bolzen,,2682336.792,1244392.486,LE474,1978-11-28
5103,Stein,,2682387.467,1244255.281,LE474,1978-11-28
5104,Bolzen,,2682475.474,1244126.878,LE474,1978-11-28
5105,Bolzen,,2682057.812,1252297.047,EN351,1938-12-14
5106,Bolzen,,2682049.968,1252183.616,EN351,1938-12-14
5107,Bolzen,,2682180.812,1252176.676,EN351,1938-12-14
5108,Bolzen,,2682658.239,1247497.149,EN259,1933-03-21
5109,Bolzen,,2682551.469,1247511.762,EN259,1933-03-21
5110,Bolzen,,2684257.212,1247808.430,LE458,1977-06-13
5111,Bolzen,,2686558.782,1250761.470,LE175,1939-01-10
5112,Bolzen,,2678739.102,1247704.429,AA3224,2003-10-13
5113,Bolzen,,2678707.102,1247759.032,AA3224,2003-10-13
5114,Bolzen,,2678678.237,1247812.632,AA3224,2003-10-13
5115,Bolzen,,2678609.531,1247895.526,AA3224,2003-10-13
5116,Bolzen,,2682158.378,1245060.255,AA3205,2002-02-22
5117,Stein,,2681983.649,1244947.320,AA3205,2002-02-22
5118,Bolzen,,2682190.023,1245009.956,AA3205,2002-02-22
5119,Bolzen,,2682098.874,1244957.348,AA3205,2002-02-22
5120,Stein,,2682120.176,1244902.605,AA3205,2002-02-22
5121,Stein,,2681902.787,1244833.462,AA3205,2002-02-22
5122,Bolzen,,2682034.361,1244874.803,AA3205,2002-02-22
5123,Bolzen,,2681944.709,1244713.839,AA3205,2002-02-22
5124,Stein,,2681805.917,1244718.147,AA3205,2002-02-22
5125,Bolzen,,2681724.748,1244428.301,AA3205,2002-02-22
5126,Bolzen,,2681711.561,1244335.013,AA3205,2002-02-22
5129,Stein,,2681928.782,1243831.681,AA3205,2002-02-22
5130,Stein,,2681947.320,1243756.447,AA3205,2002-02-22
5131,Stein,,2681897.979,1243610.683,AA3205,2002-02-22
5132,Stein,,2681957.190,1243487.020,AA3205,2002-02-22
5133,Stein,,2683418.097,1248642.704,AA3202,2002-01-28
5134,Bolzen,,2683630.685,1248377.897,AA3202,2002-01-28
5135,Stein,,2683719.872,1248270.355,AA3202,2002-01-28
5136,Stein,,2681950.568,1243681.827,AA3205,2002-02-22
5137,Stein,,2682053.447,1243133.372,AA3205,2002-02-22
5138,Stein,,2682162.736,1243000.590,AA3205,2002-02-22
5139,Bolzen,,2686944.158,1246092.284,AA3117,2001-05-02
5140,Bolzen,,2685729.220,1245419.727,EN281,1933-09-04
5141,Bolzen,,2682675.533,1246960.284,LE175,1939-01-10
5142,Bolzen,,2680494.934,1253387.885,LE469,1978-05-05
5143,Stein,,2680523.016,1253324.039,LE469,1978-05-05
5144,Stein,,2682135.794,1244827.308,AA3205,2002-02-22
5145,Bolzen,,2682080.519,1244832.323,AA3205,2002-02-22
5146,Stein,,2682031.151,1244784.022,AA3205,2002-02-22
5147,Stein,,2681981.113,1244734.285,AA3205,2002-02-22
5148,Stein,,2681926.354,1244761.025,AA3205,2002-02-22
5149,Stein,,2681868.454,1244698.374,AA3205,2002-02-22
5150,Stein,,2681811.071,1244635.713,AA3205,2002-02-22
5151,Stein,,2681763.542,1244577.391,AA3205,2002-02-22
5152,Stein,Schacht,2681639.747,1244146.118,AA3205,2002-02-22
5153,Stein,Schacht,2681659.993,1244094.543,AA3205,2002-02-22
5154,Stein,,2681766.816,1243932.051,AA3205,2002-02-22
5156,Stein,,2682097.966,1243068.523,AA3205,2002-02-22
5157,Bolzen,,2680180.771,1247928.835,EN390,1941-05-29
5158,Bolzen,,2680292.814,1247947.950,EN390,1941-05-29
5159,Bolzen,,2680360.523,1247952.835,EN390,1941-05-29
5160,Bolzen,,2680426.369,1247957.617,EN390,1941-05-29
5161,Bolzen,,2680639.450,1247961.066,EN390,1941-05-29
5162,Bolzen,,2680743.124,1247998.277,EN390,1941-05-29
5163,Bolzen,,2681659.358,1243727.761,AA3205,2002-02-22
5164,Stein,,2682202.623,1244810.615,AA3205,2002-02-22
5165,Stein,,2685942.469,1248645.833,LE175,1939-01-10
5166,Bolzen,,2681431.206,1242113.489,LE461,1978-08-31
5167,Bolzen,,2681426.916,1241982.404,LE461,1978-08-31
5168,Bolzen,,2681562.083,1241997.723,LE461,1978-08-31
5169,Bolzen,,2681545.564,1242098.229,LE461,1978-08-31
5170,Stein,Schacht,2681493.199,1241988.720,LE461,1978-08-31
5171,Stein,Schacht,2681646.833,1242008.125,LE461,1978-08-31
5172,Bolzen,,2681712.802,1250366.621,EN394,1941-07-07
5173,Stein,,2681772.049,1250305.943,EN394,1941-07-07
5174,Bolzen,,2681799.388,1250261.357,EN394,1941-07-07
5175,Bolzen,,2681755.518,1250266.615,EN394,1941-07-07
5176,Stein,,2681699.781,1250250.464,EN394,1941-07-07
5177,Stein,,2681611.094,1250239.529,EN394,1941-07-07
5178,Bolzen,,2681559.966,1250252.061,EN394,1941-07-07
5179,Bolzen,,2681561.257,1250272.929,EN394,1941-07-07
5180,Bolzen,,2681511.657,1250251.659,EN394,1941-07-07
5181,Bolzen,,2681520.395,1250317.394,EN394,1941-07-07
5182,Bolzen,,2681483.503,1250366.495,EN394,1941-07-07
5183,Stein,Schacht,2681440.402,1242079.812,LE461,1978-08-31
5184,Bolzen,,2681204.386,1245518.309,LE480,1979-11-05
5185,Bolzen,,2681156.998,1245372.251,LE480,1979-11-05
5186,Bolzen,,2681343.787,1245843.488,LE480,1979-11-05
5187,Stein,,2681106.808,1245488.700,LE480,1979-11-05
5188,Stein,,2681325.018,1245886.913,LE480,1979-11-05
5189,Bolzen,,2681129.484,1245261.190,LE480,1979-11-05
5190,Bolzen,,2681190.423,1245359.733,LE480,1979-11-05
5191,Bolzen,,2681249.374,1245521.167,LE480,1979-11-05
5192,Stein,Schacht,2682291.718,1243947.376,EN404,1941-05-30
5193,Stein,Schacht,2682348.266,1243987.567,EN404,1941-05-30
5194,Stein,Schacht,2683723.199,1251935.277,LE651,1998-06-03
5196,Stein,Schacht,2684061.043,1251954.611,LE651,1998-06-03
5197,Stein,Schacht,2681404.304,1242183.784,LE461,1978-08-31
5198,Bolzen,,2683235.792,1252063.655,LE175,1939-01-10
5199,Bolzen,,2684900.170,1246847.519,EN407,1942-06-20
5200,Stein,Schacht,2681822.351,1243521.236,LE662,1999-05-17
5201,Stein,Schacht,2681849.907,1243578.338,LE662,1999-05-17
5202,Stein,Schacht,2681879.356,1243655.725,LE662,1999-05-17
5203,Stein,Schacht,2681936.946,1243814.005,LE662,1999-05-17
5204,Stein,Schacht,2681998.119,1243907.233,LE662,1999-05-17
5205,Stein,Schacht,2681767.855,1243460.718,LE662,1999-05-17
5206,Bolzen,,2680085.424,1246855.026,LE175,1939-01-10
5207,Bolzen,,2683266.402,1251650.052,EN396,1941-09-06
5208,Bolzen,,2683216.153,1251590.801,EN396,1941-09-06
5209,Bolzen,,2683146.323,1251544.831,EN396,1941-09-06
5210,Bolzen,,2683102.138,1251488.827,EN396,1941-09-06
5211,Bolzen,,2682986.957,1251529.627,EN396,1941-09-06
5212,Bolzen,,2684184.159,1251237.436,EN410,1942-12-23
5213,Bolzen,,2684082.660,1251274.426,EN410,1942-12-23
5214,Bolzen,,2683973.670,1251303.516,EN410,1942-12-23
5215,Bolzen,,2684018.661,1251388.061,EN410,1942-12-23
5216,Bolzen,,2683601.727,1248099.727,EN395,1941-08-26
5217,Bolzen,,2683500.702,1248220.189,EN395,1941-08-26
5218,Stein,,2684210.959,1251285.951,EN410,1942-12-23
5219,Stein,,2684112.085,1251351.381,EN410,1942-12-23
5220,Stein,,2684005.428,1251367.840,EN410,1942-12-23
5221,Stein,,2680406.250,1250147.744,LE673,2000-04-18
5222,Bolzen,,2680358.977,1250246.797,LE673,2000-04-18
5223,Stein,Schacht,2680290.994,1250305.214,LE673,2000-04-18
5224,Bolzen,,2680256.996,1250350.949,LE673,2000-04-18
5225,Bolzen,,2680247.972,1250375.450,LE673,2000-04-18
5226,Bolzen,,2680294.619,1250439.043,LE673,2000-04-18
5227,Bolzen,,2683524.490,1248835.615,AA3031,1996-10-08
5228,Bolzen,,2682499.500,1246353.461,LE508,1982-12-28
5229,Bolzen,,2684533.438,1245611.965,LE677,2000-12-01
5230,Stein,Schacht,2684609.148,1245572.653,LE677,2000-12-01
5231,Bolzen,,2682271.496,1244342.957,LE490,1980-11-24
5232,Stein,,2682254.451,1244436.152,LE490,1980-11-24
5233,Bolzen,,2683888.941,1251649.882,EN425,1944-10-04
5234,Bolzen,,2683912.909,1251745.602,EN425,1944-10-04
5235,Bolzen,,2683935.341,1251961.486,EN425,1944-10-04
5236,Bolzen,,2683955.992,1252051.284,EN425,1944-10-04
5237,Bolzen,,2683983.677,1252134.081,EN425,1944-10-04
5238,Bolzen,,2684034.703,1252215.860,EN425,1944-10-04
5239,Bolzen,,2684072.915,1252280.752,EN425,1944-10-04
5240,Bolzen,,2684117.548,1252353.194,EN425,1944-10-04
5241,Bolzen,,2684222.331,1252531.237,EN425,1944-10-04
5242,Bolzen,,2684264.005,1252605.966,EN425,1944-10-04
5243,Bolzen,,2684309.847,1252687.908,EN425,1944-10-04
5244,Bolzen,,2683905.250,1251854.617,EN425,1944-10-04
5245,Bolzen,,2684138.895,1252443.176,EN425,1944-10-04
5246,Bolzen,,2684160.598,1252336.554,EN425,1944-10-04
5247,Stein,,2680188.726,1250407.454,LE673,2000-04-18
5248,Stein,,2680511.988,1250030.761,LE673,2000-04-18
5249,Stein,,2680265.580,1250218.882,LE673,2000-04-18
5250,Bolzen,,2682559.641,1246892.523,LE493,1981-06-18
5252,Bolzen,,2682867.918,1243516.277,EN429,1945-06-14
5253,Bolzen,,2682892.893,1243477.356,EN429,1945-06-14
5254,Stein,,2682900.911,1243419.240,EN429,1945-06-14
5255,Stein,,2682956.890,1243393.900,EN429,1945-06-14
5256,Bolzen,,2682994.740,1243349.220,EN429,1945-06-14
5257,Stein,,2683022.250,1243305.954,EN429,1945-06-14
5258,Stein,Schacht,2681170.243,1248421.639,EN432,1945-08-20
5259,Bolzen,,2681045.730,1248230.761,EN432,1945-08-20
5261,Stein,Schacht,2682569.494,1246593.276,LE508,1982-12-28
5262,Bolzen,,2682513.157,1246588.395,LE508,1982-12-28
5263,Bolzen,,2682453.394,1246523.733,LE508,1982-12-28
5264,Bolzen,,2682539.256,1246487.101,LE508,1982-12-28
5265,Bolzen,,2682545.355,1246382.868,LE508,1982-12-28
5266,Bolzen,,2680993.172,1248148.116,EN432,1945-08-20
5267,Bolzen,,2680949.069,1248041.456,EN432,1945-08-20
5268,Stein,,2683315.923,1252057.112,LE679,2001-01-10
5269,Bolzen,,2682836.836,1253398.368,LE680,2001-06-01
5270,Bolzen,,2682738.820,1253440.515,LE680,2001-06-01
5271,Bolzen,,2682854.257,1253480.042,LE680,2001-06-01
5272,Bolzen,,2682872.135,1253576.445,LE680,2001-06-01
5273,Bolzen,,2682849.124,1253688.746,LE680,2001-06-01
5274,Bolzen,,2682855.329,1253844.003,LE680,2001-06-01
5275,Bolzen,,2682869.970,1253905.397,LE680,2001-06-01
5276,Bolzen,,2682921.683,1253895.653,LE680,2001-06-01
5277,Bolzen,,2683014.486,1253882.740,LE680,2001-06-01
5278,Bolzen,,2682951.109,1253820.626,LE680,2001-06-01
5279,Bolzen,,2682914.782,1253761.288,LE680,2001-06-01
5280,Stein,Schacht,2680737.145,1251063.629,EN630,1955-09-28
5281,Stein,Schacht,2680831.544,1251067.100,EN630,1955-09-28
5282,Stein,,2680899.048,1251190.689,EN630,1955-09-28
5283,Bolzen,,2680790.615,1251252.736,EN630,1955-09-28
5284,Bolzen,,2684566.453,1252588.813,LE175,1939-01-10
5285,Bolzen,,2684594.097,1252505.522,LE175,1939-01-10
5286,Bolzen,,2684656.382,1252540.123,LE175,1939-01-10
5289,Bolzen,,2685404.561,1252401.989,LE175,1939-01-10
5290,Stein,,2680853.081,1249576.174,LE515,1983-09-22
5291,Bolzen,,2678974.856,1248564.535,EN618,1954-12-07
5292,Bolzen,,2679001.443,1248519.531,EN618,1954-12-07
5293,Bolzen,,2679062.962,1248476.488,EN618,1954-12-07
5294,Bolzen,,2679142.620,1248421.929,EN618,1954-12-07
5295,Bolzen,,2679166.279,1248497.074,EN618,1954-12-07
5296,Bolzen,,2683154.749,1252243.543,EN620,1955-03-04
5297,Bolzen,,2683077.215,1252254.318,EN620,1955-03-04
5298,Bolzen,,2683068.791,1252178.548,EN620,1955-03-04
5299,Bolzen,,2683064.628,1252085.162,EN620,1955-03-04
5300,Bolzen,,2682959.497,1251926.366,EN620,1955-03-04
5301,Bolzen,,2683234.269,1252147.613,EN620,1955-03-04
5302,Bolzen,,2683255.481,1252290.921,EN620,1955-03-04
5303,Bolzen,,2683319.079,1252140.643,EN620,1955-03-04
5304,Bolzen,,2682999.292,1248289.862,LE712,2002-11-21
5305,Stein,Schacht,2681114.222,1248454.719,EN627,1955-06-13
5306,Bolzen,,2681245.345,1248501.305,EN627,1955-06-13
5307,Stein,,2681203.447,1248473.397,EN627,1955-06-13
5308,Stein,,2681094.323,1248466.858,EN627,1955-06-13
5309,Stein,,2683137.919,1252030.162,EN620,1955-03-04
5310,Stein,,2683067.560,1251989.060,EN620,1955-03-04
5311,Bolzen,,2681920.835,1246050.969,EN472,1948-04-14
5312,Bolzen,,2681940.873,1245963.180,EN472,1948-04-14
5313,Bolzen,,2681969.185,1245829.034,EN472,1948-04-14
5314,Bolzen,,2682009.089,1245646.049,EN472,1948-04-14
5315,Bolzen,,2681939.855,1245529.265,EN472,1948-04-14
5316,Bolzen,,2681898.955,1245609.172,EN472,1948-04-14
5317,Bolzen,,2681828.673,1245756.301,EN472,1948-04-14
5318,Bolzen,,2681842.147,1245801.098,EN472,1948-04-14
5319,Bolzen,,2681846.661,1245941.949,EN472,1948-04-14
5320,Stein,Schacht,2681906.253,1249199.282,EN465,1947-10-21
5321,Bolzen,,2683418.855,1247183.779,EN459,1947-01-30
5322,Bolzen,,2683405.151,1247264.459,EN459,1947-01-30
5323,Bolzen,,2683391.158,1247356.413,EN459,1947-01-30
5324,Bolzen,,2683387.072,1247436.763,EN459,1947-01-30
5325,Bolzen,,2683401.838,1247578.842,EN459,1947-01-30
5326,Bolzen,,2683399.353,1247653.161,EN459,1947-01-30
5327,Bolzen,,2683322.464,1247701.473,EN459,1947-01-30
5328,Bolzen,,2683333.775,1247792.097,EN459,1947-01-30
5329,Bolzen,,2683440.555,1247769.853,EN459,1947-01-30
5330,Bolzen,,2683432.696,1247825.041,EN459,1947-01-30
5331,Bolzen,,2683386.339,1247512.382,EN459,1947-01-30
5332,Bolzen,,2683541.216,1247601.388,EN629,1955-09-08
5333,Bolzen,,2683545.368,1247567.167,EN629,1955-09-08
5334,Bolzen,,2683471.931,1247640.215,EN629,1955-09-08
5335,Bolzen,,2685764.888,1249139.285,EN450,1947-01-21
5336,Bolzen,,2685726.982,1249166.940,EN450,1947-01-21
5337,Bolzen,,2685707.607,1249111.633,EN450,1947-01-21
5338,Bolzen,,2685681.804,1249157.754,EN450,1947-01-21
5339,Bolzen,,2685670.319,1249124.177,EN450,1947-01-21
5340,Bolzen,,2685666.689,1249072.320,EN450,1947-01-21
5341,Stein,,2685645.729,1249021.211,EN450,1947-01-21
5342,Stein,,2685646.863,1248980.109,EN450,1947-01-21
5343,Bolzen,,2685634.973,1248926.379,EN450,1947-01-21
5344,Stein,,2685601.622,1248891.977,EN450,1947-01-21
5345,Bolzen,,2685668.896,1248973.252,EN450,1947-01-21
5346,Bolzen,,2685696.197,1249021.919,EN450,1947-01-21
5347,Bolzen,,2685699.663,1249081.422,EN450,1947-01-21
5348,Stein,,2685659.091,1248794.815,EN450,1947-01-21
5349,Bolzen,,2684049.895,1252080.666,EN425,1944-10-04
5350,Bolzen,,2684435.997,1252133.114,EN501,1949-08-10
5351,Bolzen,,2684545.675,1252118.620,EN501,1949-08-10
5352,Bolzen,,2684528.993,1251961.302,EN501,1949-08-10
5353,Bolzen,,2684535.757,1252022.123,EN501,1949-08-10
5354,Stein,,2684400.400,1252080.976,EN501,1949-08-10
5355,Bolzen,,2684323.428,1252062.827,EN501,1949-08-10
5356,Bolzen,,2684345.082,1252111.821,EN501,1949-08-10
5357,Bolzen,,2684224.663,1252126.589,EN501,1949-08-10
5358,Bolzen,,2684325.108,1251960.806,EN501,1949-08-10
5359,Bolzen,,2684455.503,1251964.226,EN501,1949-08-10
5360,Bolzen,,2684222.574,1251956.325,EN501,1949-08-10
5361,Stein,,2684158.174,1252122.606,EN501,1949-08-10
5362,Bolzen,Schacht,2682652.932,1244270.841,EN484,1948-12-24
5363,Bolzen,Schacht,2682695.624,1244307.195,EN484,1948-12-24
5364,Bolzen,,2682678.890,1244223.754,EN484,1948-12-24
5365,Bolzen,,2682708.968,1244187.774,EN484,1948-12-24
5366,Stein,Schacht,2686522.236,1245740.282,EN487,1949-01-07
5367,Bolzen,,2686564.233,1245738.048,EN487,1949-01-07
5368,Bolzen,,2686602.729,1245702.185,EN487,1949-01-07
5369,Bolzen,,2686629.897,1245654.999,EN487,1949-01-07
5370,Bolzen,,2686686.209,1245596.606,EN487,1949-01-07
5371,Stein,Schacht,2686766.715,1245563.734,EN487,1949-01-07
5372,Bolzen,,2686798.714,1245566.975,EN487,1949-01-07
5373,Bolzen,,2686806.892,1245595.430,EN487,1949-01-07
5374,Bolzen,,2686769.593,1245490.270,EN487,1949-01-07
5375,Bolzen,,2686724.401,1245526.585,EN487,1949-01-07
5376,Bolzen,,2682264.433,1248027.683,EN489,1949-02-10
5377,Bolzen,,2682304.432,1248083.778,EN489,1949-02-10
5378,Bolzen,,2684995.724,1248427.079,EN500,1949-07-04
5379,Stein,,2684959.102,1248410.300,EN500,1949-07-04
5380,Bolzen,,2684853.355,1248363.929,EN500,1949-07-04
5381,Bolzen,,2684930.707,1248331.529,EN500,1949-07-04
5382,Bolzen,,2685033.311,1248276.418,EN500,1949-07-04
5383,Bolzen,,2684615.593,1248142.741,EN500,1949-07-04
5384,Bolzen,,2684670.421,1248214.145,EN500,1949-07-04
5385,Bolzen,,2684810.938,1248187.020,EN500,1949-07-04
5386,Stein,,2684963.576,1248155.782,EN500,1949-07-04
5387,Bolzen,,2685080.161,1248133.227,EN500,1949-07-04
5388,Bolzen,,2685228.134,1248119.751,EN500,1949-07-04
5389,Bolzen,,2685311.733,1248134.007,EN500,1949-07-04
5390,Stein,,2685366.980,1248143.558,EN500,1949-07-04
5391,Bolzen,,2685448.655,1248175.901,EN500,1949-07-04
5392,Bolzen,,2685475.321,1248219.890,EN500,1949-07-04
5393,Bolzen,,2685533.606,1248398.287,EN500,1949-07-04
5394,Bolzen,,2685574.692,1248442.322,EN500,1949-07-04
5395,Stein,,2685636.020,1248365.920,EN500,1949-07-04
5396,Bolzen,,2685703.896,1248280.449,EN500,1949-07-04
5397,Stein,,2685736.541,1248228.499,EN500,1949-07-04
5398,Bolzen,,2685675.053,1248178.051,EN500,1949-07-04
5399,Bolzen,,2685778.548,1248187.147,EN500,1949-07-04
5400,Bolzen,,2685779.752,1248102.191,EN500,1949-07-04
5401,Stein,,2685910.124,1248205.440,EN500,1949-07-04
5402,Stein,,2685968.456,1248271.718,EN500,1949-07-04
5403,Stein,,2686020.542,1248310.799,EN500,1949-07-04
5404,Stein,,2686069.508,1248396.451,EN500,1949-07-04
5405,Stein,,2686153.802,1248437.610,EN500,1949-07-04
5406,Stein,,2686013.397,1248549.250,EN500,1949-07-04
5407,Stein,,2685989.263,1248566.114,EN500,1949-07-04
5408,Bolzen,,2685843.931,1248599.381,EN500,1949-07-04
5409,Bolzen,,2677686.259,1250268.940,EN498,1949-04-29
5410,Bolzen,,2677568.334,1250311.716,EN498,1949-04-29
5411,Bolzen,,2677532.674,1250213.511,EN498,1949-04-29
5412,Stein,,2677759.629,1250131.319,EN498,1949-04-29
5413,Stein,,2677974.211,1250037.453,EN498,1949-04-29
5414,Bolzen,,2678013.469,1250136.045,EN498,1949-04-29
5415,Bolzen,,2680678.824,1252328.242,LE182,1939-10-27
5416,Stein,,2680660.276,1252286.695,LE182,1939-10-27
5417,Bolzen,,2683173.664,1249804.695,LE210,1944-04-24
5418,Bolzen,,2682835.397,1247829.540,LE100,1928-12-19
5421,Bolzen,,2684227.381,1252042.226,EN501,1949-08-10
5422,Bolzen,,2682260.284,1250253.513,LE132,1933-01-24
5423,Bolzen,,2682148.150,1250310.721,LE132,1933-01-24
5424,Bolzen,,2682035.893,1250346.507,LE132,1933-01-24
5425,Bolzen,,2681880.105,1250336.192,LE132,1933-01-24
5426,Bolzen,,2682802.589,1244250.126,EN484,1948-12-24
5427,Stein,,2682735.389,1244255.725,EN484,1948-12-24
5428,Stein,,2682711.039,1244389.053,EN484,1948-12-24
5429,Bolzen,,2685855.468,1246503.693,LE105,1929-09-06
5430,Bolzen,,2685871.774,1246451.641,LE105,1929-09-06
5431,Bolzen,,2685909.685,1246337.116,LE105,1929-09-06
5432,Bolzen,,2685958.297,1246234.803,LE105,1929-09-06
5433,Bolzen,,2680382.010,1246553.561,LE145,1934-06-09
5434,Bolzen,,2680518.039,1246551.094,LE145,1934-06-09
5435,Bolzen,,2680639.173,1252802.274,LE216,1945-07-27
5436,Bolzen,,2683851.498,1249376.833,LE143,1933-11-20
5437,Bolzen,,2683878.804,1249322.753,LE143,1933-11-20
